word,category,inkColour,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instrText.started,instr_key.started,Instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,Welcome.started,text_2.started,Welcome.stopped,ColourNaming.started,fixation.started,fixation.stopped,text.started,key_resp.started,ColourNaming.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,text_3.started,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
He,other,blue,b,8,8,0,b,1,0.42418379099399317,None,0,8,8,18,29.245928333999473,,,,,,,,,,,,29.23671241699776,29.245928333999473,29.73052674999053,29.73052674999053,29.73052674999053,30.165952291994472,b,1,0.42418379099399317,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Selfhood,self ,yellow,y,9,9,1,y,1,0.41788162499142345,None,1,9,9,15,30.18003137499909,,,,,,,,,,,,30.170885708997957,30.18003137499909,30.663806249998743,30.663806249998743,30.663806249998743,31.088564042001963,y,1,0.41788162499142345,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
My,self ,yellow,y,10,10,1,y,1,0.3519363740051631,None,1,10,10,11,31.102640666998923,,,,,,,,,,,,31.09316437499365,31.102640666998923,31.589854833990103,31.589854833990103,31.589854833990103,31.949227417004295,y,1,0.3519363740051631,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Window,neutral,yellow,y,11,11,0,y,1,0.3545539989863755,None,0,11,11,41,31.96373054200376,,,,,,,,,,,,31.954232042000513,31.96373054200376,32.447115041999496,32.447115041999496,32.447115041999496,32.80511741699593,y,1,0.3545539989863755,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Them,other,blue,b,12,12,0,b,1,0.4115407490025973,None,0,12,12,20,32.819460208993405,,,,,,,,,,,,32.80871866700181,32.819460208993405,33.297255917001166,33.297255917001166,33.297255917001166,33.715976291990955,b,1,0.4115407490025973,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Door,neutral,blue,b,13,13,0,b,1,0.31767799900262617,None,0,13,13,46,33.73144274999504,,,,,,,,,,,,33.72226279199822,33.73144274999504,34.214043624990154,34.214043624990154,34.214043624990154,34.538688959000865,b,1,0.31767799900262617,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Stranger,other,blue,b,14,14,0,b,1,0.3036526240030071,None,0,14,14,22,34.552806166990194,,,,,,,,,,,,34.54277254200133,34.552806166990194,35.04015216699918,35.04015216699918,35.04015216699918,35.34956324999803,b,1,0.3036526240030071,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Selfhood,self ,blue,b,15,15,0,b,1,0.29443412499676924,None,0,15,15,14,35.36425574999885,,,,,,,,,,,,35.354942249992746,35.36425574999885,35.84741262499301,35.84741262499301,35.84741262499301,36.14957416699326,b,1,0.29443412499676924,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Table,neutral,blue,b,16,16,0,b,1,0.27007933300046716,None,0,16,16,34,36.16419016699365,,,,,,,,,,,,36.15493674999743,36.16419016699365,36.64767041699088,36.64767041699088,36.64767041699088,36.92191012499097,b,1,0.27007933300046716,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Wall,neutral,blue,b,17,17,0,b,1,0.2920114989974536,None,0,17,17,44,36.93632799999614,,,,,,,,,,,,36.92552829199121,36.93632799999614,37.42484887500177,37.42484887500177,37.42484887500177,37.72166583400394,b,1,0.2920114989974536,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Their,other,yellow,y,18,18,0,y,1,0.4606897490011761,None,0,18,18,25,37.736978208995424,,,,,,,,,,,,37.72563408399583,37.736978208995424,38.21413395900163,38.21413395900163,38.21413395900163,38.68282091699075,y,1,0.4606897490011761,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Myself,self ,blue,b,19,19,0,b,1,0.4570572069933405,None,0,19,19,4,38.696379667002475,,,,,,,,,,,,38.68734483399021,38.696379667002475,39.18078566699114,39.18078566699114,39.18078566699114,39.64969508399372,b,1,0.4570572069933405,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Pencil,neutral,yellow,y,20,20,0,y,1,0.37827654099965,None,0,20,20,37,39.66405033400224,,,,,,,,,,,,39.65488491699216,39.66405033400224,40.14765770899248,40.14765770899248,40.14765770899248,40.53307533399493,y,1,0.37827654099965,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Mine,self ,blue,b,21,21,0,b,1,0.6830815410066862,None,0,21,21,6,40.547247666996554,,,,,,,,,,,,40.53793920899625,40.547247666996554,41.03089220900438,41.03089220900438,41.03089220900438,41.716385249994346,b,1,0.6830815410066862,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Window,neutral,blue,b,22,22,0,y,0,0.47436429098888766,None,0,22,22,40,41.72921870899154,,,,,,,,,,,,41.720455292001134,41.72921870899154,42.21448500000406,42.21448500000406,42.21448500000406,42.699666000000434,y,0,0.47436429098888766,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Book,neutral,yellow,y,23,23,0,y,1,0.8412497499957681,None,0,23,23,43,42.71270312499837,,,,,,,,,,,,42.70366866700351,42.71270312499837,43.197619958998985,43.197619958998985,43.197619958998985,44.04938429199683,y,1,0.8412497499957681,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Their,other,blue,b,24,24,0,b,1,0.33487241598777473,None,0,24,24,24,44.063046333991224,,,,,,,,,,,,44.05367516700062,44.063046333991224,44.54812783400121,44.54812783400121,44.54812783400121,44.88900850000209,b,1,0.33487241598777473,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Table,neutral,blue,b,25,25,1,b,1,0.29479041599552147,None,1,25,25,34,44.903367749997415,,,,,,,,,,,,44.89325049999752,44.903367749997415,45.38118987499911,45.38118987499911,45.38118987499911,45.68322266699397,b,1,0.29479041599552147,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Name,self ,yellow,y,26,26,0,b,0,0.3477868330082856,None,0,26,26,1,45.69798887499201,,,,,,,,,,,,45.68925537499308,45.69798887499201,46.18118574999971,46.18118574999971,46.18118574999971,46.53338300000178,b,0,0.3477868330082856,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Personal,self ,blue,b,27,27,0,y,0,0.6717175410012715,None,0,27,27,12,46.547451541991904,,,,,,,,,,,,46.538419791992055,46.547451541991904,47.03120445899549,47.03120445899549,47.03120445899549,47.70556662499439,y,0,0.6717175410012715,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Me,self ,blue,b,28,28,0,b,1,0.39537070800724905,None,0,28,28,2,47.7190497089905,,,,,,,,,,,,47.70880187499279,47.7190497089905,48.19780133399763,48.19780133399763,48.19780133399763,48.59980349999387,b,1,0.39537070800724905,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Personal,self ,yellow,y,29,29,0,y,1,0.6701770000072429,None,0,29,29,13,48.61383729199588,,,,,,,,,,,,48.60449891700409,48.61383729199588,49.09775787500257,49.09775787500257,49.09775787500257,49.772420708992286,y,1,0.6701770000072429,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Them,other,yellow,y,30,30,0,y,1,0.4112996240000939,None,0,30,30,21,49.786772084000404,,,,,,,,,,,,49.776617458992405,49.786772084000404,50.2737038339983,50.2737038339983,50.2737038339983,50.689182250003796,y,1,0.4112996240000939,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Me,self ,yellow,y,31,31,0,y,1,0.4304983740003081,None,0,31,31,3,50.70391333400039,,,,,,,,,,,,50.692827209000825,50.70391333400039,51.18959004199132,51.18959004199132,51.18959004199132,51.622383750000154,y,1,0.4304983740003081,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Myself,self ,yellow,y,32,32,0,y,1,0.3417452909925487,None,0,32,32,5,51.63650241699361,,,,,,,,,,,,51.627038167003775,51.63650241699361,52.12428670900408,52.12428670900408,52.12428670900408,52.4729802919901,y,1,0.3417452909925487,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
He,other,yellow,y,33,33,0,y,1,0.33706658298615366,None,0,33,33,19,52.48679629199614,,,,,,,,,,,,52.47722704199259,52.48679629199614,52.973111458995845,52.973111458995845,52.973111458995845,53.31664129199635,y,1,0.33706658298615366,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Myself,self ,yellow,y,34,34,1,y,1,0.3752591659867903,None,1,34,34,5,53.33062108399463,,,,,,,,,,,,53.3215390839905,53.33062108399463,53.81481808399258,53.81481808399258,53.81481808399258,54.200142166999285,y,1,0.3752591659867903,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Her,other,blue,b,35,35,2,b,1,0.379038123995997,None,2,35,35,30,54.214115499999025,,,,,,,,,,,,54.2049186249933,54.214115499999025,54.69810070899257,54.69810070899257,54.69810070899257,55.08357029200124,b,1,0.379038123995997,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
He,other,blue,b,36,36,1,b,1,0.33469241599959787,None,1,36,36,18,55.09664029200212,,,,,,,,,,,,55.08786308400158,55.09664029200212,55.581432167004095,55.581432167004095,55.581432167004095,55.92324504199496,b,1,0.33469241599959787,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
My,self ,blue,b,37,37,0,b,1,0.31357529100205284,None,0,37,37,10,55.93689995899331,,,,,,,,,,,,55.92661966699234,55.93689995899331,56.42463174999284,56.42463174999284,56.42463174999284,56.750220916990656,b,1,0.31357529100205284,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Chair,neutral,yellow,y,38,38,0,y,1,0.517590081988601,None,0,38,38,33,56.76454737500171,,,,,,,,,,,,56.75531929200224,56.76454737500171,57.24859120899055,57.24859120899055,57.24859120899055,57.772735541992006,y,1,0.517590081988601,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Bottle,neutral,yellow,y,39,39,0,y,1,0.37500991599517874,None,0,39,39,39,57.78737099999853,,,,,,,,,,,,57.77787099999841,57.78737099999853,58.274223667001934,58.274223667001934,58.274223667001934,58.65651291699032,y,1,0.37500991599517874,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Name,self ,yellow,y,40,40,1,y,1,0.3674822070024675,None,1,40,40,1,58.671848625002895,,,,,,,,,,,,58.66183570899011,58.671848625002895,59.15786720899632,59.15786720899632,59.15786720899632,59.533759208992706,y,1,0.3674822070024675,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Myself,self ,blue,b,41,41,1,y,0,0.37617308300104924,None,1,41,41,4,59.548359666994656,,,,,,,,,,,,59.53917012499005,59.548359666994656,60.03213441699336,60.03213441699336,60.03213441699336,60.41707354199025,y,0,0.37617308300104924,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
They,other,yellow,y,42,42,0,y,1,0.8870189989975188,None,0,42,42,17,60.43156183400424,,,,,,,,,,,,60.42235583400179,60.43156183400424,60.91521033400204,60.91521033400204,60.91521033400204,61.80640691699227,y,1,0.8870189989975188,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Selfhood,self ,blue,b,43,43,1,b,1,0.3550077079999028,None,1,43,43,14,61.82076412499009,,,,,,,,,,,,61.81150100000377,61.82076412499009,62.30751045899524,62.30751045899524,62.30751045899524,62.66718362500251,b,1,0.3550077079999028,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Personal,self ,blue,b,44,44,1,b,1,0.3779364570073085,None,1,44,44,12,62.68239837499277,,,,,,,,,,,,62.67310254200129,62.68239837499277,63.16545362499892,63.16545362499892,63.16545362499892,63.55060924999998,b,1,0.3779364570073085,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Them,other,yellow,y,45,45,1,y,1,0.581786249007564,None,1,45,45,21,63.563503249999485,,,,,,,,,,,,63.5544520419935,63.563503249999485,64.04877912499069,64.04877912499069,64.04877912499069,64.63406574999681,y,1,0.581786249007564,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Table,neutral,yellow,y,46,46,0,y,1,0.3775262489943998,None,0,46,46,35,64.64836891699815,,,,,,,,,,,,64.63954220899905,64.64836891699815,65.13185008399887,65.13185008399887,65.13185008399887,65.51725199999055,y,1,0.3775262489943998,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Personal,self ,yellow,y,47,47,1,y,1,0.3322807499935152,None,1,47,47,13,65.53181804199994,,,,,,,,,,,,65.52264283399563,65.53181804199994,66.01515291699616,66.01515291699616,66.01515291699616,66.35063158399134,y,1,0.3322807499935152,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Book,neutral,blue,b,48,48,0,b,1,0.5125014999939594,None,0,48,48,42,66.36511508400145,,,,,,,,,,,,66.3559979589918,66.36511508400145,66.84897220900166,66.84897220900166,66.84897220900166,67.36734733400226,b,1,0.5125014999939594,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
I,self ,blue,b,49,49,0,b,1,0.40721820799808484,None,0,49,49,8,67.38080008399265,,,,,,,,,,,,67.37154283399286,67.38080008399265,67.86520170899166,67.86520170899166,67.86520170899166,68.28397308399144,b,1,0.40721820799808484,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Stranger,other,yellow,y,50,50,0,y,1,0.3874852080043638,None,0,50,50,23,68.29918704199372,,,,,,,,,,,,68.28981699999713,68.29918704199372,68.78187495899328,68.78187495899328,68.78187495899328,69.17325658399204,y,1,0.3874852080043638,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Myself,self ,yellow,y,51,51,2,y,1,0.3778998330089962,None,2,51,51,5,69.18768058400019,,,,,,,,,,,,69.1777172919974,69.18768058400019,69.6744986249978,69.6744986249978,69.6744986249978,70.05660566699225,y,1,0.3778998330089962,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
They,other,yellow,y,52,52,1,y,1,0.33126399999309797,None,1,52,52,17,70.07223908399465,,,,,,,,,,,,70.06220666700392,70.07223908399465,70.55817595899862,70.55817595899862,70.55817595899862,70.90073424999719,y,1,0.33126399999309797,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Mine,self ,blue,b,53,53,1,b,1,0.5874080409994349,None,1,53,53,6,70.91399025000283,,,,,,,,,,,,70.90492320900375,70.91399025000283,71.39901279199694,71.39901279199694,71.39901279199694,71.98998254199978,b,1,0.5874080409994349,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Her,other,yellow,y,54,54,1,y,1,0.5456983750045765,None,1,54,54,31,72.00479241699213,,,,,,,,,,,,71.99478850000014,72.00479241699213,72.49181199999293,72.49181199999293,72.49181199999293,73.04009958400275,y,1,0.5456983750045765,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Friend,other,blue,b,55,55,0,b,1,0.46845358300197404,None,0,55,55,28,73.05390649999026,,,,,,,,,,,,73.04421437499695,73.05390649999026,73.54017116699833,73.54017116699833,73.54017116699833,74.01757104200078,b,1,0.46845358300197404,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Window,neutral,blue,b,56,56,1,b,1,0.44092608301434666,None,1,56,56,40,74.03300137499173,,,,,,,,,,,,74.02381037500163,74.03300137499173,74.51556683400122,74.51556683400122,74.51556683400122,74.96754391699506,b,1,0.44092608301434666,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Myself,self ,blue,b,57,57,2,b,1,0.3259158739965642,None,2,57,57,4,74.98181845899671,,,,,,,,,,,,74.97243345899915,74.98181845899671,75.46568799999659,75.46568799999659,75.46568799999659,75.80087495899352,b,1,0.3259158739965642,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
They,other,yellow,y,58,58,2,y,1,0.38967616599984467,None,2,58,58,17,75.81471874999988,,,,,,,,,,,,75.80568858399056,75.81471874999988,76.29887349999626,76.29887349999626,76.29887349999626,76.69002845899377,y,1,0.38967616599984467,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Friend,other,yellow,y,59,59,1,y,1,0.33073216601042077,None,1,59,59,29,76.70456345900311,,,,,,,,,,,,76.69375412499357,76.70456345900311,77.19088824999926,77.19088824999926,77.19088824999926,77.52408720899257,y,1,0.33073216601042077,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Bottle,neutral,blue,b,60,60,0,b,1,0.6030172069877153,None,0,60,60,38,77.53856295900187,,,,,,,,,,,,77.52884904199163,77.53856295900187,78.02469862499856,78.02469862499856,78.02469862499856,78.63431920899893,b,1,0.6030172069877153,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Window,neutral,blue,b,61,61,2,b,1,0.36226112498843577,None,2,61,61,40,78.64773845899617,,,,,,,,,,,,78.63868845900288,78.64773845899617,79.13239199999953,79.13239199999953,79.13239199999953,79.50118083399138,b,1,0.36226112498843577,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
They,other,blue,b,62,62,0,b,1,0.3202253329945961,None,0,62,62,16,79.5159822919959,,,,,,,,,,,,79.5066322920029,79.5159822919959,79.99929325000267,79.99929325000267,79.99929325000267,80.32383045899041,b,1,0.3202253329945961,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
Stranger,other,yellow,y,63,63,1,y,1,0.42934954099473543,None,1,63,63,23,80.33882470900426,,,,,,,,,,,,80.32910658400215,80.33882470900426,80.82524962499156,80.82524962499156,80.82524962499156,81.2572972499911,y,1,0.42934954099473543,None,,,,05,001,2025-11-15_17h51.57.697,The Self-Relevance Effect on Selective Attention task,,2025.1.1,121.00268976782529,2025-11-15 17h52.05.118218 +0530,
