word,category,inkColour,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instrText.started,instr_key.started,Instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,Welcome.started,text_2.started,text_2.stopped,Welcome.stopped,ColourNaming.started,fixation.started,fixation.stopped,text.started,key_resp.started,ColourNaming.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,text_3.started,text_3.stopped,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
He,other,blue,b,8,8,0,b,1,0.6483976250019623,None,0,8,8,18,34.150568249999196,,,,,,,,,,,,,34.14141308401304,34.150568249999196,34.633155417002854,34.633155417002854,34.633155417002854,35.28552970899909,b,1,0.6483976250019623,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Table,neutral,yellow,y,9,9,1,y,1,0.42635304100986104,None,1,9,9,35,35.29986587500025,,,,,,,,,,,,,35.290677417011466,35.29986587500025,35.78296066701296,35.78296066701296,35.78296066701296,36.21850041700236,y,1,0.42635304100986104,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Door,neutral,yellow,y,10,10,0,y,1,0.643856541995774,None,0,10,10,47,36.233575792008196,,,,,,,,,,,,,36.22446279200085,36.233575792008196,36.71659891700256,36.71659891700256,36.71659891700256,37.368663500004914,y,1,0.643856541995774,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Name,self ,yellow,y,11,11,0,y,1,0.5109062499977881,None,0,11,11,1,37.38435304201266,,,,,,,,,,,,,37.37519470900588,37.38435304201266,37.86661541700596,37.86661541700596,37.86661541700596,38.38514908400248,y,1,0.5109062499977881,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Pencil,neutral,blue,b,12,12,0,b,1,0.6530609160108725,None,0,12,12,36,38.398550084006274,,,,,,,,,,,,,38.38946612500877,38.398550084006274,38.88330416700046,38.88330416700046,38.88330416700046,39.541029833999346,b,1,0.6530609160108725,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
He,other,blue,b,13,13,1,y,0,0.5713859580137068,None,1,13,13,18,39.55483800001093,,,,,,,,,,,,,39.54551900000661,39.55483800001093,40.04326725000283,40.04326725000283,40.04326725000283,40.6187064590049,y,0,0.5713859580137068,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Name,self ,blue,b,14,14,0,b,1,0.770745582995005,None,0,14,14,0,40.63268666699878,,,,,,,,,,,,,40.62334050000936,40.63268666699878,41.11667916701117,41.11667916701117,41.11667916701117,41.891309667000314,b,1,0.770745582995005,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Me,self ,blue,b,15,15,0,b,1,0.48586716600402724,None,0,15,15,2,41.9047634590097,,,,,,,,,,,,,41.89540462500008,41.9047634590097,42.39268775000528,42.39268775000528,42.39268775000528,42.88544987500063,b,1,0.48586716600402724,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Myself,self ,yellow,y,16,16,0,y,1,0.7134468330041273,None,0,16,16,5,42.90044762501202,,,,,,,,,,,,,42.8912473340024,42.90044762501202,43.38323558399861,43.38323558399861,43.38323558399861,44.102557209000224,y,1,0.7134468330041273,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Table,neutral,blue,b,17,17,0,b,1,0.5817100830026902,None,0,17,17,34,44.116758459000266,,,,,,,,,,,,,44.107605249999324,44.116758459000266,44.60006079199957,44.60006079199957,44.60006079199957,45.18547120899893,b,1,0.5817100830026902,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
She,other,blue,b,18,18,0,b,1,0.4350875410018489,None,0,18,18,26,45.19997900001181,,,,,,,,,,,,,45.190877542001544,45.19997900001181,45.683481375002884,45.683481375002884,45.683481375002884,46.12476220900135,b,1,0.4350875410018489,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Them,other,yellow,y,19,19,1,y,1,0.582543373995577,None,1,19,19,21,46.13976600000751,,,,,,,,,,,,,46.12872566700389,46.13976600000751,46.625990959000774,46.625990959000774,46.625990959000774,47.21896808400925,y,1,0.582543373995577,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Wall,neutral,yellow,y,20,20,0,y,1,0.7068199580098735,None,0,20,20,45,47.23313950000738,,,,,,,,,,,,,47.22400537499925,47.23313950000738,47.716747792001115,47.716747792001115,47.716747792001115,48.42483879200881,y,1,0.7068199580098735,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
My,self ,blue,b,21,21,0,b,1,0.5543839580059284,None,0,21,21,10,48.438769250002224,,,,,,,,,,,,,48.42886150001141,48.438769250002224,48.92640175000997,48.92640175000997,48.92640175000997,49.48567137500504,b,1,0.5543839580059284,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Stranger,other,yellow,y,22,22,0,y,1,0.619179167013499,None,0,22,22,23,49.50040529201215,,,,,,,,,,,,,49.49150100001134,49.50040529201215,49.9834980420128,49.9834980420128,49.9834980420128,50.60841195900866,y,1,0.619179167013499,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Door,neutral,yellow,y,23,23,1,y,1,0.5998657919990364,None,1,23,23,47,50.622250833999715,,,,,,,,,,,,,50.61239458400814,50.622250833999715,51.10984637500951,51.10984637500951,51.10984637500951,51.71910483400279,y,1,0.5998657919990364,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
She,other,yellow,y,24,24,0,y,1,0.5887819160125218,None,0,24,24,27,51.73334479201003,,,,,,,,,,,,,51.72429841700068,51.73334479201003,52.21694158400351,52.21694158400351,52.21694158400351,52.80854854200152,y,1,0.5887819160125218,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Stranger,other,blue,b,25,25,0,b,1,0.653313041999354,None,0,25,25,22,52.82365737500368,,,,,,,,,,,,,52.81445079200785,52.82365737500368,53.30945625000459,53.30945625000459,53.30945625000459,53.96883258401067,b,1,0.653313041999354,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Mine,self ,yellow,y,26,26,0,y,1,0.5618499999982305,None,0,26,26,7,53.983223041999736,,,,,,,,,,,,,53.974135417010984,53.983223041999736,54.46700516701094,54.46700516701094,54.46700516701094,55.03601633400831,y,1,0.5618499999982305,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
She,other,yellow,y,27,27,1,y,1,0.6177092490106588,None,1,27,27,27,55.04998708399944,,,,,,,,,,,,,55.040557167012594,55.04998708399944,55.534020999999484,55.534020999999484,55.534020999999484,56.15881700000318,y,1,0.6177092490106588,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Mine,self ,yellow,y,28,28,1,y,1,0.43804558301053476,None,1,28,28,7,56.173678917009966,,,,,,,,,,,,,56.164009709013044,56.173678917009966,56.658832042012364,56.658832042012364,56.658832042012364,57.102038625002024,y,1,0.43804558301053476,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Her,other,blue,b,29,29,0,b,1,0.47531962499488145,None,0,29,29,30,57.1142035840021,,,,,,,,,,,,,57.10514341700764,57.1142035840021,57.60047124999983,57.60047124999983,57.60047124999983,58.08611708400713,b,1,0.47531962499488145,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Friend,other,blue,b,30,30,0,b,1,0.6388473749975674,None,0,30,30,28,58.10387829200772,,,,,,,,,,,,,58.093809792000684,58.10387829200772,58.58406429200841,58.58406429200841,58.58406429200841,59.22505487500166,b,1,0.6388473749975674,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Their,other,blue,b,31,31,0,b,1,1.8205589999997756,None,0,31,31,24,59.23857075000706,,,,,,,,,,,,,59.229165374999866,59.23857075000706,59.72636495900224,59.72636495900224,59.72636495900224,61.55286433400761,b,1,1.8205589999997756,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Chair,neutral,blue,b,32,32,0,b,1,0.5279933330020867,None,0,32,32,32,61.56803483401018,,,,,,,,,,,,,61.558821625003475,61.56803483401018,62.05083629200817,62.05083629200817,62.05083629200817,62.58559904200956,b,1,0.5279933330020867,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
My,self ,yellow,y,33,33,0,y,1,0.541745082999114,None,0,33,33,11,62.597446125000715,,,,,,,,,,,,,62.5892299170082,62.597446125000715,63.07712666700536,63.07712666700536,63.07712666700536,63.62584258400602,y,1,0.541745082999114,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Name,self ,blue,b,34,34,1,b,1,0.6092429169948446,None,1,34,34,0,63.64030254200043,,,,,,,,,,,,,63.63058187501156,63.64030254200043,64.12663700000849,64.12663700000849,64.12663700000849,64.74135895899963,b,1,0.6092429169948446,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Selfhood,self ,yellow,y,35,35,0,y,1,0.4402455000090413,None,0,35,35,15,64.7559132919996,,,,,,,,,,,,,64.74507395899855,64.7559132919996,65.23470141700818,65.23470141700818,65.23470141700818,65.68662900000345,y,1,0.4402455000090413,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Myself,self ,blue,b,36,36,0,b,1,0.5160009579994949,None,0,36,36,4,65.70186254200235,,,,,,,,,,,,,65.69252520900045,65.70186254200235,66.18410945900541,66.18410945900541,66.18410945900541,66.70317966700532,b,1,0.5160009579994949,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Friend,other,yellow,y,37,37,0,y,1,0.3591449170053238,None,0,37,37,29,66.71692783400067,,,,,,,,,,,,,66.70780816700426,66.71692783400067,67.20094970900391,67.20094970900391,67.20094970900391,67.5697800420021,y,1,0.3591449170053238,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
My,self ,blue,b,38,38,1,b,1,0.6294415419979487,None,1,38,38,10,67.5828758340067,,,,,,,,,,,,,67.57386383401172,67.5828758340067,68.06765216701024,68.06765216701024,68.06765216701024,68.70324291700672,b,1,0.6294415419979487,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Her,other,yellow,y,39,39,0,y,1,1.149165124996216,None,0,39,39,31,68.71684566700424,,,,,,,,,,,,,68.7076331670105,68.71684566700424,69.2011048340064,69.2011048340064,69.2011048340064,70.35326895900653,y,1,1.149165124996216,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
My,self ,yellow,y,40,40,1,y,1,0.3355816249968484,None,1,40,40,11,70.36638212500839,,,,,,,,,,,,,70.35734383400995,70.36638212500839,70.85148000001209,70.85148000001209,70.85148000001209,71.19223612500355,y,1,0.3355816249968484,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
I,self ,yellow,y,41,41,0,y,1,0.3873743750009453,None,0,41,41,9,71.2062568750116,,,,,,,,,,,,,71.19559125001251,71.2062568750116,71.6927767090092,71.6927767090092,71.6927767090092,72.08656562500983,y,1,0.3873743750009453,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Window,neutral,yellow,y,42,42,0,y,1,0.3206926669954555,None,0,42,42,41,72.10057095900993,,,,,,,,,,,,,72.09173841700249,72.10057095900993,72.58445191700594,72.58445191700594,72.58445191700594,72.90954179200344,y,1,0.3206926669954555,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Her,other,yellow,y,43,43,1,y,1,0.6880423739930848,None,1,43,43,31,72.92318616701232,,,,,,,,,,,,,72.9140222499991,72.92318616701232,73.41109200000938,73.41109200000938,73.41109200000938,74.10369562500273,y,1,0.6880423739930848,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Name,self ,blue,b,44,44,2,b,1,0.8916546669934178,None,2,44,44,0,74.11632154200925,,,,,,,,,,,,,74.10771020900575,74.11632154200925,74.60150875001273,74.60150875001273,74.60150875001273,75.5034279590036,b,1,0.8916546669934178,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Friend,other,blue,b,45,45,1,b,1,1.0385576249973383,None,1,45,45,28,75.51876191700285,,,,,,,,,,,,,75.50953233400651,75.51876191700285,76.00172733400541,76.00172733400541,76.00172733400541,77.04252475000976,b,1,1.0385576249973383,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Book,neutral,yellow,y,46,46,0,y,1,0.7131857079948531,None,0,46,46,43,77.0567364590097,,,,,,,,,,,,,77.04674816700572,77.0567364590097,77.54407266700582,77.54407266700582,77.54407266700582,78.25932350000949,y,1,0.7131857079948531,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
They,other,blue,b,47,47,0,b,1,0.9722410410031443,None,0,47,47,16,78.27366604200506,,,,,,,,,,,,,78.26434833400708,78.27366604200506,78.76030249999894,78.76030249999894,78.76030249999894,79.73669650001102,b,1,0.9722410410031443,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Mine,self ,yellow,y,48,48,2,y,1,0.5562711660022615,None,2,48,48,7,79.74975091700617,,,,,,,,,,,,,79.74088320900046,79.74975091700617,80.23503295901173,80.23503295901173,80.23503295901173,80.79263866700057,y,1,0.5562711660022615,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Them,other,yellow,y,49,49,2,y,1,0.48791783300112,None,2,49,49,21,80.80642295900907,,,,,,,,,,,,,80.79727187500976,80.80642295900907,81.29461816701223,81.29461816701223,81.29461816701223,81.78670620900812,y,1,0.48791783300112,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Selfhood,self ,blue,b,50,50,0,b,1,0.5573209580034018,None,0,50,50,14,81.8011183750059,,,,,,,,,,,,,81.79209237500618,81.8011183750059,82.28488812501018,82.28488812501018,82.28488812501018,82.85360312501143,b,1,0.5573209580034018,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Name,self ,yellow,y,51,51,1,y,1,0.34951245799311437,None,1,51,51,1,82.86856566699862,,,,,,,,,,,,,82.85938791700755,82.86856566699862,83.3518395840074,83.3518395840074,83.3518395840074,83.70343283400871,y,1,0.34951245799311437,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
I,self ,blue,b,52,52,0,b,1,0.7192940410022857,None,0,52,52,8,83.71668108399899,,,,,,,,,,,,,83.70773075000034,83.71668108399899,84.20202837500256,84.20202837500256,84.20202837500256,84.92608170901076,b,1,0.7192940410022857,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Mine,self ,blue,b,53,53,0,y,0,0.4042053329903865,None,0,53,53,6,84.93979266700626,,,,,,,,,,,,,84.9299597920035,84.93979266700626,85.42728904201067,85.42728904201067,85.42728904201067,85.83693200000562,y,0,0.4042053329903865,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
I,self ,blue,b,54,54,1,b,1,1.2082288750098087,None,1,54,54,8,85.85073541699967,,,,,,,,,,,,,85.84157070900255,85.85073541699967,86.3351094170066,86.3351094170066,86.3351094170066,87.55406241700985,b,1,1.2082288750098087,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Name,self ,yellow,y,55,55,2,y,1,1.00463833300455,None,2,55,55,1,87.56842370900267,,,,,,,,,,,,,87.55934862499998,87.56842370900267,88.05179120899993,88.05179120899993,88.05179120899993,89.05968900000153,y,1,1.00463833300455,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Wall,neutral,yellow,y,56,56,1,y,1,0.9594289999949979,None,1,56,56,45,89.07320545900438,,,,,,,,,,,,,89.0637676250044,89.07320545900438,89.56098079201183,89.56098079201183,89.56098079201183,90.52644304200658,y,1,0.9594289999949979,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
He,other,yellow,y,57,57,0,y,1,0.5469490830000723,None,0,57,57,19,90.5405082500074,,,,,,,,,,,,,90.53108979199897,90.5405082500074,91.02761433400156,91.02761433400156,91.02761433400156,91.57642908400157,y,1,0.5469490830000723,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Chair,neutral,yellow,y,58,58,0,y,1,0.4656505000020843,None,0,58,58,33,91.59098241700849,,,,,,,,,,,,,91.58160679200955,91.59098241700849,92.07782662501268,92.07782662501268,92.07782662501268,92.5544034170016,y,1,0.4656505000020843,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Her,other,blue,b,59,59,1,b,1,0.5281368750002002,None,1,59,59,30,92.56939137500012,,,,,,,,,,,,,92.56004108401248,92.56939137500012,93.05247562500881,93.05247562500881,93.05247562500881,93.5872078340035,b,1,0.5281368750002002,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Book,neutral,yellow,y,60,60,1,y,1,0.6870826239901362,None,1,60,60,43,93.59928470900923,,,,,,,,,,,,,93.5902959590021,93.59928470900923,94.08536558400374,94.08536558400374,94.08536558400374,94.77739250000741,y,1,0.6870826239901362,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Wall,neutral,blue,b,61,61,1,b,1,0.6625118740048492,None,1,61,61,44,94.7916784590052,,,,,,,,,,,,,94.78202120900096,94.7916784590052,95.27705375000369,95.27705375000369,95.27705375000369,95.94288325001253,b,1,0.6625118740048492,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Bottle,neutral,blue,b,62,62,0,b,1,0.8590765000117244,None,0,62,62,38,95.95742604200495,,,,,,,,,,,,,95.94666558400786,95.95742604200495,96.44447270900127,96.44447270900127,96.44447270900127,97.31038237499888,b,1,0.8590765000117244,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
I,self ,yellow,y,63,63,1,y,1,0.8185141659923829,None,1,63,63,9,97.3241922090092,,,,,,,,,,,,,97.31466733400885,97.3241922090092,97.81122812500689,97.81122812500689,97.81122812500689,98.63755354200839,y,1,0.8185141659923829,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
Door,neutral,yellow,y,64,64,2,y,1,0.46459387498907745,None,2,64,64,47,98.6512486670108,,,,,,,,,,,,,98.64211687500938,98.6512486670108,99.13538837501255,99.13538837501255,99.13538837501255,99.60421087501163,y,1,0.46459387498907745,None,,,,,03,001,2025-11-14_08h01.46.390,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-14 08h01.58.740584 +0530,
