word,category,inkColour,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instrText.started,instr_key.started,Instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,Welcome.started,text_2.started,text_2.stopped,Welcome.stopped,ColourNaming.started,fixation.started,fixation.stopped,text.started,key_resp.started,ColourNaming.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,text_3.started,text_3.stopped,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Name,self ,blue,b,142,142,3,b,1,1.1992235829966376,None,3,142,142,0,168.57047316699754,,,,,,,,,,,,,168.5472327919997,168.57047316699754,169.0442852920096,169.0442852920096,169.0442852920096,170.25557591700635,b,1,1.1992235829966376,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Door,neutral,yellow,y,143,143,1,y,1,0.42787345800024923,None,1,143,143,47,170.2688984580018,,,,,,,,,,,,,170.2601857080008,170.2688984580018,170.75358341699757,170.75358341699757,170.75358341699757,171.18898737500422,y,1,0.42787345800024923,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
He,other,blue,b,144,144,3,b,1,0.5275860830006422,None,3,144,144,18,171.20099020800262,,,,,,,,,,,,,171.19283137501043,171.20099020800262,171.68691358300566,171.68691358300566,171.68691358300566,172.22248595800193,b,1,0.5275860830006422,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Me,self ,blue,b,145,145,2,y,0,0.449666000000434,None,2,145,145,2,172.234813957999,,,,,,,,,,,,,172.2269626250054,172.234813957999,172.71998841701134,172.71998841701134,172.71998841701134,173.17235787500977,y,0,0.449666000000434,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Pencil,neutral,yellow,y,146,146,3,y,1,0.9908441250008764,None,3,146,146,37,173.18517062500177,,,,,,,,,,,,,173.1768420419976,173.18517062500177,173.67064483300783,173.67064483300783,173.67064483300783,174.67244129200117,y,1,0.9908441250008764,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Window,neutral,yellow,y,147,147,2,y,1,0.36037075000058394,None,2,147,147,41,174.6854293330107,,,,,,,,,,,,,174.6772016670002,174.6854293330107,175.17032104200916,175.17032104200916,175.17032104200916,175.53874854200694,y,1,0.36037075000058394,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Personal,self ,blue,b,148,148,3,b,1,0.5025585830007913,None,3,148,148,12,175.55155983300938,,,,,,,,,,,,,175.5433217920072,175.55155983300938,176.03704316700168,176.03704316700168,176.03704316700168,176.54442958300933,b,1,0.5025585830007913,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Personal,self ,yellow,y,149,149,3,y,1,0.684163666999666,None,3,149,149,13,176.55361475000973,,,,,,,,,,,,,176.54532154199842,176.55361475000973,177.04433241700463,177.04433241700463,177.04433241700463,177.73935800000618,y,1,0.684163666999666,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Their,other,yellow,y,150,150,2,y,1,0.8742703739990247,None,2,150,150,25,177.75265929200395,,,,,,,,,,,,,177.74480262500583,177.75265929200395,178.2373230420053,178.2373230420053,178.2373230420053,179.12252925000212,y,1,0.8742703739990247,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Book,neutral,blue,b,151,151,1,b,1,0.6977999999944586,None,1,151,151,42,179.13606283300032,,,,,,,,,,,,,179.12720387500303,179.13606283300032,179.62115575000644,179.62115575000644,179.62115575000644,180.32254962500883,b,1,0.6977999999944586,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
My,self ,blue,b,152,152,3,y,0,0.501804458006518,None,3,152,152,10,180.33522400000948,,,,,,,,,,,,,180.32701666701178,180.33522400000948,180.82087933299772,180.82087933299772,180.82087933299772,181.3275775830116,y,0,0.501804458006518,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Her,other,yellow,y,153,153,4,y,1,1.5905077079951297,None,4,153,153,31,181.3422458749992,,,,,,,,,,,,,181.33213458300452,181.3422458749992,181.8283866670099,181.8283866670099,181.8283866670099,183.422629083012,y,1,1.5905077079951297,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Pencil,neutral,blue,b,154,154,3,b,1,0.6007100410060957,None,3,154,154,36,183.43643645801058,,,,,,,,,,,,,183.42762383300578,183.43643645801058,183.92092895800306,183.92092895800306,183.92092895800306,184.52796345800743,b,1,0.6007100410060957,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Wall,neutral,yellow,y,155,155,3,y,1,0.9903943749959581,None,3,155,155,45,184.54240962500626,,,,,,,,,,,,,184.53252066700952,184.54240962500626,185.02845104200242,185.02845104200242,185.02845104200242,186.02263437501097,y,1,0.9903943749959581,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Stranger,other,blue,b,156,156,2,b,1,0.8228342499933206,None,2,156,156,22,186.03624566701183,,,,,,,,,,,,,186.02812591700058,186.03624566701183,186.52091158300755,186.52091158300755,186.52091158300755,187.355853208006,b,1,0.8228342499933206,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Table,neutral,blue,b,157,157,4,b,1,0.37850083300145343,None,4,157,157,34,187.36840608299826,,,,,,,,,,,,,187.36022483299894,187.36840608299826,187.854405917009,187.854405917009,187.854405917009,188.2390980830096,b,1,0.37850083300145343,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Selfhood,self ,blue,b,158,158,2,b,1,0.36330583300150465,None,2,158,158,14,188.25119154200365,,,,,,,,,,,,,188.243013875006,188.25119154200365,188.73771075000695,188.73771075000695,188.73771075000695,189.1060106250079,b,1,0.36330583300150465,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Window,neutral,blue,b,159,159,0,b,1,0.4894730410014745,None,0,159,159,40,189.1191795830091,,,,,,,,,,,,,189.11107295801048,189.1191795830091,189.6044327080017,189.6044327080017,189.6044327080017,190.10608379200858,b,1,0.4894730410014745,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Table,neutral,yellow,y,160,160,2,y,1,0.6308042500022566,None,2,160,160,35,190.11876266699983,,,,,,,,,,,,,190.1106924170017,190.11876266699983,190.60427620800328,190.60427620800328,190.60427620800328,191.23917329200776,y,1,0.6308042500022566,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
I,self ,blue,b,161,161,2,b,1,1.0750591249961872,None,2,161,161,8,191.25236383300216,,,,,,,,,,,,,191.24350991701067,191.25236383300216,191.73777462499856,191.73777462499856,191.73777462499856,192.82280691699998,b,1,1.0750591249961872,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Door,neutral,yellow,y,162,162,2,y,1,0.5856499170040479,None,2,162,162,47,192.8359891250002,,,,,,,,,,,,,192.82764775000396,192.8359891250002,193.32116375000624,193.32116375000624,193.32116375000624,193.91133170800458,y,1,0.5856499170040479,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
They,other,yellow,y,163,163,0,y,1,0.37865233299089596,None,0,163,163,17,193.92590679200657,,,,,,,,,,,,,193.9157001249987,193.92590679200657,194.4120777920034,194.4120777920034,194.4120777920034,194.79491250000137,y,1,0.37865233299089596,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Mine,self ,blue,b,164,164,3,b,1,0.4886383750126697,None,3,164,164,6,194.80969187500887,,,,,,,,,,,,,194.79926245800743,194.80969187500887,195.29539929200837,195.29539929200837,195.29539929200837,195.78963291700347,b,1,0.4886383750126697,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Door,neutral,blue,b,165,165,3,b,1,0.6032565409987001,None,3,165,165,46,195.80324624999776,,,,,,,,,,,,,195.79504054199788,195.80324624999776,196.2875254170067,196.2875254170067,196.2875254170067,196.89520516700577,b,1,0.6032565409987001,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Mine,self ,blue,b,166,166,4,b,1,0.6662463329994353,None,4,166,166,6,196.91009837501042,,,,,,,,,,,,,196.89922783301154,196.91009837501042,197.3955084580084,197.3955084580084,197.3955084580084,198.07304279200616,b,1,0.6662463329994353,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Name,self ,blue,b,167,167,4,b,1,0.48206112399930134,None,4,167,167,0,198.08596229201066,,,,,,,,,,,,,198.07757608300017,198.08596229201066,198.57107433299825,198.57107433299825,198.57107433299825,199.05661987500207,b,1,0.48206112399930134,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Chair,neutral,yellow,y,168,168,4,y,1,0.6744150830054423,None,4,168,168,33,199.0699440830067,,,,,,,,,,,,,199.06153079200885,199.0699440830067,199.55445020800107,199.55445020800107,199.55445020800107,200.23996783301118,y,1,0.6744150830054423,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Pencil,neutral,blue,b,169,169,4,b,1,0.455113000003621,None,4,169,169,36,200.2532011250005,,,,,,,,,,,,,200.24513975001173,200.2532011250005,200.7378190830059,200.7378190830059,200.7378190830059,201.19532995800546,b,1,0.455113000003621,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Window,neutral,yellow,y,170,170,3,y,1,0.5691150409984402,None,3,170,170,41,201.20943087500928,,,,,,,,,,,,,201.19940537500952,201.20943087500928,201.6958120830095,201.6958120830095,201.6958120830095,202.27303166700585,y,1,0.5691150409984402,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Stranger,other,blue,b,171,171,3,b,1,0.37381533299048897,None,3,171,171,22,202.28613095800392,,,,,,,,,,,,,202.27842504200817,202.28613095800392,202.77120379199914,202.77120379199914,202.77120379199914,203.1565022499999,b,1,0.37381533299048897,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Door,neutral,yellow,y,172,172,3,y,1,0.47527808300219476,None,3,172,172,47,203.16887254200992,,,,,,,,,,,,,203.16066845800378,203.16887254200992,203.65473433300212,203.65473433300212,203.65473433300212,204.1400295420026,y,1,0.47527808300219476,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Book,neutral,yellow,y,173,173,3,y,1,0.5061257499910425,None,3,173,173,43,204.15321625000797,,,,,,,,,,,,,204.14495300001,204.15321625000797,204.63790462500765,204.63790462500765,204.63790462500765,205.14566141700197,y,1,0.5061257499910425,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Myself,self ,blue,b,174,174,2,b,1,0.47379241599992383,None,2,174,174,4,205.15910900000017,,,,,,,,,,,,,205.1504959169979,205.15910900000017,205.6454550000053,205.6454550000053,205.6454550000053,206.12338183300744,b,1,0.47379241599992383,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Chair,neutral,blue,b,175,175,3,y,0,0.3826141669997014,None,3,175,175,32,206.1371386670071,,,,,,,,,,,,,206.12879858299857,206.1371386670071,206.62153324999963,206.62153324999963,206.62153324999963,207.00678545801202,y,0,0.3826141669997014,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Their,other,blue,b,176,176,3,b,1,0.5600460830028169,None,3,176,176,24,207.02005458300118,,,,,,,,,,,,,207.0116640000051,207.02005458300118,207.50502000001143,207.50502000001143,207.50502000001143,208.07336258300347,b,1,0.5600460830028169,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Friend,other,blue,b,177,177,4,b,1,0.33535216700693127,None,4,177,177,28,208.0879602500063,,,,,,,,,,,,,208.07957741701102,208.0879602500063,208.57165458300733,208.57165458300733,208.57165458300733,208.912065542012,b,1,0.33535216700693127,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
They,other,yellow,y,178,178,1,y,1,0.7074364170111949,None,1,178,178,17,208.92602408300445,,,,,,,,,,,,,208.91667558300833,208.92602408300445,209.41275950000272,209.41275950000272,209.41275950000272,210.12338908300444,y,1,0.7074364170111949,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
They,other,yellow,y,179,179,2,y,1,0.45336450000468176,None,2,179,179,17,210.1327322920115,,,,,,,,,,,,,210.12440641700232,210.1327322920115,210.62168708301033,210.62168708301033,210.62168708301033,211.07834529200045,y,1,0.45336450000468176,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Selfhood,self ,blue,b,180,180,3,b,1,0.38061541599745397,None,3,180,180,14,211.09373383301136,,,,,,,,,,,,,211.08283525001025,211.09373383301136,211.57947045800393,211.57947045800393,211.57947045800393,211.9616053750069,b,1,0.38061541599745397,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Door,neutral,blue,b,181,181,4,b,1,0.3754582919937093,None,4,181,181,46,211.988558750003,,,,,,,,,,,,,211.96512675000122,211.988558750003,212.4546151250106,212.4546151250106,212.4546151250106,212.84007358300732,b,1,0.3754582919937093,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Them,other,blue,b,182,182,1,b,1,0.3234929989994271,None,1,182,182,20,212.85329337501025,,,,,,,,,,,,,212.84495491700363,212.85329337501025,213.33859637500427,213.33859637500427,213.33859637500427,213.67349487500906,b,1,0.3234929989994271,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
I,self ,yellow,y,183,183,2,y,1,0.41554929099220317,None,2,183,183,9,213.68619245800073,,,,,,,,,,,,,213.67810433301202,213.68619245800073,214.1717825000087,214.1717825000087,214.1717825000087,214.5902368750103,y,1,0.41554929099220317,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
They,other,yellow,y,184,184,3,y,1,0.5196712909964845,None,3,184,184,17,214.60367804201087,,,,,,,,,,,,,214.59536920800747,214.60367804201087,215.08844137500273,215.08844137500273,215.08844137500273,215.6120630830119,y,1,0.5196712909964845,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
They,other,blue,b,185,185,3,b,1,0.4586932079982944,None,3,185,185,16,215.62153458299872,,,,,,,,,,,,,215.61297295799886,215.62153458299872,216.11250450000807,216.11250450000807,216.11250450000807,216.57373762500356,b,1,0.4586932079982944,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Book,neutral,blue,b,186,186,2,b,1,0.4272892500011949,None,2,186,186,42,216.5865475419996,,,,,,,,,,,,,216.5783183750027,216.5865475419996,217.07190283300588,217.07190283300588,217.07190283300588,217.5068397080031,b,1,0.4272892500011949,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Window,neutral,blue,b,187,187,1,b,1,0.46310054100467823,None,1,187,187,40,217.51976662500238,,,,,,,,,,,,,217.51144000000204,217.51976662500238,218.0053644580039,218.0053644580039,218.0053644580039,218.47361166701012,b,1,0.46310054100467823,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Them,other,blue,b,188,188,2,b,1,0.3991695420118049,None,2,188,188,20,218.48655825000606,,,,,,,,,,,,,218.47835041700455,218.48655825000606,218.9721010420035,218.9721010420035,218.9721010420035,219.3736871250003,b,1,0.3991695420118049,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Them,other,blue,b,189,189,3,b,1,0.4052963739959523,None,3,189,189,20,219.38433712501137,,,,,,,,,,,,,219.37489958301012,219.38433712501137,219.87201062501117,219.87201062501117,219.87201062501117,220.27907866700843,b,1,0.4052963739959523,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Them,other,yellow,y,190,190,4,y,1,0.5177939579880331,None,4,190,190,21,220.28829683300864,,,,,,,,,,,,,220.2802928750025,220.28829683300864,220.77942220801197,220.77942220801197,220.77942220801197,221.30710741700022,y,1,0.5177939579880331,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Myself,self ,yellow,y,191,191,4,y,1,0.3888577079924289,None,4,191,191,5,221.32092391701008,,,,,,,,,,,,,221.31286283300142,221.32092391701008,221.80547375000606,221.80547375000606,221.80547375000606,222.19596112500585,y,1,0.3888577079924289,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Their,other,yellow,y,192,192,3,y,1,0.3720124579995172,None,3,192,192,25,222.21026116699795,,,,,,,,,,,,,222.2006319170032,222.21026116699795,222.69647279199853,222.69647279199853,222.69647279199853,223.07374354200147,y,1,0.3720124579995172,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Me,self ,blue,b,193,193,3,b,1,0.35212749999482185,None,3,193,193,2,223.0877932500007,,,,,,,,,,,,,223.0792536670051,223.0877932500007,223.57211641700997,223.57211641700997,223.57211641700997,223.92935145800584,b,1,0.35212749999482185,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Wall,neutral,blue,b,194,194,4,b,1,0.43647758300357964,None,4,194,194,44,223.943801292,,,,,,,,,,,,,223.9338946670032,223.943801292,224.42987550000544,224.42987550000544,224.42987550000544,224.87387641699752,b,1,0.43647758300357964,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Window,neutral,yellow,y,195,195,4,b,0,0.3001387080003042,None,4,195,195,41,224.88781012500112,,,,,,,,,,,,,224.87970091700845,224.88781012500112,225.37221912499808,225.37221912499808,225.37221912499808,225.67385791700508,b,0,0.3001387080003042,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Them,other,blue,b,196,196,4,y,0,0.8552639580011601,None,4,196,196,20,225.68711779201112,,,,,,,,,,,,,225.67873229199904,225.68711779201112,226.17208037500677,226.17208037500677,226.17208037500677,227.02926312500495,y,0,0.8552639580011601,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Personal,self ,blue,b,197,197,4,b,1,1.294622832996538,None,4,197,197,12,227.04393554200942,,,,,,,,,,,,,227.03485275000276,227.04393554200942,227.52972450001107,227.52972450001107,227.52972450001107,228.82950970801176,b,1,1.294622832996538,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Window,neutral,blue,b,198,198,2,b,1,0.9400520409981254,None,2,198,198,40,228.84375487500802,,,,,,,,,,,,,228.83410150000418,228.84375487500802,229.3305139580043,229.3305139580043,229.3305139580043,230.27412229200127,b,1,0.9400520409981254,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Her,other,blue,b,199,199,2,b,1,0.38523520799935795,None,2,199,199,30,230.28714091700385,,,,,,,,,,,,,230.2790667500085,230.28714091700385,230.77215108300152,230.77215108300152,230.77215108300152,231.16326595800638,b,1,0.38523520799935795,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
He,other,blue,b,200,200,4,b,1,0.33519349999551196,None,4,200,200,18,231.17769837500236,,,,,,,,,,,,,231.1671752500115,231.17769837500236,231.66415550000966,231.66415550000966,231.66415550000966,232.00753300001088,b,1,0.33519349999551196,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Her,other,blue,b,201,201,3,b,1,0.484907292004209,None,3,201,201,30,232.02072854200378,,,,,,,,,,,,,232.01255941700947,232.02072854200378,232.50548750000598,232.50548750000598,232.50548750000598,232.99666137500026,b,1,0.484907292004209,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
I,self ,yellow,y,202,202,3,y,1,0.42138895799871534,None,3,202,202,9,233.01072529199882,,,,,,,,,,,,,233.00018841700512,233.01072529199882,233.49713120800152,233.49713120800152,233.49713120800152,233.92430595800397,y,1,0.42138895799871534,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Pencil,neutral,yellow,y,203,203,4,y,1,0.4222496249858523,None,4,203,203,37,233.9370556250069,,,,,,,,,,,,,233.92877329200564,233.9370556250069,234.42223766700772,234.42223766700772,234.42223766700772,234.8460719170107,y,1,0.4222496249858523,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Door,neutral,yellow,y,204,204,4,y,1,0.4991378330014413,None,4,204,204,47,234.86034012500022,,,,,,,,,,,,,234.85047929199936,234.86034012500022,235.34626616700552,235.34626616700552,235.34626616700552,235.85777358300402,y,1,0.4991378330014413,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
She,other,blue,b,205,205,4,b,1,0.37895274999027606,None,4,205,205,26,235.8692347920005,,,,,,,,,,,,,235.86172250000527,235.8692347920005,236.35557629200048,236.35557629200048,236.35557629200048,236.74104291699769,b,1,0.37895274999027606,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
My,self ,yellow,y,206,206,4,y,1,0.5053375409916043,None,4,206,206,11,236.75296904200513,,,,,,,,,,,,,236.74490850001166,236.75296904200513,237.23918625000806,237.23918625000806,237.23918625000806,237.7575290829991,y,1,0.5053375409916043,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
I,self ,blue,b,207,207,3,b,1,0.5726258330105338,None,3,207,207,8,237.76949129199784,,,,,,,,,,,,,237.7618384170055,237.76949129199784,238.2559040000051,238.2559040000051,238.2559040000051,238.8409421670076,b,1,0.5726258330105338,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Stranger,other,yellow,y,208,208,3,y,1,0.5732882080046693,None,3,208,208,23,238.85517991700908,,,,,,,,,,,,,238.84662920801202,238.85517991700908,239.33923904200492,239.33923904200492,239.33923904200492,239.92430483300996,y,1,0.5732882080046693,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Myself,self ,blue,b,209,209,3,b,1,0.8268532080110162,None,3,209,209,4,239.9383250420069,,,,,,,,,,,,,239.93000916700112,239.9383250420069,240.42267825000454,240.42267825000454,240.42267825000454,241.25777200001176,b,1,0.8268532080110162,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
She,other,yellow,y,210,210,2,y,1,0.48749216699798126,None,2,210,210,27,241.27096708300814,,,,,,,,,,,,,241.262561208001,241.27096708300814,241.75604266700975,241.75604266700975,241.75604266700975,242.246231541998,y,1,0.48749216699798126,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
