word,category,inkColour,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instrText.started,instr_key.started,Instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,Welcome.started,text_2.started,text_2.stopped,Welcome.stopped,ColourNaming.started,fixation.started,fixation.stopped,text.started,key_resp.started,ColourNaming.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_You.started,text_3.started,text_3.stopped,Thank_You.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
They,other,blue,b,211,211,4,y,0,0.7219559579971246,None,4,211,211,16,242.26136862501153,,,,,,,,,,,,,242.25012595800217,242.26136862501153,242.7476664170099,242.7476664170099,242.7476664170099,243.47470529199927,y,0,0.7219559579971246,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
They,other,yellow,y,212,212,4,y,1,1.4860682080034167,None,4,212,212,17,243.48469812500116,,,,,,,,,,,,,243.4759461670037,243.48469812500116,243.97255291701003,243.97255291701003,243.97255291701003,245.46298695800942,y,1,1.4860682080034167,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Their,other,yellow,y,213,213,4,y,1,0.7214011250034673,None,4,213,213,25,245.47747566700855,,,,,,,,,,,,,245.46751758300525,245.47747566700855,245.96333941700868,245.96333941700868,245.96333941700868,246.69088983300026,y,1,0.7214011250034673,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Wall,neutral,yellow,y,214,214,4,y,1,0.4864712499984307,None,4,214,214,45,246.7026173750055,,,,,,,,,,,,,246.6941707500082,246.7026173750055,247.18902341699868,247.18902341699868,247.18902341699868,247.6801492079976,y,1,0.4864712499984307,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Book,neutral,yellow,y,215,215,4,y,1,0.37514337500033434,None,4,215,215,43,247.69453329200041,,,,,,,,,,,,,247.68461341700458,247.69453329200041,248.18144600000232,248.18144600000232,248.18144600000232,248.56351366700255,y,1,0.37514337500033434,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
My,self ,blue,b,216,216,4,b,1,0.5036190410028212,None,4,216,216,10,248.57813670800533,,,,,,,,,,,,,248.5666942079988,248.57813670800533,249.0639022920077,249.0639022920077,249.0639022920077,249.57435129200167,b,1,0.5036190410028212,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Stranger,other,blue,b,217,217,4,b,1,0.4357577499904437,None,4,217,217,22,249.58720841701142,,,,,,,,,,,,,249.57906816700415,249.58720841701142,250.07285833300557,250.07285833300557,250.07285833300557,250.51283641700866,b,1,0.4357577499904437,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Me,self ,blue,b,218,218,4,b,1,0.4825644170050509,None,4,218,218,2,250.53975583300053,,,,,,,,,,,,,250.51618900000176,250.53975583300053,251.01407375000417,251.01407375000417,251.01407375000417,251.50771529199847,b,1,0.4825644170050509,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Me,self ,yellow,y,219,219,4,b,0,0.5385174160037423,None,4,219,219,3,251.51722045800125,,,,,,,,,,,,,251.50874679200933,251.51722045800125,252.00622045800264,252.00622045800264,252.00622045800264,252.5468351669988,b,0,0.5385174160037423,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Their,other,blue,b,220,220,4,y,0,1.7330949989991495,None,4,220,220,24,252.56249475000368,,,,,,,,,,,,,252.5518771670031,252.56249475000368,253.047517125,253.047517125,253.047517125,254.7914139580098,y,0,1.7330949989991495,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Book,neutral,blue,b,221,221,3,b,1,0.765062582999235,None,3,221,221,42,254.80485791699903,,,,,,,,,,,,,254.79643783300708,254.80485791699903,255.28978879201168,255.28978879201168,255.28978879201168,256.0585492920072,b,1,0.765062582999235,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Chair,neutral,blue,b,222,222,4,b,1,0.2912486249988433,None,4,222,222,32,256.0714494170097,,,,,,,,,,,,,256.0632933750021,256.0714494170097,256.55636737500026,256.55636737500026,256.55636737500026,256.858521208007,b,1,0.2912486249988433,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Selfhood,self ,blue,b,223,223,4,b,1,0.44852041600097436,None,4,223,223,14,256.8714149580046,,,,,,,,,,,,,256.8634740830021,256.8714149580046,257.35641512500297,257.35641512500297,257.35641512500297,257.80823295800656,b,1,0.44852041600097436,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Table,neutral,yellow,y,224,224,3,y,1,0.4853619999921648,None,3,224,224,35,257.8226959580061,,,,,,,,,,,,,257.8141842500045,257.8226959580061,258.3063779170043,258.3063779170043,258.3063779170043,258.79720174999966,y,1,0.4853619999921648,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Myself,self ,blue,b,225,225,4,b,1,0.5908787490043323,None,4,225,225,4,258.8122823750018,,,,,,,,,,,,,258.80172524999944,258.8122823750018,259.2980582080054,259.2980582080054,259.2980582080054,259.8917886670097,b,1,0.5908787490043323,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
He,other,yellow,y,226,226,4,y,1,0.49014508300751913,None,4,226,226,19,259.9044272080064,,,,,,,,,,,,,259.8960791670106,259.9044272080064,260.38967962500465,260.38967962500465,260.38967962500465,260.8914795000019,y,1,0.49014508300751913,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Window,neutral,blue,b,227,227,3,b,1,0.43805133299611043,None,3,227,227,40,260.9041451670055,,,,,,,,,,,,,260.89595504201134,260.9041451670055,261.38970925001195,261.38970925001195,261.38970925001195,261.8307219999988,b,1,0.43805133299611043,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Book,neutral,blue,b,228,228,4,b,1,0.4026102490024641,None,4,228,228,42,261.84573195800476,,,,,,,,,,,,,261.83506829199905,261.84573195800476,262.33120712501113,262.33120712501113,262.33120712501113,262.7418524579989,b,1,0.4026102490024641,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
I,self ,yellow,y,229,229,4,y,1,0.4608982490026392,None,4,229,229,9,262.7547977080103,,,,,,,,,,,,,262.7461696250102,262.7547977080103,263.23986762500135,263.23986762500135,263.23986762500135,263.70838679200097,y,1,0.4608982490026392,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
She,other,yellow,y,230,230,3,y,1,0.5073609160026535,None,3,230,230,27,263.7199293750018,,,,,,,,,,,,,263.71217450000404,263.7199293750018,264.20650362499873,264.20650362499873,264.20650362499873,264.7254432920017,y,1,0.5073609160026535,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Table,neutral,yellow,y,231,231,4,y,1,0.35357395801111124,None,4,231,231,35,264.73846404200594,,,,,,,,,,,,,264.7299537080107,264.73846404200594,265.2232203330059,265.2232203330059,265.2232203330059,265.5801498750079,y,1,0.35357395801111124,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Window,neutral,blue,b,232,232,4,b,1,0.5555277910025325,None,4,232,232,40,265.5955304579984,,,,,,,,,,,,,265.5842775830097,265.5955304579984,266.0815958750027,266.0815958750027,266.0815958750027,266.6418940000003,b,1,0.5555277910025325,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Her,other,blue,b,233,233,4,b,1,0.5405354160029674,None,4,233,233,30,266.65440891700564,,,,,,,,,,,,,266.646257875007,266.65440891700564,267.1402559170092,267.1402559170092,267.1402559170092,267.6922370000102,b,1,0.5405354160029674,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
I,self ,blue,b,234,234,4,b,1,0.4037719579937402,None,4,234,234,8,267.70467858300253,,,,,,,,,,,,,267.69628337500035,267.70467858300253,268.1900505829981,268.1900505829981,268.1900505829981,268.597254332999,b,1,0.4037719579937402,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Bottle,neutral,blue,b,235,235,4,b,1,0.5334027909993893,None,4,235,235,38,268.6116595830099,,,,,,,,,,,,,268.6013256669976,268.6116595830099,269.0974199170014,269.0974199170014,269.0974199170014,269.6418532500102,b,1,0.5334027909993893,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Selfhood,self ,yellow,y,236,236,4,y,1,0.48187258299731184,None,4,236,236,15,269.65528758300934,,,,,,,,,,,,,269.64701991699985,269.65528758300934,270.1401888750115,270.1401888750115,270.1401888750115,270.62529179200646,y,1,0.48187258299731184,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Stranger,other,yellow,y,237,237,4,y,1,0.3062521670071874,None,4,237,237,23,270.6394925000059,,,,,,,,,,,,,270.63079816701065,270.6394925000059,271.1236377500027,271.1236377500027,271.1236377500027,271.4417470420012,y,1,0.3062521670071874,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
She,other,yellow,y,238,238,4,y,1,0.27390445800847374,None,4,238,238,27,271.4547758749977,,,,,,,,,,,,,271.4463476670062,271.4547758749977,271.94003487500595,271.94003487500595,271.94003487500595,272.22540037499857,y,1,0.27390445800847374,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
Personal,self ,yellow,y,239,239,4,y,1,0.2592332079948392,None,4,239,239,13,272.23885987501126,,,,,,,,,,,,,272.2307158330077,272.23885987501126,272.7237395830016,272.7237395830016,272.7237395830016,272.9921618330118,y,1,0.2592332079948392,None,,,,,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.99239279200265,273.0032129169995,274.99545566699817,274.99074429200846,02,001,2025-11-13_21h31.01.565,The Self-Relevance Effect on Selective Attention task,,2025.1.1,None,2025-11-13 21h31.12.931159 +0530,
