thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.07555555555555556)],[np.float64(-0.08666666666666667)],[1],[0],[0],[1.1618826249614358],['target'],10,0,10,0,14.753658500034362,,10,14.743409666931257,14.753658500034362,14.753658500034362,0.01703245798125863,15.905392416985705,[np.float64(0.07555555555555556)],[np.float64(-0.08666666666666667)],[1],[0],[0],[1.1618826249614358],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
11,0,11,[np.float64(0.2911111111111111)],[np.float64(0.30666666666666664)],[1],[0],[0],[1.6020148750394583],['target'],11,0,11,0,15.933061916846782,,10,15.922802707878873,15.933061916846782,15.933061916846782,0.01730104209855199,17.524924082914367,[np.float64(0.2911111111111111)],[np.float64(0.30666666666666664)],[1],[0],[0],[1.6020148750394583],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
12,0,12,[np.float64(0.4022222222222222)],[np.float64(0.06)],[1],[0],[0],[1.4163716668263078],['target'],12,0,12,0,17.550841792020947,,10,17.54072608286515,17.550841792020947,17.550841792020947,0.015692749992012978,18.95720133301802,[np.float64(0.4022222222222222)],[np.float64(0.06)],[1],[0],[0],[1.4163716668263078],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
13,0,13,[np.float64(0.29333333333333333)],[np.float64(0.02)],[1],[0],[0],[1.907523584086448],['target'],13,0,13,0,18.97296612500213,,5,18.965663874987513,18.97296612500213,18.97296612500213,0.008345207897946239,20.873289000010118,[np.float64(0.29333333333333333)],[np.float64(0.02)],[1],[0],[0],[1.907523584086448],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
14,0,14,[np.float64(-0.29777777777777775)],[np.float64(0.25222222222222224)],[1],[0],[0],[1.8531367909163237],['target'],14,0,14,0,20.90021845791489,,10,20.88995370781049,20.90021845791489,20.90021845791489,0.016574040986597538,22.743197083007544,[np.float64(-0.29777777777777775)],[np.float64(0.25222222222222224)],[1],[0],[0],[1.8531367909163237],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
15,0,15,[np.float64(0.45)],[np.float64(-0.06222222222222222)],[1],[0],[0],[1.1330053331330419],['target'],15,0,15,0,22.77013524994254,,10,22.759863832965493,22.77013524994254,22.77013524994254,0.016558124916628003,23.89297445793636,[np.float64(0.45)],[np.float64(-0.06222222222222222)],[1],[0],[0],[1.1330053331330419],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
16,0,16,[np.float64(-0.47333333333333333)],[np.float64(-0.01)],[1],[0],[0],[1.0314418328925967],['target'],16,0,16,0,23.919360166881233,,10,23.908962375018746,23.919360166881233,23.919360166881233,0.01587929204106331,24.94050716701895,[np.float64(-0.47333333333333333)],[np.float64(-0.01)],[1],[0],[0],[1.0314418328925967],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
17,0,17,[np.float64(0.31333333333333335)],[np.float64(-0.23555555555555555)],[1],[0],[0],[1.4611757500097156],['target'],17,0,17,0,24.956012374954298,,5,24.948797541903332,24.956012374954298,24.956012374954298,0.008181000128388405,26.410083999857306,[np.float64(0.31333333333333335)],[np.float64(-0.23555555555555555)],[1],[0],[0],[1.4611757500097156],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
18,0,18,[np.float64(-0.23222222222222222)],[np.float64(0.005555555555555556)],[1],[0],[0],[0.9217934589833021],['target'],18,0,18,0,26.427204499952495,,5,26.41862962488085,26.427204499952495,26.427204499952495,0.008443957893177867,27.340524166822433,[np.float64(-0.23222222222222222)],[np.float64(0.005555555555555556)],[1],[0],[0],[0.9217934589833021],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
19,0,19,[np.float64(0.03)],[np.float64(0.12)],[1],[0],[0],[1.16505708405748],['target'],19,0,19,0,27.36798429186456,,10,27.357716667000204,27.36798429186456,27.36798429186456,0.017113792011514306,28.52292583300732,[np.float64(0.03)],[np.float64(0.12)],[1],[0],[0],[1.16505708405748],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
20,0,20,[np.float64(0.42)],[np.float64(0.06333333333333334)],[1],[0],[0],[1.4780963328666985],['target'],20,0,20,0,28.539195207878947,,5,28.531947207869962,28.539195207878947,28.539195207878947,0.008910584030672908,30.010151542024687,[np.float64(0.42)],[np.float64(0.06333333333333334)],[1],[0],[0],[1.4780963328666985],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
21,0,21,[np.float64(0.3411111111111111)],[np.float64(-0.38)],[1],[0],[0],[1.9427426250185817],['target'],21,0,21,0,30.02601333288476,,5,30.018610666971654,30.02601333288476,30.02601333288476,0.008365749847143888,31.961460624821484,[np.float64(0.3411111111111111)],[np.float64(-0.38)],[1],[0],[0],[1.9427426250185817],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
22,0,22,[np.float64(-0.017777777777777778)],[np.float64(0.18)],[1],[0],[0],[2.0058551251422614],['target'],22,0,22,0,31.977620207937434,,5,31.969886417035013,31.977620207937434,31.977620207937434,0.008326958166435361,33.97584662493318,[np.float64(-0.017777777777777778)],[np.float64(0.18)],[1],[0],[0],[2.0058551251422614],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
23,0,23,[np.float64(-0.3188888888888889)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.3086869579274207],['target'],23,0,23,0,33.99223224981688,,5,33.9843566250056,33.99223224981688,33.99223224981688,0.008416249882429838,35.29315929184668,[np.float64(-0.3188888888888889)],[np.float64(-0.3111111111111111)],[1],[0],[0],[1.3086869579274207],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
24,0,24,[np.float64(0.47333333333333333)],[np.float64(0.35444444444444445)],[1],[0],[0],[1.4249865000601858],['target'],24,0,24,0,35.30965416692197,,5,35.30160866701044,35.30965416692197,35.30965416692197,0.008355208206921816,36.726700082886964,[np.float64(0.47333333333333333)],[np.float64(0.35444444444444445)],[1],[0],[0],[1.4249865000601858],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
25,0,25,[np.float64(-0.45111111111111113)],[np.float64(-0.2866666666666667)],[1],[0],[0],[1.7356050829403102],['target'],25,0,25,0,36.75401904201135,,10,36.74368004198186,36.75401904201135,36.75401904201135,0.01688600005581975,38.47939245798625,[np.float64(-0.45111111111111113)],[np.float64(-0.2866666666666667)],[1],[0],[0],[1.7356050829403102],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
26,0,26,[np.float64(-0.09111111111111111)],[np.float64(0.29)],[1],[0],[0],[1.2899283750448376],['target'],26,0,26,0,38.49441187502816,,5,38.48689812491648,38.49441187502816,38.49441187502816,0.007415875094011426,39.77692691702396,[np.float64(-0.09111111111111111)],[np.float64(0.29)],[1],[0],[0],[1.2899283750448376],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
27,0,27,[np.float64(0.13666666666666666)],[np.float64(0.45666666666666667)],[1],[0],[0],[1.140975791029632],['target'],27,0,27,0,39.79446074995212,,5,39.787147416966036,39.79446074995212,39.79446074995212,0.010128833120688796,40.92822620784864,[np.float64(0.13666666666666666)],[np.float64(0.45666666666666667)],[1],[0],[0],[1.140975791029632],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
28,0,28,[np.float64(0.21333333333333335)],[np.float64(0.43222222222222223)],[1],[0],[0],[1.1713662080001086],['target'],28,0,28,0,40.94446074985899,,5,40.936998249962926,40.94446074985899,40.94446074985899,0.008682083105668426,42.10847679199651,[np.float64(0.21333333333333335)],[np.float64(0.43222222222222223)],[1],[0],[0],[1.1713662080001086],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
29,0,29,[np.float64(-0.17555555555555555)],[np.float64(0.38555555555555554)],[1],[0],[0],[1.0495112910866737],['target'],29,0,29,0,42.135556124849245,,10,42.125526582822204,42.135556124849245,42.135556124849245,0.01695900014601648,43.175141624873504,[np.float64(-0.17555555555555555)],[np.float64(0.38555555555555554)],[1],[0],[0],[1.0495112910866737],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
30,0,30,[np.float64(-0.0077777777777777776)],[np.float64(0.13111111111111112)],[1],[0],[0],[1.2729240420740098],['target'],30,0,30,0,43.19102062494494,,5,43.18357404181734,43.19102062494494,43.19102062494494,0.008322958135977387,44.45659870794043,[np.float64(-0.0077777777777777776)],[np.float64(0.13111111111111112)],[1],[0],[0],[1.2729240420740098],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
31,0,31,[np.float64(-0.25222222222222224)],[np.float64(-0.06333333333333334)],[1],[0],[0],[1.3025061669759452],['target'],31,0,31,0,44.48286633286625,,10,44.47259683301672,44.48286633286625,44.48286633286625,0.015906708082184196,45.775208042003214,[np.float64(-0.25222222222222224)],[np.float64(-0.06333333333333334)],[1],[0],[0],[1.3025061669759452],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
32,0,32,[np.float64(0.4766666666666667)],[np.float64(0.2788888888888889)],[1],[0],[0],[1.5833932918030769],['target'],32,0,32,0,45.8016801669728,,10,45.79121574992314,45.8016801669728,45.8016801669728,0.015899207908660173,47.37471541692503,[np.float64(0.4766666666666667)],[np.float64(0.2788888888888889)],[1],[0],[0],[1.5833932918030769],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
33,0,33,[np.float64(-0.26)],[np.float64(-0.3688888888888889)],[1],[0],[0],[2.577478416962549],['target'],33,0,33,0,47.39135316689499,,5,47.38292058301158,47.39135316689499,47.39135316689499,0.008092541014775634,49.96051391703077,[np.float64(-0.26)],[np.float64(-0.3688888888888889)],[1],[0],[0],[2.577478416962549],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
34,0,34,[np.float64(0.07555555555555556)],[np.float64(-0.43222222222222223)],[1],[0],[0],[1.9542156250681728],['target'],34,0,34,0,49.97908191685565,,5,49.97106595803052,49.97908191685565,49.97908191685565,0.010425708023831248,51.92547991685569,[np.float64(0.07555555555555556)],[np.float64(-0.43222222222222223)],[1],[0],[0],[1.9542156250681728],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
35,0,35,[np.float64(0.3877777777777778)],[np.float64(0.028888888888888888)],[1],[0],[0],[1.2699642078951001],['target'],35,0,35,0,51.94271595799364,,5,51.93524312484078,51.94271595799364,51.94271595799364,0.00948770809918642,53.20534599991515,[np.float64(0.3877777777777778)],[np.float64(0.028888888888888888)],[1],[0],[0],[1.2699642078951001],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
36,0,36,[np.float64(0.10111111111111111)],[np.float64(0.4311111111111111)],[1],[0],[0],[1.1382616250775754],['target'],36,0,36,0,53.233180874958634,,10,53.22283099987544,53.233180874958634,53.233180874958634,0.017321167048066854,54.361197917023674,[np.float64(0.10111111111111111)],[np.float64(0.4311111111111111)],[1],[0],[0],[1.1382616250775754],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
37,0,37,[np.float64(0.3055555555555556)],[np.float64(0.06333333333333334)],[1],[0],[0],[1.1850428329780698],['target'],37,0,37,0,54.378438874846324,,5,54.370512957917526,54.378438874846324,54.378438874846324,0.009206542046740651,55.55567445792258,[np.float64(0.3055555555555556)],[np.float64(0.06333333333333334)],[1],[0],[0],[1.1850428329780698],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
38,0,38,[np.float64(-0.21777777777777776)],[np.float64(0.43666666666666665)],[1],[0],[0],[1.402969874907285],['target'],38,0,38,0,55.582784874830395,,10,55.57225262490101,55.582784874830395,55.582784874830395,0.016432458069175482,56.97532999981195,[np.float64(-0.21777777777777776)],[np.float64(0.43666666666666665)],[1],[0],[0],[1.402969874907285],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
39,0,39,[np.float64(0.08777777777777777)],[np.float64(0.3288888888888889)],[1],[0],[0],[1.0436780829913914],['target'],39,0,39,0,56.99169620801695,,5,56.983989167027175,56.99169620801695,56.99169620801695,0.008550375001505017,58.027777291834354,[np.float64(0.08777777777777777)],[np.float64(0.3288888888888889)],[1],[0],[0],[1.0436780829913914],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
40,0,40,[np.float64(-0.1511111111111111)],[np.float64(-0.3611111111111111)],[1],[0],[0],[1.9986147920135409],['target'],40,0,40,0,58.05475624999963,,10,58.044318499974906,58.05475624999963,58.05475624999963,0.016458417056128383,60.04308212501928,[np.float64(-0.1511111111111111)],[np.float64(-0.3611111111111111)],[1],[0],[0],[1.9986147920135409],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
41,0,41,[np.float64(-0.21333333333333335)],[np.float64(-0.42)],[1],[0],[0],[1.5877702499274164],['target'],41,0,41,0,60.05876562488265,,5,60.05140587501228,60.05876562488265,60.05876562488265,0.008213207824155688,61.639296874869615,[np.float64(-0.21333333333333335)],[np.float64(-0.42)],[1],[0],[0],[1.5877702499274164],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
42,0,42,[np.float64(0.4022222222222222)],[np.float64(-0.34555555555555556)],[1],[0],[0],[1.409094083122909],['target'],42,0,42,0,61.65646025002934,,5,61.648915249854326,61.65646025002934,61.65646025002934,0.009486292023211718,63.058110541896895,[np.float64(0.4022222222222222)],[np.float64(-0.34555555555555556)],[1],[0],[0],[1.409094083122909],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
43,0,43,[np.float64(0.49333333333333335)],[np.float64(0.07777777777777778)],[1],[0],[0],[1.3606692920438945],['target'],43,0,43,0,63.074142541969195,,5,63.06653391686268,63.074142541969195,63.074142541969195,0.008333374978974462,64.42730595800094,[np.float64(0.49333333333333335)],[np.float64(0.07777777777777778)],[1],[0],[0],[1.3606692920438945],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
44,0,44,[np.float64(-0.33444444444444443)],[np.float64(0.2777777777777778)],[1],[0],[0],[2.174636875046417],['target'],44,0,44,0,64.4435105419252,,5,64.43597137485631,64.4435105419252,64.4435105419252,0.008576291846111417,66.61071054195054,[np.float64(-0.33444444444444443)],[np.float64(0.2777777777777778)],[1],[0],[0],[2.174636875046417],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
45,0,45,[np.float64(0.20777777777777778)],[np.float64(0.15444444444444444)],[1],[0],[0],[1.1919761658646166],['target'],45,0,45,0,66.62647558283061,,5,66.61880504200235,66.62647558283061,66.62647558283061,0.008003416005522013,67.81088508293033,[np.float64(0.20777777777777778)],[np.float64(0.15444444444444444)],[1],[0],[0],[1.1919761658646166],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
46,0,46,[np.float64(0.28888888888888886)],[np.float64(0.45666666666666667)],[1],[0],[0],[1.3845722919795662],['target'],46,0,46,0,67.83747337502427,,10,67.8270063328091,67.83747337502427,67.83747337502427,0.016023957869037986,69.21169391693547,[np.float64(0.28888888888888886)],[np.float64(0.45666666666666667)],[1],[0],[0],[1.3845722919795662],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
47,0,47,[np.float64(-0.31444444444444447)],[np.float64(-0.44333333333333336)],[1],[0],[0],[2.4490021660458297],['target'],47,0,47,0,69.23936320794746,,10,69.22894941689447,69.23936320794746,69.23936320794746,0.017144333105534315,71.67805862496607,[np.float64(-0.31444444444444447)],[np.float64(-0.44333333333333336)],[1],[0],[0],[2.4490021660458297],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
48,0,48,[np.float64(0.13333333333333333)],[np.float64(0.2833333333333333)],[1],[0],[0],[1.641859000083059],['target'],48,0,48,0,71.69453079183586,,5,71.68675137497485,71.69453079183586,71.69453079183586,0.008577459026128054,73.32872320781462,[np.float64(0.13333333333333333)],[np.float64(0.2833333333333333)],[1],[0],[0],[1.641859000083059],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
49,0,49,[np.float64(0.18222222222222223)],[np.float64(-0.34555555555555556)],[1],[0],[0],[1.8485662499442697],['target'],49,0,49,0,73.35534012503922,,10,73.34460624982603,73.35534012503922,73.35534012503922,0.015784124843776226,75.19327695784159,[np.float64(0.18222222222222223)],[np.float64(-0.34555555555555556)],[1],[0],[0],[1.8485662499442697],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
50,0,50,[np.float64(0.1411111111111111)],[np.float64(0.47888888888888886)],[1],[0],[0],[1.6480141249485314],['target'],50,0,50,0,75.21931008296087,,10,75.20893095782958,75.21931008296087,75.21931008296087,0.01554649998433888,76.85706387483515,[np.float64(0.1411111111111111)],[np.float64(0.47888888888888886)],[1],[0],[0],[1.6480141249485314],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
51,0,51,[np.float64(0.28444444444444444)],[np.float64(0.19777777777777777)],[1],[0],[0],[1.529625958064571],['target'],51,0,51,0,76.8724964580033,,5,76.86516733281314,76.8724964580033,76.8724964580033,0.007990458980202675,78.39489925000817,[np.float64(0.28444444444444444)],[np.float64(0.19777777777777777)],[1],[0],[0],[1.529625958064571],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
52,0,52,[np.float64(-0.33555555555555555)],[np.float64(-0.09444444444444444)],[1],[0],[0],[1.4888247919734567],['target'],52,0,52,0,78.41065229196101,,5,78.40314116701484,78.41065229196101,78.41065229196101,0.008150791050866246,79.8920659169089,[np.float64(-0.33555555555555555)],[np.float64(-0.09444444444444444)],[1],[0],[0],[1.4888247919734567],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
53,0,53,[np.float64(0.021111111111111112)],[np.float64(-0.04666666666666667)],[1],[0],[0],[2.174253292148933],['target'],53,0,53,0,79.90800745785236,,5,79.90054704202339,79.90800745785236,79.90800745785236,0.008391249924898148,82.07490595802665,[np.float64(0.021111111111111112)],[np.float64(-0.04666666666666667)],[1],[0],[0],[2.174253292148933],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
54,0,54,[np.float64(0.32)],[np.float64(-0.04555555555555556)],[1],[0],[0],[1.4790156660601497],['target'],54,0,54,0,82.09113137493841,,5,82.08343849983066,82.09113137493841,82.09113137493841,0.008441833080723882,83.56255583302118,[np.float64(0.32)],[np.float64(-0.04555555555555556)],[1],[0],[0],[1.4790156660601497],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
55,0,55,[np.float64(-0.31777777777777777)],[np.float64(0.30777777777777776)],[1],[0],[0],[2.7711511668749154],['target'],55,0,55,0,83.57889633299783,,5,83.57148904190399,83.57889633299783,83.57889633299783,0.008840833092108369,86.34274216694757,[np.float64(-0.31777777777777777)],[np.float64(0.30777777777777776)],[1],[0],[0],[2.7711511668749154],['target'],01,001,2025-09-30_14h56.34.984,Visual Search Experiment,,2025.1.1,121.00964374751636,2025-09-30 14h56.41.494476 +0530,
