word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thanks.started,text_3.started,text_3.stopped,thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
BLUE,blue,C,b,9,1,2,b,1,0.4155849990202114,None,2,1,9,3,10.697906832996523,,,,,10.68806187500013,10.697906832996523,11.180725416983478,11.180725416983478,11.180725416983478,11.598614957998507,b,1,0.4155849990202114,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,red,C,r,10,2,2,r,1,0.3244141239847522,None,2,2,10,0,11.612170874985168,,,,,11.603267375001451,11.612170874985168,12.097719624987803,12.097719624987803,12.097719624987803,12.4320316669764,r,1,0.3244141239847522,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,red,I,r,11,3,2,r,1,0.6417977910023183,None,2,3,11,2,12.446136457991088,,,,,12.43729954198352,12.446136457991088,12.930364041996654,12.930364041996654,12.930364041996654,13.582000666996464,r,1,0.6417977910023183,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,blue,C,b,12,0,3,b,1,0.3237108740140684,None,3,0,12,3,13.591383291990496,,,,,13.582953624980291,13.591383291990496,14.080505207995884,14.080505207995884,14.080505207995884,14.415501416980987,b,1,0.3237108740140684,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,red,I,r,13,1,3,r,1,0.5845323319954332,None,3,1,13,2,14.425899708003271,,,,,14.416481249994831,14.425899708003271,14.913673749979353,14.913673749979353,14.913673749979353,15.50581904198043,r,1,0.5845323319954332,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,red,C,r,14,2,3,r,1,0.55352945800405,None,3,2,14,0,15.519244416995207,,,,,15.5107496669807,15.519244416995207,16.006900791981025,16.006900791981025,16.006900791981025,16.565538625000045,r,1,0.55352945800405,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,blue,I,b,15,3,3,b,1,0.3137018739944324,None,3,3,15,1,16.577127750002546,,,,,16.56667749999906,16.577127750002546,17.063682582986075,17.063682582986075,17.063682582986075,17.38236470799893,b,1,0.3137018739944324,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,blue,I,b,16,0,4,b,1,0.2859311659995001,None,4,0,16,1,17.393783749983413,,,,,17.383720832993276,17.393783749983413,17.880442666995805,17.880442666995805,17.880442666995805,18.172582917002728,b,1,0.2859311659995001,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,blue,C,b,17,1,4,b,1,0.4869059580087196,None,4,1,17,3,18.185196541977348,,,,,18.17697562498506,18.185196541977348,18.673570957995253,18.673570957995253,18.673570957995253,19.165534291998483,b,1,0.4869059580087196,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,red,I,r,18,2,4,r,1,0.37103758298326284,None,4,2,18,2,19.17671704199165,,,,,19.166646792000392,19.17671704199165,19.663355875003617,19.663355875003617,19.663355875003617,20.039747125003487,r,1,0.37103758298326284,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,red,C,r,19,3,4,r,1,0.3427199990255758,None,4,3,19,0,20.053512082988163,,,,,20.04525937497965,20.053512082988163,20.54076462498051,20.54076462498051,20.54076462498051,20.889117082988378,r,1,0.3427199990255758,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,blue,C,b,20,0,5,b,1,0.45124820797354914,None,5,0,20,3,20.901637667004252,,,,,20.89341108300141,20.901637667004252,21.390161166986218,21.390161166986218,21.390161166986218,21.849211583001306,b,1,0.45124820797354914,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,red,C,r,21,1,5,r,1,0.3640701250114944,None,5,1,21,0,21.86298108298797,,,,,21.854184166993946,21.86298108298797,22.34752737497911,22.34752737497911,22.34752737497911,22.715863249992253,r,1,0.3640701250114944,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,red,I,r,22,2,5,b,0,0.32151816599071026,None,5,2,22,2,22.72925387500436,,,,,22.72046883299481,22.72925387500436,23.21405224999762,23.21405224999762,23.21405224999762,23.539680207992205,b,0,0.32151816599071026,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,blue,I,b,23,3,5,r,0,0.5807596659869887,None,5,3,23,1,23.5529176669952,,,,,23.544834832980996,23.5529176669952,24.04080874999636,24.04080874999636,24.04080874999636,24.622958874999313,r,0,0.5807596659869887,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,blue,I,b,24,0,6,b,1,0.6725969580002129,None,6,0,24,1,24.63474812498316,,,,,24.624087167001562,24.63474812498316,25.123967082996387,25.123967082996387,25.123967082996387,25.799218957981793,b,1,0.6725969580002129,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,red,C,r,25,1,6,r,1,0.4652187080064323,None,6,1,25,0,25.80984949998674,,,,,25.800277457979973,25.80984949998674,26.297441125003388,26.297441125003388,26.297441125003388,26.765780416986672,r,1,0.4652187080064323,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,blue,C,b,26,2,6,b,1,0.535220666002715,None,6,2,26,3,26.779548833001172,,,,,26.770812791975914,26.779548833001172,27.264302374998806,27.264302374998806,27.264302374998806,27.80644708298496,b,1,0.535220666002715,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,red,I,r,27,3,6,r,1,0.41038316598860547,None,6,3,27,2,27.81808033300331,,,,,27.807558375003282,27.81808033300331,28.3072152499808,28.3072152499808,28.3072152499808,28.72281137498794,r,1,0.41038316598860547,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,red,C,r,28,0,7,r,1,0.4937051660090219,None,7,0,28,0,28.73546220798744,,,,,28.727387708000606,28.73546220798744,29.224012708000373,29.224012708000373,29.224012708000373,29.72313679198851,r,1,0.4937051660090219,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,red,I,r,29,1,7,r,1,0.35742254098295234,None,7,1,29,2,29.736335374996997,,,,,29.727942875004373,29.736335374996997,30.22423391698976,30.22423391698976,30.22423391698976,30.58917595798266,r,1,0.35742254098295234,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,blue,C,b,30,2,7,b,1,0.5259999989939388,None,7,2,30,3,30.614408875000663,,,,,30.590142832981655,30.614408875000663,31.090664791991003,31.090664791991003,31.090664791991003,31.623036374978255,b,1,0.5259999989939388,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,blue,I,b,31,3,7,b,1,0.6378533320093993,None,7,3,31,1,31.634910666994983,,,,,31.627303499990376,31.634910666994983,32.12499966699397,32.12499966699397,32.12499966699397,32.76616899998044,b,1,0.6378533320093993,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,red,C,r,32,0,8,r,1,0.42989374898024835,None,8,0,32,0,32.776660082978196,,,,,32.767450832994655,32.776660082978196,33.26477204199182,33.26477204199182,33.26477204199182,33.69899295800133,r,1,0.42989374898024835,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,blue,C,b,33,1,8,b,1,0.4657003320171498,None,8,1,33,3,33.71501512499526,,,,,33.70454695800436,33.71501512499526,34.198003041994525,34.198003041994525,34.198003041994525,34.66545241698623,b,1,0.4657003320171498,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,blue,I,b,34,2,8,b,1,0.7806946240016259,None,8,2,34,1,34.679611749976175,,,,,34.670494666992454,34.679611749976175,35.16004462499404,35.16004462499404,35.16004462499404,35.94957704198896,b,1,0.7806946240016259,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,red,I,r,35,3,8,r,1,0.34982112399302423,None,8,3,35,2,35.962826582981506,,,,,35.95383183300146,35.962826582981506,36.44805841697962,36.44805841697962,36.44805841697962,36.80014495798969,r,1,0.34982112399302423,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,red,I,r,36,0,9,r,1,0.35181312399799936,None,9,0,36,2,36.811282624985324,,,,,36.80141816698597,36.811282624985324,37.2978515829891,37.2978515829891,37.2978515829891,37.656406291993335,r,1,0.35181312399799936,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
BLUE,blue,C,b,37,1,9,b,1,0.4641856239759363,None,9,1,37,3,37.68144241700065,,,,,37.65750045797904,37.68144241700065,38.147823957988294,38.147823957988294,38.147823957988294,38.616425874992274,b,1,0.4641856239759363,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,red,C,r,38,2,9,r,1,0.5603157069999725,None,9,2,38,0,38.63135624999995,,,,,38.621538999985205,38.63135624999995,39.11462124998798,39.11462124998798,39.11462124998798,39.68368366698269,r,1,0.5603157069999725,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
RED,blue,I,b,39,3,9,b,1,0.603720915998565,None,9,3,39,1,39.69591462498647,,,,,39.685062916978495,39.69591462498647,40.18121766697732,40.18121766697732,40.18121766697732,40.78991545797908,b,1,0.603720915998565,None,,,,,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.790152667002985,40.800858999980846,41.79835912497947,41.78915616698214,02,001,2025-08-26_10h33.25.732,stroop_task,,2025.1.1,122.25605154921972,2025-08-26 10h33.43.709874 +0530,
