delay,freq,condtion,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.7,1000,exp,96,0,6,space,2.3578640409996297,None,554 ,1,[1.4470031250002648],[1.4470089999995253],6,0,96,12,1470.5349798749994,,1470.5298582079995,1470.5349798749994,1471.5250579580006,1471.5250579580006,1471.5250579580006,1473.8868660829994,space,2.3578640409996297,None,1473.8882338750009,1474.5919803746658,1474.8985763750006,1474.880377083,1474.882322333,1474.8985763750006,1474.8985763750006,1474.8985763750006,1476.3459269169998,554 ,1,[1.4470031250002648],[1.4470089999995253],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,400,unexp,97,1,6,space,2.578957583000374,None,231,1,[6.5664448750012525],[6.5664502090003225],6,1,97,1,1476.3511555829991,,1476.3461299579994,1476.3511555829991,1477.3417587080003,1477.3417587080003,1477.3417587080003,1479.9262483750008,space,2.578957583000374,None,1479.9272942919997,1480.335521291667,1480.6402326250009,1480.624434292,1480.6263490000001,1480.6402326250009,1480.6402326250009,1480.6402326250009,1487.2070449170005,231,1,[6.5664448750012525],[6.5664502090003225],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,98,2,6,space,0.21409816699997464,None,771,1,[13.515385374999823],[13.51539108399993],6,2,98,10,1487.2182523329993,,1487.2072471249994,1487.2182523329993,1488.2021568750006,1488.2021568750006,1488.2084597920002,1488.4207872080005,space,0.21409816699997464,None,1488.4222362500004,1488.5286229996675,1488.8416512500007,1488.824217333,1488.8262983749992,1488.8416512500007,1488.8416512500007,1488.8416512500007,1502.3573940000006,771,1,[13.515385374999823],[13.51539108399993],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,400,unexp,99,3,6,space,0.923961042000883,None,861,1,[9.697691999999734],[9.697696957999142],6,3,99,0,1502.368708,,1502.3576065830002,1502.368708,1503.3524538750007,1503.3524538750007,1503.3593182080003,1504.2875595419991,space,0.923961042000883,None,1504.2884515000005,1504.3920686666663,1504.6981655830004,1504.6808923330009,1504.682799708,1504.6981655830004,1504.6981655830004,1504.6981655830004,1514.396214417,861,1,[9.697691999999734],[9.697696957999142],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,100,4,6,space,0.07572095899922715,None,62,1,[6.548611625001286],[6.54861666600118],6,4,100,8,1514.4021664579996,,1514.3964162079992,1514.4021664579996,1515.3931191249994,1515.3931191249994,1515.3931191249994,1515.4712942919996,space,0.07572095899922715,None,1515.4727168749996,1515.8757544586663,1516.1819443330005,1516.1642908329995,1516.1662803750005,1516.1819443330005,1516.1819443330005,1516.1819443330005,1522.7308976250006,62,1,[6.548611625001286],[6.54861666600118],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,101,5,6,space,0.03981404200021643,None,92,1,[3.7561764999991283],[3.7561814170003345],6,5,101,4,1522.736283958,,1522.7311009170007,1522.736283958,1523.7266507919994,1523.7266507919994,1523.7266507919994,1523.7714787080004,space,0.03981404200021643,None,1523.7728297079993,1523.875988791666,1524.1810270829992,1524.1644180830008,1524.1658731250009,1524.1810270829992,1524.1810270829992,1524.1810270829992,1527.9375510419995,92,1,[3.7561764999991283],[3.7561814170003345],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,102,6,6,space,0.1344867499992688,None,105,1,[3.5589691670011234],[3.558974625000701],6,6,102,14,1527.9425043329993,,1527.9377646249995,1527.9425043329993,1528.9367848330003,1528.9367848330003,1528.9367848330003,1529.0775140000005,space,0.1344867499992688,None,1529.0785639170008,1529.4766727086665,1529.7806342919994,1529.7646044579997,1529.7661934169992,1529.7806342919994,1529.7806342919994,1529.7806342919994,1533.3399618750009,105,1,[3.5589691670011234],[3.558974625000701],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.7,1000,exp,103,7,6,space,0.13241070799995214,None,208,1,[4.192326541999137],[4.192331583999476],6,7,103,9,1533.3451100420007,,1533.3401607079995,1533.3451100420007,1534.3370571249998,1534.3370571249998,1534.3434707920005,1534.4718119169993,space,0.13241070799995214,None,1534.4730914169995,1535.176351166667,1535.4806222499992,1535.4647330000007,1535.4663340419993,1535.4806222499992,1535.4806222499992,1535.4806222499992,1539.6733051249994,208,1,[4.192326541999137],[4.192331583999476],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.7,1000,exp,104,8,6,space,2.1986222499999712,None,729,1,[3.8588675840001088],[3.85887300000104],6,8,104,15,1539.6784908329992,,1539.6735054170003,1539.6784908329992,1540.670100583,1540.670100583,1540.6752918330003,1542.8720193749996,space,2.1986222499999712,None,1542.8734188750004,1543.5768847086658,1543.8816356669995,1543.8649325419992,1543.8663912920001,1543.8816356669995,1543.8816356669995,1543.8816356669995,1547.7408694170008,729,1,[3.8588675840001088],[3.85887300000104],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,105,9,6,space,0.24547608399916498,None,745,1,[4.107958583999789],[4.107963917000234],6,9,105,11,1547.746200083,,1547.7410775829994,1547.746200083,1548.7371828750001,1548.7371828750001,1548.7446075829994,1548.9889959169996,space,0.24547608399916498,None,1548.9906619579997,1549.3932631246664,1549.6972730830003,1549.6817941249992,1549.6834263330002,1549.6972730830003,1549.6972730830003,1549.6972730830003,1553.8056003330003,745,1,[4.107958583999789],[4.107963917000234],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,106,10,6,space,0.512777374999132,None,979,1,[3.287420958000439],[3.2874263749999955],6,10,106,7,1553.8201490419997,,1553.8058007079999,1553.8201490419997,1554.8038677500008,1554.8038677500008,1554.8101862080002,1555.3223212079993,space,0.512777374999132,None,1555.3236644169992,1555.4269307496672,1555.734155958,1555.7162626249992,1555.7182424170005,1555.734155958,1555.734155958,1555.734155958,1559.0219427499997,979,1,[3.287420958000439],[3.2874263749999955],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,107,11,6,space,0.38110237500040967,None,266,1,[3.72282845799964],[3.7228333330003807],6,11,107,13,1559.0370626669992,,1559.0221464999995,1559.0370626669992,1560.0207150829992,1560.0207150829992,1560.0269265419993,1560.405847125001,space,0.38110237500040967,None,1560.4070613330005,1560.5103980836668,1560.8147697919994,1560.7988275829994,1560.8004951250005,1560.8147697919994,1560.8147697919994,1560.8147697919994,1564.537949042,266,1,[3.72282845799964],[3.7228333330003807],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,108,12,6,space,2.664335500001471,None,471,1,[4.499011541000073],[4.499017165999248],6,12,108,5,1564.5429611670006,,1564.5381919579995,1564.5429611670006,1565.5283755,1565.5283755,1565.5375261249992,1568.1958529999993,space,2.664335500001471,None,1568.1975884170006,1568.6046199996674,1568.9106805419997,1568.8931878750009,1568.8952585000006,1568.9106805419997,1568.9106805419997,1568.9106805419997,1573.4100544579996,471,1,[4.499011541000073],[4.499017165999248],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,400,unexp,109,13,6,space,31.34620354099934,None,657,1,[3.6655083749992627],[3.6655135000000882],6,13,109,2,1573.4208288329992,,1573.4102574169992,1573.4208288329992,1574.4046724580003,1574.4046724580003,1574.4111694999992,1605.7570892500007,space,31.34620354099934,None,1605.758638292,1606.1616351246669,1606.4681209579994,1606.450697458,1606.4523469169999,1606.4681209579994,1606.4681209579994,1606.4681209579994,1610.1339879999996,657,1,[3.6655083749992627],[3.6655135000000882],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.7,400,unexp,110,14,6,space,0.3923849999991944,None,945,1,[3.0438694169988594],[3.043874834000235],6,14,110,3,1610.1399637079994,,1610.1341925420002,1610.1399637079994,1611.1296373330006,1611.1296373330006,1611.1296373330006,1611.5240309170003,space,0.3923849999991944,None,1611.5251728750009,1612.227995041667,1612.5332485420004,1612.5170843329997,1612.5187067919996,1612.5332485420004,1612.5332485420004,1612.5332485420004,1615.577485625001,945,1,[3.0438694169988594],[3.043874834000235],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.7,1000,exp,111,15,6,space,1.6888201250003476,None,990,1,[7.4474146669999755],[7.44742029200097],6,15,111,6,1615.5885940829994,,1615.5776886669992,1615.5885940829994,1616.5733367499997,1616.5733367499997,1616.5782799999997,1618.2636862920008,space,1.6888201250003476,None,1618.265342625,1618.9725856246662,1619.278862958001,1619.2610662919997,1619.2628599170002,1619.278862958001,1619.278862958001,1619.278862958001,1626.7266642499999,990,1,[7.4474146669999755],[7.44742029200097],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,112,0,7,space,0.3143217079996248,None,205,1,[3.0902373340013582],[3.0902427090004494],7,0,112,5,1626.7320849579992,,1626.7268610419997,1626.7320849579992,1627.7226528749998,1627.7226528749998,1627.7294530830004,1628.0415525419994,space,0.3143217079996248,None,1628.0429857079998,1628.445770874667,1628.750369458001,1628.7340647500005,1628.7356944170006,1628.750369458001,1628.750369458001,1628.750369458001,1631.8409754580007,205,1,[3.0902373340013582],[3.0902427090004494],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,400,unexp,113,1,7,space,0.9350300000005518,None,135,1,[4.092545708001126],[4.092551749999984],7,1,113,1,1631.8558012079993,,1631.8411747499995,1631.8558012079993,1632.8288159580006,1632.8288159580006,1632.8456028750006,1633.7912865420003,space,0.9350300000005518,None,1633.7925804580009,1634.195759874667,1634.5004133750008,1634.4841972499999,1634.4856302080007,1634.5004133750008,1634.5004133750008,1634.5004133750008,1638.593375458,135,1,[4.092545708001126],[4.092551749999984],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.7,1000,exp,114,2,7,space,0.24504241600152454,None,570,1,[2.1640410420004628],[2.1640459169993846],7,2,114,9,1638.5985350829997,,1638.5935760829998,1638.5985350829997,1639.5898474999995,1639.5898474999995,1639.5962582920001,1639.8415377500005,space,0.24504241600152454,None,1639.8430556669991,1640.545984624667,1640.8529034580006,1640.8346992499992,1640.8364002500002,1640.8529034580006,1640.8529034580006,1640.8529034580006,1643.0173098750001,570,1,[2.1640410420004628],[2.1640459169993846],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,115,3,7,space,0.4949132500005362,None,488,1,[1.675794250000763],[1.6757996250016731],7,3,115,8,1643.0225856670004,,1643.0175356250002,1643.0225856670004,1644.0129190829994,1644.0129190829994,1644.0129190829994,1644.5139760420006,space,0.4949132500005362,None,1644.5151423330008,1644.923643166667,1645.2322083750005,1645.212074000001,1645.2143090419995,1645.2322083750005,1645.2322083750005,1645.2322083750005,1646.9083780420005,488,1,[1.675794250000763],[1.6757996250016731],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,116,4,7,space,0.1201941250001255,None,38,1,[3.782267000000502],[3.7822724580000795],7,4,116,10,1646.9229395830007,,1646.908583208,1646.9229395830007,1647.9067034170002,1647.9067034170002,1647.9130795,1648.0310349169995,space,0.1201941250001255,None,1648.0324083329997,1648.1402079996662,1648.4470072080003,1648.428632792,1648.430470833,1648.4470072080003,1648.4470072080003,1648.4470072080003,1652.2296554999994,38,1,[3.782267000000502],[3.7822724580000795],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.7,1000,exp,117,5,7,space,1.5028388749997248,None,319,1,[1.1051483329993061],[1.1051536249997298],7,5,117,12,1652.2400996249999,,1652.2298580419993,1652.2400996249999,1653.2302133329995,1653.2302133329995,1653.2302133329995,1654.7423416670008,space,1.5028388749997248,None,1654.7440027499997,1655.446736666667,1655.7527511669996,1655.736313583,1655.7381580830006,1655.7527511669996,1655.7527511669996,1655.7527511669996,1656.8582736669996,319,1,[1.1051483329993061],[1.1051536249997298],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.7,400,unexp,118,6,7,space,0.1731244999991759,None,762,1,[3.120765540999855],[3.1207706250006595],7,6,118,3,1656.8734490000006,,1656.8584738749996,1656.8734490000006,1657.856982667001,1657.856982667001,1657.8631736669995,1658.0419270830007,space,0.1731244999991759,None,1658.0431587500007,1658.7461471246663,1659.0528973330001,1659.0351921250003,1659.0369551250005,1659.0528973330001,1659.0528973330001,1659.0528973330001,1662.174050042,762,1,[3.120765540999855],[3.1207706250006595],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,400,unexp,119,7,7,space,0.5590508329987642,None,460,1,[7.683375708998938],[7.683380999998917],7,7,119,2,1662.1789766250004,,1662.1742872079994,1662.1789766250004,1663.1651359999996,1663.1651359999996,1663.1734583329999,1663.7366782919999,space,0.5590508329987642,None,1663.7372341669998,1664.1406642916666,1664.4465527920001,1664.4291412919993,1664.4310798330007,1664.4465527920001,1664.4465527920001,1664.4465527920001,1672.1303118750002,460,1,[7.683375708998938],[7.683380999998917],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,120,8,7,space,14.33857641600116,None,851,1,[6.153303290999247],[6.153308625000136],7,8,120,13,1672.140225833,,1672.1305133749993,1672.140225833,1673.1242837499994,1673.1242837499994,1673.1320329579994,1687.4662304169997,space,14.33857641600116,None,1687.4677004170007,1687.5689995416672,1687.8809942499993,1687.8632316669991,1687.865277125,1687.8809942499993,1687.8809942499993,1687.8809942499993,1694.0346780830005,851,1,[6.153303290999247],[6.153308625000136],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,121,9,7,space,0.46875258299951383,None,762,1,[3.6534717909999017],[3.653476999999839],7,9,121,4,1694.040746875,,1694.0348814579993,1694.040746875,1695.0311853750009,1695.0311853750009,1695.0311853750009,1695.5101947080002,space,0.46875258299951383,None,1695.5116629170006,1695.6171009166667,1695.9309324580008,1695.913448583,1695.9155458749992,1695.9309324580008,1695.9309324580008,1695.9309324580008,1699.5847748329998,762,1,[3.6534717909999017],[3.653476999999839],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.7,1000,exp,122,10,7,space,1.692916250000053,None,683,1,[1.7015096249997441],[1.7015150000006543],7,10,122,15,1699.5909027079997,,1699.584974083,1699.5909027079997,1700.5811761250006,1700.5811761250006,1700.5811761250006,1702.2766728330007,space,1.692916250000053,None,1702.278062458001,1702.9812119166675,1703.2912577080006,1703.2698904999997,1703.2721569170008,1703.2912577080006,1703.2912577080006,1703.2912577080006,1704.9936087080005,683,1,[1.7015096249997441],[1.7015150000006543],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,123,11,7,space,0.4894570830001612,None,349,1,[5.478371959001379],[5.478377459001422],7,11,123,11,1705.007923792,,1704.9938127080004,1705.007923792,1705.9916227079993,1705.9916227079993,1705.9983593329998,1706.4828197080005,space,0.4894570830001612,None,1706.4841948329995,1706.892208583666,1707.2005432919996,1707.1815603750001,1707.1837873330005,1707.2005432919996,1707.2005432919996,1707.2005432919996,1712.6792987080007,349,1,[5.478371959001379],[5.478377459001422],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,124,12,7,space,0.7938322499994683,None,821,1,[3.6799206659998163],[3.6799258749997534],7,12,124,14,1712.6845817920002,,1712.6795366250008,1712.6845817920002,1713.6753710419998,1713.6753710419998,1713.6814305829994,1714.4774152080008,space,0.7938322499994683,None,1714.4789478750008,1714.881449208666,1715.188584333,1715.1710767500008,1715.1727892920007,1715.188584333,1715.188584333,1715.188584333,1718.8688951669992,821,1,[3.6799206659998163],[3.6799258749997534],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,125,13,7,space,0.07961970800170093,None,105,1,[2.0821432499997172],[2.0821484590014734],7,13,125,7,1718.8748433750006,,1718.8690922080004,1718.8748433750006,1719.866466292,1719.866466292,1719.866466292,1719.9501557919994,space,0.07961970800170093,None,1719.9511865420009,1720.059022749667,1720.3633005829997,1720.3474850420007,1720.349374083,1720.3633005829997,1720.3633005829997,1720.3633005829997,1722.4458460829992,105,1,[2.0821432499997172],[2.0821484590014734],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.7,1000,exp,126,14,7,space,0.0639300410002761,None,688,1,[1.4896766660003777],[1.489682208000886],7,14,126,6,1722.4510279580009,,1722.4460484579995,1722.4510279580009,1723.442481,1723.442481,1723.4500332499993,1723.5109269170007,space,0.0639300410002761,None,1723.5125830420002,1724.215245583666,1724.5208446249999,1724.5038342499993,1724.5055322499993,1724.5208446249999,1724.5208446249999,1724.5208446249999,1726.0109511249993,688,1,[1.4896766660003777],[1.489682208000886],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,400,unexp,127,15,7,space,0.6951284999995551,None,33,1,[1.0101799170006416],[1.0101853750002192],7,15,127,0,1726.025288625,,1726.0111508749997,1726.025288625,1727.0091364580003,1727.0091364580003,1727.0156206249994,1727.7105706670009,space,0.6951284999995551,None,1727.7118279580009,1727.8152314586662,1728.12139475,1728.1032919579993,1728.1049905830005,1728.12139475,1728.12139475,1728.12139475,1729.1319557499992,33,1,[1.0101799170006416],[1.0101853750002192],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,400,unexp,128,0,8,space,0.11542600000029779,None,78,1,[3.33946641699913],[3.339471874998708],8,0,128,2,1729.1419647080002,,1729.1321564169994,1729.1419647080002,1730.1260186250001,1730.1260186250001,1730.1328950419993,1730.2441902080009,space,0.11542600000029779,None,1730.2454885419993,1730.6485092086662,1730.9540645830002,1730.9371167080008,1730.9388437079997,1730.9540645830002,1730.9540645830002,1730.9540645830002,1734.2939168329995,78,1,[3.33946641699913],[3.339471874998708],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,129,1,8,space,0.02060275000076217,None,912,1,[2.9534862500004238],[2.953491333999409],8,1,129,13,1734.3089935000007,,1734.2941342079994,1734.3089935000007,1735.2927443330009,1735.2927443330009,1735.3002146670005,1735.3169526250003,space,0.02060275000076217,None,1735.3186341670007,1735.426148124667,1735.732826208001,1735.7147621250006,1735.7170731669994,1735.732826208001,1735.732826208001,1735.732826208001,1738.686696875,912,1,[2.9534862500004238],[2.953491333999409],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,130,2,8,space,0.03751429100157111,None,224,1,[0.9975323750004463],[0.9975377499995375],8,2,130,8,1738.69207775,,1738.68689825,1738.69207775,1739.6839224579999,1739.6839224579999,1739.6839224579999,1739.7276900830002,space,0.03751429100157111,None,1739.7287070830007,1740.1320313746676,1740.4383242500007,1740.4208384169997,1740.4225967500006,1740.4383242500007,1740.4383242500007,1740.4383242500007,1741.436262583,224,1,[0.9975323750004463],[0.9975377499995375],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.7,1000,exp,131,3,8,space,0.8458749590008665,None,665,1,[0.7976019999987329],[0.7976071249995584],8,3,131,15,1741.4420948330007,,1741.4364690000002,1741.4420948330007,1742.4324474580008,1742.4324474580008,1742.4324474580008,1743.2836304169996,space,0.8458749590008665,None,1743.2848309170004,1743.983186374666,1744.2890221670004,1744.2709504579998,1744.2726364579994,1744.2890221670004,1744.2890221670004,1744.2890221670004,1745.0870125000001,665,1,[0.7976019999987329],[0.7976071249995584],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,132,4,8,space,0.11760362499990151,None,94,1,[1.5034071250011039],[1.5034125840011257],8,4,132,10,1745.0922580419992,,1745.0872169579998,1745.0922580419992,1746.082877375,1746.082877375,1746.082877375,1746.20185175,space,0.11760362499990151,None,1746.203241833,1746.3094533336664,1746.616479583001,1746.597966542,1746.6002196669997,1746.616479583001,1746.616479583001,1746.616479583001,1748.1203370830008,94,1,[1.5034071250011039],[1.5034125840011257],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,133,5,8,space,1.372457540999676,None,501,1,[2.30322737500137],[2.3032322920007573],8,5,133,7,1748.1256250419992,,1748.1205657080009,1748.1256250419992,1749.1160879170002,1749.1160879170002,1749.1160879170002,1750.495208708,space,1.372457540999676,None,1750.4966040830004,1750.598866708666,1750.9065002499992,1750.887971958,1750.8896842920003,1750.9065002499992,1750.9065002499992,1750.9065002499992,1753.2101246250004,501,1,[2.30322737500137],[2.3032322920007573],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,400,unexp,134,6,8,space,0.25256925000030606,None,374,1,[3.5431153339995944],[3.5431206670000392],8,6,134,1,1753.2157725830002,,1753.2103417500002,1753.2157725830002,1754.2000310000003,1754.2000310000003,1754.2100203749997,1754.4615146670003,space,0.25256925000030606,None,1754.4628939579998,1754.8663216246662,1755.1716426250005,1755.1546662500004,1755.1563318330009,1755.1716426250005,1755.1716426250005,1755.1716426250005,1758.7151649579991,374,1,[3.5431153339995944],[3.5431206670000392],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,400,unexp,135,7,8,space,0.26077237499885086,None,845,1,[2.0117100829993433],[2.0117151249996823],8,7,135,0,1758.726163833,,1758.715363667001,1758.726163833,1759.7099814579997,1759.7099814579997,1759.716243625,1759.9785030420007,space,0.26077237499885086,None,1759.9799117500006,1760.0830966666674,1760.386537167,1760.3713595419995,1760.373050958,1760.386537167,1760.386537167,1760.386537167,1762.3986522920004,845,1,[2.0117100829993433],[2.0117151249996823],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.1,1000,exp,136,8,8,space,2.26812266700108,None,226,1,[1.5630321250009729],[1.5630377079996833],8,8,136,4,1762.409531667001,,1762.3988526249996,1762.409531667001,1763.3935617080006,1763.3935617080006,1763.4006387080008,1765.6684408750007,space,2.26812266700108,None,1765.6697239170007,1765.7770909166668,1766.0837985830003,1766.0657546670009,1766.067997708,1766.0837985830003,1766.0837985830003,1766.0837985830003,1767.6472211670007,226,1,[1.5630321250009729],[1.5630377079996833],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,137,9,8,space,0.45290133300113666,None,931,1,[1.9451277080006548],[1.9451338750004652],8,9,137,5,1767.6525158749992,,1767.6474195419996,1767.6525158749992,1768.6437439170004,1768.6437439170004,1768.6508767079995,1769.1019982079997,space,0.45290133300113666,None,1769.1033842920006,1769.5103949996667,1769.815370667,1769.7989132080002,1769.800837375,1769.815370667,1769.815370667,1769.815370667,1771.7609174999998,931,1,[1.9451277080006548],[1.9451338750004652],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,138,10,8,space,0.08010679200015147,None,342,1,[3.727395541000078],[3.72740070799955],8,10,138,14,1771.7659402919999,,1771.7611455419992,1771.7659402919999,1772.7516095829997,1772.7516095829997,1772.7597661670006,1772.8353723330001,space,0.08010679200015147,None,1772.8367780000008,1773.2438962496674,1773.5508301669997,1773.532269333,1773.5345870420006,1773.5508301669997,1773.5508301669997,1773.5508301669997,1777.278632083,342,1,[3.727395541000078],[3.72740070799955],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.7,400,unexp,139,11,8,space,7.953631250000399,None,214,1,[2.094199999999546],[2.0942052909995255],8,11,139,3,1777.2933701250004,,1777.2788317920003,1777.2933701250004,1778.2772999169993,1778.2772999169993,1778.2848081249995,1786.2346930830008,space,7.953631250000399,None,1786.2352274580007,1786.933858458666,1787.2377131249996,1787.2220647920003,1787.223726917,1787.2377131249996,1787.2377131249996,1787.2377131249996,1789.3323641250008,214,1,[2.094199999999546],[2.0942052909995255],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
0.4,1000,exp,140,12,8,space,2.534741417000987,None,576,1,[2.239164750000782],[2.2391700000007404],8,12,140,11,1789.3439761249992,,1789.3325666250003,1789.3439761249992,1790.3271581669997,1790.3271581669997,1790.3322966249998,1792.868139667,space,2.534741417000987,None,1792.8686712079998,1793.2681483746676,1793.5735810000006,1793.5560884170009,1793.5578985419997,1793.5735810000006,1793.5735810000006,1793.5735810000006,1795.8131471670004,576,1,[2.239164750000782],[2.2391700000007404],01,001,2025-11-10_21h20.08.283,Intentional Binding,,2025.1.1,120.40250557617891,2025-11-10 21h20.37.757503 +0530,
