Study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
phone,11,11,0,1.048888888888889,0.5582058751024306,,,,,,,,,,,,0,11,11,2,,,,,12.143992708995938,,12.135251375148073,12.143992708995938,12.143992708995938,12.706021124962717,1.048888888888889,0.5582058751024306,,,,,,,,,,,,,,,01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
mouse,12,12,0,1.048888888888889,0.9189771658275276,,,,,,,,,,,,0,12,12,8,,,,,12.716691792011261,,12.708209000062197,12.716691792011261,12.716691792011261,13.639297334011644,1.048888888888889,0.9189771658275276,,,,,,,,,,,,,,,01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
Police,13,13,0,1.048888888888889,0.7148143330123276,,,,,,,,,,,,0,13,13,12,,,,,13.650295458966866,,13.641674041980878,13.650295458966866,13.650295458966866,14.372722750063986,1.048888888888889,0.7148143330123276,,,,,,,,,,,,,,,01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
Keys,14,14,0,1.048888888888889,0.5693062089849263,,,,,,,,,,,,0,14,14,13,,,,,14.38440633402206,,14.375711875036359,14.38440633402206,14.38440633402206,14.955619292100891,1.048888888888889,0.5693062089849263,,,,,,,,,,,,,,,01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,0,0,0,,,v_s_,Vase,new,vase,[np.float64(0.015555555555555555)],[np.float64(-0.31444444444444447)],[1],[0],[0],[3.1331464159302413],['submit_text'],,,,,0,0,0,17,14.976380666950718,,,,,,,,14.963284583995119,14.976380666950718,14.976380666950718,14.976380666950718,0.007668207865208387,18.0966295839753,vase,[np.float64(0.015555555555555555)],[np.float64(-0.31444444444444447)],[1],[0],[0],[3.1331464159302413],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,1,1,0,,,P_st_r,Poster,old,Poster,"[np.float64(0.08555555555555555), np.float64(0.07555555555555556)]","[np.float64(-0.27), np.float64(-0.31)]","[1, 1]","[0, 0]","[0, 0]","[5.1146827498450875, 5.732138541992754]","[None, 'submit_text']",,,,,0,1,1,9,18.10898533393629,,,,,,,,18.09874795912765,18.10898533393629,18.10898533393629,18.10898533393629,0.001986792078241706,23.83106516697444,Poster,"[np.float64(0.08555555555555555), np.float64(0.07555555555555556)]","[np.float64(-0.27), np.float64(-0.31)]","[1, 1]","[0, 0]","[0, 0]","[5.1146827498450875, 5.732138541992754]","[None, 'submit_text']",01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,2,2,0,,,T_hi_t,Tshirt,old,Tshirt,[np.float64(0.08)],[np.float64(-0.3022222222222222)],[1],[0],[0],[2.7648399169556797],['submit_text'],,,,,0,2,2,2,23.842993624974042,,,,,,,,23.833459625020623,23.842993624974042,23.842993624974042,23.842993624974042,0.0022601669188588858,26.59848508401774,Tshirt,[np.float64(0.08)],[np.float64(-0.3022222222222222)],[1],[0],[0],[2.7648399169556797],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,3,3,0,,,_ha_t,Chart,old,chart,[np.float64(0.05)],[np.float64(-0.30333333333333334)],[1],[0],[0],[3.079953582957387],['submit_text'],,,,,0,3,3,1,26.610322459135205,,,,,,,,26.600649208994582,26.610322459135205,26.610322459135205,26.610322459135205,0.0020624578464776278,29.680810375139117,chart,[np.float64(0.05)],[np.float64(-0.30333333333333334)],[1],[0],[0],[3.079953582957387],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,4,4,0,,,_o_rd,Board,old,board,[np.float64(0.10555555555555556)],[np.float64(-0.30444444444444446)],[1],[0],[0],[4.9766645829658955],['submit_text'],,,,,0,4,4,10,29.693155125016347,,,,,,,,29.682818749919534,29.693155125016347,29.693155125016347,29.693155125016347,0.0019196670036762953,34.659673042129725,board,[np.float64(0.10555555555555556)],[np.float64(-0.30444444444444446)],[1],[0],[0],[4.9766645829658955],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,5,5,0,,,c_s_,Case,old,case,[np.float64(0.08)],[np.float64(-0.2866666666666667)],[1],[0],[0],[2.5200115418992937],['submit_text'],,,,,0,5,5,5,34.673647959018126,,,,,,,,34.66185558401048,34.673647959018126,34.673647959018126,34.673647959018126,0.0020598340779542923,37.1820765840821,case,[np.float64(0.08)],[np.float64(-0.2866666666666667)],[1],[0],[0],[2.5200115418992937],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,6,6,0,,,l_pt_p,Laptop,old,laptop,[np.float64(-0.05555555555555555)],[np.float64(-0.3011111111111111)],[1],[0],[0],[4.281879832968116],['submit_text'],,,,,0,6,6,0,37.19378683413379,,,,,,,,37.18432812509127,37.19378683413379,37.19378683413379,37.19378683413379,0.002145041013136506,41.46641550003551,laptop,[np.float64(-0.05555555555555555)],[np.float64(-0.3011111111111111)],[1],[0],[0],[4.281879832968116],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,7,7,0,,,K_y_,Keys,old,Keys,[np.float64(0.043333333333333335)],[np.float64(-0.2911111111111111)],[1],[0],[0],[3.1307262498885393],['submit_text'],,,,,0,7,7,8,41.47885054210201,,,,,,,,41.468577624997124,41.47885054210201,41.47885054210201,41.47885054210201,0.0020534999202936888,44.59950283402577,Keys,[np.float64(0.043333333333333335)],[np.float64(-0.2911111111111111)],[1],[0],[0],[3.1307262498885393],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,8,8,0,,,_ho_e,Phone,old,phone,[np.float64(0.08777777777777777)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.6795284170657396],['submit_text'],,,,,0,8,8,12,44.61180120892823,,,,,,,,44.60171424993314,44.61180120892823,44.61180120892823,44.61180120892823,0.002091541886329651,47.28145487513393,phone,[np.float64(0.08777777777777777)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.6795284170657396],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,9,9,0,,,_ou_se,Mouse,old,mouse,[np.float64(0.04888888888888889)],[np.float64(-0.2922222222222222)],[1],[0],[0],[2.6981449578888714],['submit_text'],,,,,0,9,9,3,47.29404287505895,,,,,,,,47.28374491701834,47.29404287505895,47.29404287505895,47.29404287505895,0.0021826671436429024,49.982106500072405,mouse,[np.float64(0.04888888888888889)],[np.float64(-0.2922222222222222)],[1],[0],[0],[2.6981449578888714],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,10,10,0,,,c_s_io_,Cushion,old,cushion,[np.float64(0.05555555555555555)],[np.float64(-0.29444444444444445)],[1],[0],[0],[3.0827320830430835],['submit_text'],,,,,0,10,10,14,49.99447562498972,,,,,,,,49.98435025010258,49.99447562498972,49.99447562498972,49.99447562498972,0.002144667087122798,53.0673143339809,cushion,[np.float64(0.05555555555555555)],[np.float64(-0.29444444444444445)],[1],[0],[0],[3.0827320830430835],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,11,11,0,,,_oo_,Book,old,book,[np.float64(0.09111111111111111)],[np.float64(-0.31777777777777777)],[1],[0],[0],[2.9293445420917124],['submit_text'],,,,,0,11,11,13,53.079496917082,,,,,,,,53.069463999941945,53.079496917082,53.079496917082,53.079496917082,0.002022417029365897,55.999018209055066,book,[np.float64(0.09111111111111111)],[np.float64(-0.31777777777777777)],[1],[0],[0],[2.9293445420917124],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,12,12,0,,,_ru_is_,Cruise,old,cruise,[np.float64(0.03111111111111111)],[np.float64(-0.29)],[1],[0],[0],[2.364630375057459],['submit_text'],,,,,0,12,12,6,56.010559167014435,,,,,,,,56.001093375030905,56.010559167014435,56.010559167014435,56.010559167014435,0.0019826670177280903,58.365936958929524,cruise,[np.float64(0.03111111111111111)],[np.float64(-0.29)],[1],[0],[0],[2.364630375057459],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,13,13,0,,,P_li_e,Police,old,Police,[np.float64(0.05333333333333334)],[np.float64(-0.30777777777777776)],[1],[0],[0],[3.1729917500633746],['submit_text'],,,,,0,13,13,7,58.37880937498994,,,,,,,,58.368162208935246,58.37880937498994,58.37880937498994,58.37880937498994,0.002126332838088274,61.54138733400032,Police,[np.float64(0.05333333333333334)],[np.float64(-0.30777777777777776)],[1],[0],[0],[3.1729917500633746],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,14,14,0,,,ta_l_,Table,new,table,[np.float64(0.028888888888888888)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.2216363749466836],['submit_text'],,,,,0,14,14,15,61.554469084134325,,,,,,,,61.54359741695225,61.554469084134325,61.554469084134325,61.554469084134325,0.0021099168807268143,63.76545475004241,table,[np.float64(0.028888888888888888)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.2216363749466836],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,15,15,0,,,_a_bl_,Marble,old,table,[np.float64(0.056666666666666664)],[np.float64(-0.31666666666666665)],[1],[0],[0],[2.7981458329595625],['submit_text'],,,,,0,15,15,11,63.777982000028715,,,,,,,,63.76763291703537,63.777982000028715,63.777982000028715,63.777982000028715,0.0020903749391436577,66.5659914589487,table,[np.float64(0.056666666666666664)],[np.float64(-0.31666666666666665)],[1],[0],[0],[2.7981458329595625],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,16,16,0,,,bo_t_e,Bottle,new,bottle,[np.float64(0.09555555555555556)],[np.float64(-0.30333333333333334)],[1],[0],[0],[2.514904874842614],['submit_text'],,,,,0,16,16,18,66.5775677501224,,,,,,,,66.567966083996,66.5775677501224,66.5775677501224,66.5775677501224,0.0018835000228136778,69.08309995895252,bottle,[np.float64(0.09555555555555556)],[np.float64(-0.30333333333333334)],[1],[0],[0],[2.514904874842614],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,17,17,0,,,c_m_ra,Camera,new,camera,[np.float64(0.04777777777777778)],[np.float64(-0.2877777777777778)],[1],[0],[0],[2.980999334016815],['submit_text'],,,,,0,17,17,19,69.09495862503536,,,,,,,,69.0853064591065,69.09495862503536,69.09495862503536,69.09495862503536,0.0021038330160081387,72.0665367920883,camera,[np.float64(0.04777777777777778)],[np.float64(-0.2877777777777778)],[1],[0],[0],[2.980999334016815],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,18,18,0,,,P_as_tr_,Pastry,old,Pastry,[np.float64(0.01)],[np.float64(-0.29888888888888887)],[1],[0],[0],[2.879311375087127],['submit_text'],,,,,0,18,18,4,72.07857391703874,,,,,,,,72.06901508406736,72.07857391703874,72.07857391703874,72.07857391703874,0.0023795829620212317,74.94858095911331,Pastry,[np.float64(0.01)],[np.float64(-0.29888888888888887)],[1],[0],[0],[2.879311375087127],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
,19,19,0,,,p_nc_l,Pencil,new,pencil,[np.float64(0.014444444444444444)],[np.float64(-0.30444444444444446)],[1],[0],[0],[2.5325655001215637],['submit_text'],,,,,0,19,19,16,74.96147341700271,,,,,,,,74.95077829202637,74.96147341700271,74.96147341700271,74.96147341700271,0.002107500098645687,77.48356895893812,pencil,[np.float64(0.014444444444444444)],[np.float64(-0.30444444444444446)],[1],[0],[0],[2.5325655001215637],['submit_text'],01,001,2025-10-14_17h55.20.490,Word priming experiment,,2025.1.1,119.6741873721561,2025-10-14 17h55.31.053893 +0530,
