thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,"[np.float64(0.34444444444444444), np.float64(0.12777777777777777)]","[np.float64(-0.17222222222222222), np.float64(-0.3711111111111111)]","[1, 1]","[0, 0]","[0, 0]","[0.3820402908604592, 2.0670659160241485]","[None, 'target']",10,0,10,0,15.015938750002533,,10,15.005939125083387,15.015938750002533,15.015938750002533,0.016491624992340803,17.073119916953146,"[np.float64(0.34444444444444444), np.float64(0.12777777777777777)]","[np.float64(-0.17222222222222222), np.float64(-0.3711111111111111)]","[1, 1]","[0, 0]","[0, 0]","[0.3820402908604592, 2.0670659160241485]","[None, 'target']",02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
11,0,11,[np.float64(-0.12333333333333334)],[np.float64(-0.13555555555555557)],[1],[0],[0],[0.859617916867137],['target'],11,0,11,0,17.08897200017236,,5,17.08137591695413,17.08897200017236,17.08897200017236,0.008129749912768602,17.941114000044763,[np.float64(-0.12333333333333334)],[np.float64(-0.13555555555555557)],[1],[0],[0],[0.859617916867137],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
12,0,12,[np.float64(0.4011111111111111)],[np.float64(-0.2922222222222222)],[1],[0],[0],[1.2393867920618504],['target'],12,0,12,0,17.9548940830864,,5,17.948020125040784,17.9548940830864,17.9548940830864,0.006831292062997818,19.187499167164788,[np.float64(0.4011111111111111)],[np.float64(-0.2922222222222222)],[1],[0],[0],[1.2393867920618504],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
13,0,13,[np.float64(0.4622222222222222)],[np.float64(0.30333333333333334)],[1],[0],[0],[1.502886125119403],['target'],13,0,13,0,19.214499125024304,,10,19.204026957973838,19.214499125024304,19.214499125024304,0.016438292106613517,20.70701887505129,[np.float64(0.4622222222222222)],[np.float64(0.30333333333333334)],[1],[0],[0],[1.502886125119403],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
14,0,14,[np.float64(-0.09888888888888889)],[np.float64(0.05444444444444444)],[1],[0],[0],[1.5815324580762535],['target'],14,0,14,0,20.736267500091344,,10,20.725979708135128,20.736267500091344,20.736267500091344,0.01885299989953637,22.307699125027284,[np.float64(-0.09888888888888889)],[np.float64(0.05444444444444444)],[1],[0],[0],[1.5815324580762535],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
15,0,15,[np.float64(-0.38333333333333336)],[np.float64(0.4677777777777778)],[1],[0],[0],[1.15790137485601],['target'],15,0,15,0,22.324596000136808,,5,22.31722258310765,22.324596000136808,22.324596000136808,0.009141040965914726,23.475236042169854,[np.float64(-0.38333333333333336)],[np.float64(0.4677777777777778)],[1],[0],[0],[1.15790137485601],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
16,0,16,[np.float64(-0.3977777777777778)],[np.float64(-0.4911111111111111)],[1],[0],[0],[1.9408517079427838],['target'],16,0,16,0,23.49128070799634,,5,23.484007582999766,23.49128070799634,23.49128070799634,0.008673584088683128,25.424963833065704,[np.float64(-0.3977777777777778)],[np.float64(-0.4911111111111111)],[1],[0],[0],[1.9408517079427838],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
17,0,17,[np.float64(-0.08)],[np.float64(0.45222222222222225)],[1],[0],[0],[1.4132584580220282],['target'],17,0,17,0,25.451588875148445,,10,25.441452833125368,25.451588875148445,25.451588875148445,0.016397374914959073,26.854814167134464,[np.float64(-0.08)],[np.float64(0.45222222222222225)],[1],[0],[0],[1.4132584580220282],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
18,0,18,[np.float64(0.31)],[np.float64(-0.044444444444444446)],[1],[0],[0],[1.3116309999022633],['target'],18,0,18,0,26.871721167117357,,5,26.863665292039514,26.871721167117357,26.871721167117357,0.008749708067625761,28.175426125060767,[np.float64(0.31)],[np.float64(-0.044444444444444446)],[1],[0],[0],[1.3116309999022633],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
19,0,19,[np.float64(-0.06)],[np.float64(-0.43666666666666665)],[1],[0],[0],[1.8504042909480631],['target'],19,0,19,0,28.202442000154406,,10,28.192086375085637,28.202442000154406,28.202442000154406,0.016536167124286294,30.04260008316487,[np.float64(-0.06)],[np.float64(-0.43666666666666665)],[1],[0],[0],[1.8504042909480631],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
20,0,20,[np.float64(-0.08777777777777777)],[np.float64(-0.2544444444444444)],[1],[0],[0],[1.0072957500815392],['target'],20,0,20,0,30.058600458083674,,5,30.051119999960065,30.058600458083674,30.058600458083674,0.008410834008827806,31.05853204196319,[np.float64(-0.08777777777777777)],[np.float64(-0.2544444444444444)],[1],[0],[0],[1.0072957500815392],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
21,0,21,[np.float64(0.3422222222222222)],[np.float64(-0.45555555555555555)],[1],[0],[0],[1.0816489590797573],['target'],21,0,21,0,31.085534624988213,,10,31.075160625157878,31.085534624988213,31.085534624988213,0.016518666874617338,32.15691279200837,[np.float64(0.3422222222222222)],[np.float64(-0.45555555555555555)],[1],[0],[0],[1.0816489590797573],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
22,0,22,[np.float64(0.4011111111111111)],[np.float64(0.09666666666666666)],[1],[0],[0],[1.0552389998920262],['target'],22,0,22,0,32.17293404205702,,5,32.16524949995801,32.17293404205702,32.17293404205702,0.008226749952882528,33.22062749997713,[np.float64(0.4011111111111111)],[np.float64(0.09666666666666666)],[1],[0],[0],[1.0552389998920262],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
23,0,23,[np.float64(0.14888888888888888)],[np.float64(0.12555555555555556)],[1],[0],[0],[0.8023132078815252],['target'],23,0,23,0,33.25020404206589,,10,33.23900637496263,33.25020404206589,33.25020404206589,0.01822991599328816,34.04151420807466,[np.float64(0.14888888888888888)],[np.float64(0.12555555555555556)],[1],[0],[0],[0.8023132078815252],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
24,0,24,[np.float64(0.21777777777777776)],[np.float64(0.4388888888888889)],[1],[0],[0],[1.1701149998698384],['target'],24,0,24,0,34.05951762502082,,5,34.05187483294867,34.05951762502082,34.05951762502082,0.010041542118415236,35.22210112516768,[np.float64(0.21777777777777776)],[np.float64(0.4388888888888889)],[1],[0],[0],[1.1701149998698384],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
25,0,25,[np.float64(0.23333333333333334)],[np.float64(0.3288888888888889)],[1],[0],[0],[0.7811689579393715],['target'],25,0,25,0,35.24909733305685,,10,35.23876087507233,35.24909733305685,35.24909733305685,0.016565790865570307,36.020035833120346,[np.float64(0.23333333333333334)],[np.float64(0.3288888888888889)],[1],[0],[0],[0.7811689579393715],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
26,0,26,[np.float64(0.34555555555555556)],[np.float64(-0.1511111111111111)],[1],[0],[0],[1.1673336250241846],['target'],26,0,26,0,36.046617625048384,,10,36.03651050012559,36.046617625048384,36.046617625048384,0.016352875158190727,37.20396325015463,[np.float64(0.34555555555555556)],[np.float64(-0.1511111111111111)],[1],[0],[0],[1.1673336250241846],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
27,0,27,[np.float64(-0.1111111111111111)],[np.float64(0.07333333333333333)],[1],[0],[0],[1.2122996670659631],['target'],27,0,27,0,37.22139225015417,,5,37.21390716708265,37.22139225015417,37.22139225015417,0.00979379191994667,38.42631170805544,[np.float64(-0.1111111111111111)],[np.float64(0.07333333333333333)],[1],[0],[0],[1.2122996670659631],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
28,0,28,[np.float64(0.10555555555555556)],[np.float64(-0.27444444444444444)],[1],[0],[0],[1.1810185420326889],['target'],28,0,28,0,38.45320612494834,,10,38.44302416709252,38.45320612494834,38.45320612494834,0.016618374967947602,39.624296500114724,[np.float64(0.10555555555555556)],[np.float64(-0.27444444444444444)],[1],[0],[0],[1.1810185420326889],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
29,0,29,[np.float64(0.11)],[np.float64(-0.4911111111111111)],[1],[0],[0],[1.5483643340412527],['target'],29,0,29,0,39.65294020809233,,10,39.64211929216981,39.65294020809233,39.65294020809233,0.01765062496997416,41.19063391699456,[np.float64(0.11)],[np.float64(-0.4911111111111111)],[1],[0],[0],[1.5483643340412527],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
30,0,30,[np.float64(0.37333333333333335)],[np.float64(0.44555555555555554)],[1],[0],[0],[2.0192795421462506],['target'],30,0,30,0,41.21799504198134,,10,41.207195583032444,41.21799504198134,41.21799504198134,0.016453291988000274,43.22658516699448,[np.float64(0.37333333333333335)],[np.float64(0.44555555555555554)],[1],[0],[0],[2.0192795421462506],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
31,0,31,[np.float64(0.03111111111111111)],[np.float64(0.07222222222222222)],[1],[0],[0],[1.0982708749361336],['target'],31,0,31,0,43.25308533315547,,10,43.242502625100315,43.25308533315547,43.25308533315547,0.015805625123903155,44.3408757080324,[np.float64(0.03111111111111111)],[np.float64(0.07222222222222222)],[1],[0],[0],[1.0982708749361336],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
32,0,32,[np.float64(-0.3466666666666667)],[np.float64(-0.38)],[1],[0],[0],[1.3428811661433429],['target'],32,0,32,0,44.35725212516263,,5,44.34913337510079,44.35725212516263,44.35725212516263,0.008148833876475692,45.69211675017141,[np.float64(-0.3466666666666667)],[np.float64(-0.38)],[1],[0],[0],[1.3428811661433429],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
33,0,33,[np.float64(-0.22333333333333333)],[np.float64(-0.13111111111111112)],[1],[0],[0],[0.9015158750116825],['target'],33,0,33,0,45.71860337513499,,10,45.708000750048086,45.71860337513499,45.71860337513499,0.015793583123013377,46.60962574998848,[np.float64(-0.22333333333333333)],[np.float64(-0.13111111111111112)],[1],[0],[0],[0.9015158750116825],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
34,0,34,[np.float64(-0.057777777777777775)],[np.float64(0.4111111111111111)],[1],[0],[0],[1.2869715001434088],['target'],34,0,34,0,46.625771917169914,,5,46.61791383312084,46.625771917169914,46.625771917169914,0.008177791954949498,47.905123207950965,[np.float64(-0.057777777777777775)],[np.float64(0.4111111111111111)],[1],[0],[0],[1.2869715001434088],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
35,0,35,[np.float64(0.09222222222222222)],[np.float64(-0.4488888888888889)],[1],[0],[0],[1.5018903750460595],['target'],35,0,35,0,47.93386562517844,,10,47.92311458312906,47.93386562517844,47.93386562517844,0.017742082942277193,49.42512541706674,[np.float64(0.09222222222222222)],[np.float64(-0.4488888888888889)],[1],[0],[0],[1.5018903750460595],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
36,0,36,[np.float64(-0.4111111111111111)],[np.float64(0.13)],[1],[0],[0],[1.3595635418314487],['target'],36,0,36,0,49.44102158304304,,5,49.433546541957185,49.44102158304304,49.44102158304304,0.008307249983772635,50.79322320804931,[np.float64(-0.4111111111111111)],[np.float64(0.13)],[1],[0],[0],[1.3595635418314487],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
37,0,37,[np.float64(-0.15777777777777777)],[np.float64(0.13555555555555557)],[1],[0],[0],[0.820347708882764],['target'],37,0,37,0,50.80871254205704,,5,50.80137279210612,50.80871254205704,50.80871254205704,0.008058375213295221,51.621821417007595,[np.float64(-0.15777777777777777)],[np.float64(0.13555555555555557)],[1],[0],[0],[0.820347708882764],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
38,0,38,[np.float64(0.42333333333333334)],[np.float64(0.4722222222222222)],[1],[0],[0],[2.0850076251663268],['target'],38,0,38,0,51.648982333019376,,10,51.638523041969165,51.648982333019376,51.648982333019376,0.016614082967862487,53.723633707966655,[np.float64(0.42333333333333334)],[np.float64(0.4722222222222222)],[1],[0],[0],[2.0850076251663268],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
39,0,39,[np.float64(-0.3933333333333333)],[np.float64(-0.4811111111111111)],[1],[0],[0],[1.5608282920438796],['target'],39,0,39,0,53.73965812497772,,5,53.732303250115365,53.73965812497772,53.73965812497772,0.008555500069633126,55.29324333299883,[np.float64(-0.3933333333333333)],[np.float64(-0.4811111111111111)],[1],[0],[0],[1.5608282920438796],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
40,0,40,[np.float64(0.46111111111111114)],[np.float64(-0.03)],[1],[0],[0],[1.5808075829409063],['target'],40,0,40,0,55.31994154211134,,10,55.30941904196516,55.31994154211134,55.31994154211134,0.016079708002507687,56.890328667126596,[np.float64(0.46111111111111114)],[np.float64(-0.03)],[1],[0],[0],[1.5808075829409063],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
41,0,41,[np.float64(0.48777777777777775)],[np.float64(-0.46)],[1],[0],[0],[1.4114294999744743],['target'],41,0,41,0,56.90681108296849,,5,56.89929400011897,56.90681108296849,56.90681108296849,0.00885762507095933,58.31084587494843,[np.float64(0.48777777777777775)],[np.float64(-0.46)],[1],[0],[0],[1.4114294999744743],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
42,0,42,[np.float64(0.5022222222222222)],[np.float64(-0.33666666666666667)],[1],[0],[0],[1.1633139171171933],['target'],42,0,42,0,58.337678499985486,,10,58.32762745814398,58.337678499985486,58.337678499985486,0.016690999967977405,59.49104554206133,[np.float64(0.5022222222222222)],[np.float64(-0.33666666666666667)],[1],[0],[0],[1.1633139171171933],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
43,0,43,[np.float64(0.37666666666666665)],[np.float64(0.15888888888888889)],[1],[0],[0],[1.4161353327799588],['target'],43,0,43,0,59.51826929207891,,10,59.508175208000466,59.51826929207891,59.51826929207891,0.017022291896864772,60.92441537510604,[np.float64(0.37666666666666665)],[np.float64(0.15888888888888889)],[1],[0],[0],[1.4161353327799588],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
44,0,44,[np.float64(0.49777777777777776)],[np.float64(-0.3244444444444444)],[1],[0],[0],[1.3264810419641435],['target'],44,0,44,0,60.940756167052314,,5,60.9329356669914,60.940756167052314,60.940756167052314,0.008410624926909804,62.259603042155504,[np.float64(0.49777777777777776)],[np.float64(-0.3244444444444444)],[1],[0],[0],[1.3264810419641435],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
45,0,45,[np.float64(-0.3655555555555556)],[np.float64(0.3233333333333333)],[1],[0],[0],[1.3387969168834388],['target'],45,0,45,0,62.276465125149116,,5,62.26801870809868,62.276465125149116,62.276465125149116,0.008140708087012172,63.606916500022635,[np.float64(-0.3655555555555556)],[np.float64(0.3233333333333333)],[1],[0],[0],[1.3387969168834388],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
46,0,46,[np.float64(0.19333333333333333)],[np.float64(-0.47888888888888886)],[1],[0],[0],[1.551716584013775],['target'],46,0,46,0,63.63290691701695,,10,63.62258974998258,63.63290691701695,63.63290691701695,0.015582666033878922,65.17440891708247,[np.float64(0.19333333333333333)],[np.float64(-0.47888888888888886)],[1],[0],[0],[1.551716584013775],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
47,0,47,[np.float64(-0.31777777777777777)],[np.float64(-0.26222222222222225)],[1],[0],[0],[1.3186963750049472],['target'],47,0,47,0,65.20114304195158,,10,65.19120408315212,65.20114304195158,65.20114304195158,0.016687541035935283,66.51001416705549,[np.float64(-0.31777777777777777)],[np.float64(-0.26222222222222225)],[1],[0],[0],[1.3186963750049472],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
48,0,48,[np.float64(0.13111111111111112)],[np.float64(-0.021111111111111112)],[1],[0],[0],[1.0746772920247167],['target'],48,0,48,0,66.52605533297174,,5,66.51849829195999,66.52605533297174,66.52605533297174,0.008372915908694267,67.59328266698867,[np.float64(0.13111111111111112)],[np.float64(-0.021111111111111112)],[1],[0],[0],[1.0746772920247167],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
49,0,49,[np.float64(-0.43666666666666665)],[np.float64(0.33111111111111113)],[1],[0],[0],[1.148783375043422],['target'],49,0,49,0,67.62022054195404,,10,67.61012691701762,67.62022054195404,67.62022054195404,0.01674879202619195,68.75903608300723,[np.float64(-0.43666666666666665)],[np.float64(0.33111111111111113)],[1],[0],[0],[1.148783375043422],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
50,0,50,[np.float64(-0.3244444444444444)],[np.float64(0.32222222222222224)],[1],[0],[0],[0.8740749589633197],['target'],50,0,50,0,68.77619720809162,,5,68.76823404198512,68.77619720809162,68.77619720809162,0.009049917105585337,69.64241070812568,[np.float64(-0.3244444444444444)],[np.float64(0.32222222222222224)],[1],[0],[0],[0.8740749589633197],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
51,0,51,[np.float64(0.30333333333333334)],[np.float64(-0.32555555555555554)],[1],[0],[0],[1.6980645000003278],['target'],51,0,51,0,69.66903445799835,,10,69.65890566702001,69.66903445799835,69.66903445799835,0.016405500005930662,71.3571972080972,[np.float64(0.30333333333333334)],[np.float64(-0.32555555555555554)],[1],[0],[0],[1.6980645000003278],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
52,0,52,[np.float64(-0.056666666666666664)],[np.float64(-0.2911111111111111)],[1],[0],[0],[0.9846344578545541],['target'],52,0,52,0,71.38423237507232,,10,71.37352925003506,71.38423237507232,71.38423237507232,0.016178250079974532,72.35827600001357,[np.float64(-0.056666666666666664)],[np.float64(-0.2911111111111111)],[1],[0],[0],[0.9846344578545541],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
53,0,53,[np.float64(0.06666666666666667)],[np.float64(-0.45222222222222225)],[1],[0],[0],[1.088830207940191],['target'],53,0,53,0,72.37543045799248,,5,72.3676160001196,72.37543045799248,72.37543045799248,0.009218458086252213,73.45654866704717,[np.float64(0.06666666666666667)],[np.float64(-0.45222222222222225)],[1],[0],[0],[1.088830207940191],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
54,0,54,[np.float64(0.1688888888888889)],[np.float64(-0.4311111111111111)],[1],[0],[0],[0.8895229159388691],['target'],54,0,54,0,73.47296495805494,,5,73.4654725829605,73.47296495805494,73.47296495805494,0.008833167143166065,74.3551018750295,[np.float64(0.1688888888888889)],[np.float64(-0.4311111111111111)],[1],[0],[0],[0.8895229159388691],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
55,0,55,[np.float64(-0.40444444444444444)],[np.float64(-0.20666666666666667)],[1],[0],[0],[1.1533830829430372],['target'],55,0,55,0,74.38183058309369,,10,74.37130400002934,74.38183058309369,74.38183058309369,0.016103292116895318,75.52479066699743,[np.float64(-0.40444444444444444)],[np.float64(-0.20666666666666667)],[1],[0],[0],[1.1533830829430372],['target'],02,001,2025-09-30_15h24.47.363,Visual Search Experiment,,2025.1.1,None,2025-09-30 15h24.53.844655 +0530,
