stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
56,0.5,3.0,62.785559625015594,,62.77863770799013,62.785559625015594,63.2770158330095,63.2770158330095,63.280776208033785,63.56451145798201,63.59492012503324,left,-3.0,1,1,0.30567662499379367,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
57,0.5,3.0,63.60167750000255,,63.595204291981645,63.60167750000255,64.09373879199848,64.09373879199848,64.09753550001187,64.38175316702109,64.56159204198048,left,-3.0,1,1,0.462280459003523,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
58,0.5,2.5,64.56880308303516,,64.56188879202818,64.56880308303516,65.06053783302195,65.06053783302195,65.0654860829818,65.34739020798588,65.42838020803174,left,-2.5,1,1,0.3560777499806136,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
59,0.5,2.5,65.43507495801896,,65.42869050003355,65.43507495801896,65.92712449998362,65.92712449998362,65.93085995799629,66.21471500000916,66.39491920801811,right,2.5,1,1,0.4640050000161864,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
60,0.5,2.5,66.4018578749965,,66.39525466703344,66.4018578749965,66.89383291703416,66.89383291703416,66.89782112499233,67.18154620798305,67.21555000002263,left,-2.5,0,0,0.31700475100660697,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
61,0.5,3.0,67.2271763330209,,67.21578283299459,67.2271763330209,67.71493762498721,67.71493762498721,67.71493762498721,68.01061554200714,68.4153188749915,right,3.0,1,1,0.6967536669690162,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
62,0.5,3.0,68.42720304202521,,68.41557683300925,68.42720304202521,68.9108273750171,68.9108273750171,68.91621533298166,69.19782041700091,69.3784748329781,left,-3.0,1,1,0.45807779202004895,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
63,0.5,3.0,69.38523862499278,,69.37876479199622,69.38523862499278,69.87724729202455,69.87724729202455,69.88136279198807,70.1646429169923,70.3116900830064,right,3.0,1,1,0.42980633303523064,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
64,0.5,2.5,70.31885650003096,,70.3119907079963,70.31885650003096,70.81063195801107,70.81063195801107,70.81451137503609,71.09903387498343,71.21187091700267,left,-2.5,1,1,0.398490458028391,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
65,0.5,2.5,71.21863308298634,,71.21215383301023,71.21863308298634,71.71069229202112,71.71069229202112,71.71487579197856,,71.97857233299874,right,2.5,1,1,0.265401832992211,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
66,0.5,2.5,71.98542104201624,,71.97891195799457,71.98542104201624,72.47742270800518,72.47742270800518,72.48117074999027,72.7656753329793,72.92852383299032,right,2.5,1,1,0.44770566700026393,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
67,0.5,2.0,72.93288387497887,,72.92883479199372,72.93288387497887,73.42743970802985,73.42743970802985,73.43229750002502,73.71532920800382,74.04972116701538,right,2.0,1,1,0.6185495000099763,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
68,0.5,2.0,74.06072212499566,,74.0500433749985,74.06072212499566,74.54859808302717,74.54859808302717,74.54859808302717,74.84385920799104,75.12874304200523,left,-2.0,1,1,0.567307792021893,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
69,0.5,2.0,75.1364336250117,,75.12901650002459,75.1364336250117,75.62756129202899,75.62756129202899,75.63148799998453,75.91535312501946,76.01200737501495,left,-2.0,1,1,0.3713607499958016,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
70,0.5,1.5,76.0190959580359,,76.01229500002228,76.0190959580359,76.51089916698402,76.51089916698402,76.51548450003611,76.79854383302154,76.97879633301636,right,1.5,1,1,0.4559952089912258,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
71,0.5,1.5,76.98556450003525,,76.9790895000333,76.98556450003525,77.47759012499591,77.47759012499591,77.48199916700833,77.76573204202577,77.94545558298705,right,1.5,1,1,0.4665051669580862,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
72,0.5,1.5,77.95198441698449,,77.94572975003393,77.95198441698449,78.44425624998985,78.44425624998985,78.44804300001124,78.73215179203544,78.8621172499843,left,-1.5,1,1,0.4047046260093339,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
73,0.5,1.0,78.86880579200806,,78.86242625000887,78.86880579200806,79.36115412501385,79.36115412501385,79.36554958298802,79.64782270800788,79.8955261670053,right,1.0,1,1,0.5238400420057587,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
74,0.5,1.0,79.90152250003302,,79.89580774999922,79.90152250003302,80.39392041700194,80.39392041700194,80.39829979202477,80.68118912499631,80.86529575003078,left,-1.0,0,0,0.4700557920150459,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
75,0.5,1.5,80.87712079199264,,80.86544966703514,80.87712079199264,81.36073495802702,81.36073495802702,81.36482979200082,81.64845791703556,82.19581437500892,left,-1.5,1,1,0.8277381670195609,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
76,0.5,1.5,82.2029917500331,,82.19610066700261,82.2029917500331,82.69448795798235,82.69448795798235,82.69822954200208,82.982060291979,83.19992458302295,left,-1.5,1,1,0.5025440829922445,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
77,0.5,1.5,83.21110004198272,,83.20021412498318,83.21110004198272,83.6984702500049,83.6984702500049,83.6984702500049,83.99472412501927,84.47922358301003,right,1.5,1,1,0.7728391669807024,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
78,0.5,1.0,84.4866744169849,,84.47953541699098,84.4866744169849,84.97766058298294,84.97766058298294,84.98248266702285,85.2658878749935,85.4959024169948,left,-1.0,1,1,0.5156880000140518,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
79,0.5,1.0,85.50263916701078,,85.49623912503012,85.50263916701078,85.99434091697913,85.99434091697913,85.99910449999152,86.2821117080166,86.63368908298435,right,1.0,1,1,0.635786917002406,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
80,0.5,1.0,86.64455033303238,,86.63398062501801,86.64455033303238,87.13203899998916,87.13203899998916,87.13203899998916,87.42799062503036,87.84581587498542,right,1.0,1,1,0.7105665000271983,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
81,0.5,1.0,87.85284816700732,,87.84613608301152,87.85284816700732,88.34472529200139,88.34472529200139,88.34886379202362,88.6320359579986,88.8957711670082,right,1.0,1,1,0.5496159999747761,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
82,0.5,1.0,88.90289000002667,,88.89606704202015,88.90289000002667,89.38365600001998,89.38365600001998,89.39942720800173,89.68171675002668,89.91286745801335,left,-1.0,1,1,0.5208914170507342,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
83,0.5,1.0,89.92000350001035,,89.91313904197887,89.92000350001035,90.41137749998597,90.41137749998597,90.4154612920247,90.69892212498235,90.95026574999793,right,1.0,1,1,0.5368220829986967,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
84,0.5,1.0,90.96133879199624,,90.95052070799284,90.96133879199624,91.44478341698414,91.44478341698414,91.44849537499249,91.73230670799967,91.82920904201455,right,1.0,0,0,0.37678183399839327,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
