pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trial_2.started,fixation_2.started,line_1.started,line_2.started,line_3.started,line_4.started,fixation_2.stopped,probe_2.started,key_resp_2.started,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,1.7648158329539,None,,,,,0,0,0,0,,,,,0.04810875002294779,,0.040965375024825335,0.04810875002294779,1.0129464999772608,1.0129464999772608,1.0129464999772608,1.0129464999772608,1.043071457883343,1.9973769579082727,1.9973769579082727,4.169146083062515,x,1,1.7648158329539,None,,,,,,,,,,,,,,,03,001,2025-10-02_16h58.37.653,Motor sequence learning,,2025.1.1,121.11962981047228,2025-10-02 16h58.45.449998 +0530,
150,v,1,1,0,v,1,1.396807458018884,None,,,,,0,1,1,1,,,,,4.183894250076264,,4.169373416109011,4.183894250076264,5.161848624935374,5.161848624935374,5.161848624935374,5.161848624935374,5.17774154106155,6.1613648750353605,6.1613648750353605,7.562219833023846,v,1,1.396807458018884,None,,,,,,,,,,,,,,,03,001,2025-10-02_16h58.37.653,Motor sequence learning,,2025.1.1,121.11962981047228,2025-10-02 16h58.45.449998 +0530,
50,c,2,2,0,c,1,2.2641952079720795,None,,,,,0,2,2,2,,,,,7.5866485000588,,7.562669415958226,7.5866485000588,8.563090624986216,8.563090624986216,8.563090624986216,8.563090624986216,8.578189457999542,9.56212354102172,9.56212354102172,11.828992374939844,c,1,2.2641952079720795,None,,,,,,,,,,,,,,,03,001,2025-10-02_16h58.37.653,Motor sequence learning,,2025.1.1,121.11962981047228,2025-10-02 16h58.45.449998 +0530,
-150,z,3,3,0,z,1,0.48342333314940333,None,,,,,0,3,3,3,,,,,11.840564290992916,,11.82958862488158,11.840564290992916,12.828884999966249,12.828884999966249,12.828884999966249,12.828884999966249,12.83699050010182,13.828586665913463,13.828586665913463,14.321374665945768,z,1,0.48342333314940333,None,,,,,,,,,,,,,,,03,001,2025-10-02_16h58.37.653,Motor sequence learning,,2025.1.1,121.11962981047228,2025-10-02 16h58.45.449998 +0530,
-50,x,4,0,1,x,1,0.6770084579475224,None,,,,,1,0,4,0,,,,,14.331035250099376,,14.321899374946952,14.331035250099376,15.319959958083928,15.319959958083928,15.319959958083928,15.319959958083928,15.327676166081801,16.320028624963015,16.320028624963015,17.00506916595623,x,1,0.6770084579475224,None,,,,,,,,,,,,,,,03,001,2025-10-02_16h58.37.653,Motor sequence learning,,2025.1.1,121.11962981047228,2025-10-02 16h58.45.449998 +0530,
150,v,5,1,1,v,1,0.7744769579730928,None,,,,,1,1,5,1,,,,,17.016023207921535,,17.005692708073184,17.016023207921535,18.020630582934245,18.020630582934245,18.020630582934245,18.020630582934245,18.037445791065693,19.003644374897704,19.003644374897704,19.788383583072573,v,1,0.7744769579730928,None,,,,,,,,,,,,,,,03,001,2025-10-02_16h58.37.653,Motor sequence learning,,2025.1.1,121.11962981047228,2025-10-02 16h58.45.449998 +0530,
50,c,6,2,1,c,1,0.9164529170375317,None,,,,,1,2,6,2,,,,,19.797842249972746,,19.789013958070427,19.797842249972746,20.786848874995485,20.786848874995485,20.786848874995485,20.786848874995485,20.794557916000485,21.78680258290842,21.78680258290842,22.70491658290848,c,1,0.9164529170375317,None,,,,,,,,,,,,,,,03,001,2025-10-02_16h58.37.653,Motor sequence learning,,2025.1.1,121.11962981047228,2025-10-02 16h58.45.449998 +0530,
-150,z,7,3,1,z,1,0.5704935409594327,None,,,,,1,3,7,3,,,,,22.714619250036776,,22.70550087490119,22.714619250036776,23.703641541069373,23.703641541069373,23.703641541069373,23.703641541069373,23.711322540882975,24.703603625064716,24.703603625064716,25.279177875025198,z,1,0.5704935409594327,None,,,,,,,,,,,,,,,03,001,2025-10-02_16h58.37.653,Motor sequence learning,,2025.1.1,121.11962981047228,2025-10-02 16h58.45.449998 +0530,
-50,x,8,0,2,x,1,1.6214412909466773,None,,,,,2,0,8,0,,,,,25.30428587505594,,25.2797377910465,25.30428587505594,26.27937545790337,26.27937545790337,26.27937545790337,26.27937545790337,26.294385249959305,27.277813625056297,27.277813625056297,28.905330958077684,x,1,1.6214412909466773,None,,,,,,,,,,,,,,,03,001,2025-10-02_16h58.37.653,Motor sequence learning,,2025.1.1,121.11962981047228,2025-10-02 16h58.45.449998 +0530,
150,v,9,1,2,v,1,0.7622116249985993,None,,,,,2,1,9,1,,,,,28.91511133289896,,28.905891000060365,28.91511133289896,29.904041040921584,29.904041040921584,29.904041040921584,29.904041040921584,29.91235354100354,30.90406308299862,30.90406308299862,31.672245041001588,v,1,0.7622116249985993,None,,,,,,,,,,,,,,,03,001,2025-10-02_16h58.37.653,Motor sequence learning,,2025.1.1,121.11962981047228,2025-10-02 16h58.45.449998 +0530,
