Study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,6,6,0,,,ta_l_,Table,new,table,[np.float64(0.07444444444444444)],[np.float64(-0.3022222222222222)],[1],[0],[0],[6.068831375101581],['submit_text'],,,,,0,6,6,15,41.99140162486583,,,,,,,,41.97902674996294,41.99140162486583,41.99140162486583,41.99140162486583,0.0033708331175148487,48.04811987490393,table,[np.float64(0.07444444444444444)],[np.float64(-0.3022222222222222)],[1],[0],[0],[6.068831375101581],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,7,7,0,,,l_pt_p,Laptop,old,laptop,[np.float64(0.1111111111111111)],[np.float64(-0.30777777777777776)],[1],[0],[0],[2.728114791912958],['submit_text'],,,,,0,7,7,0,48.06282570795156,,,,,,,,48.05079995794222,48.06282570795156,48.06282570795156,48.06282570795156,0.00253379181958735,50.779141457984224,laptop,[np.float64(0.1111111111111111)],[np.float64(-0.30777777777777776)],[1],[0],[0],[2.728114791912958],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,8,8,0,,,bo_t_e,Bottle,new,bottle,[np.float64(0.03222222222222222)],[np.float64(-0.29555555555555557)],[1],[0],[0],[8.063043791102245],['submit_text'],,,,,0,8,8,18,50.79039862495847,,,,,,,,50.78111695800908,50.79039862495847,50.79039862495847,50.79039862495847,0.0018792920745909214,58.844351625069976,bottle,[np.float64(0.03222222222222222)],[np.float64(-0.29555555555555557)],[1],[0],[0],[8.063043791102245],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,9,9,0,,,_ho_e,Phone,old,phone,[np.float64(0.08888888888888889)],[np.float64(-0.28555555555555556)],[1],[0],[0],[3.4659071669448167],['submit_text'],,,,,0,9,9,12,58.856407957850024,,,,,,,,58.84631629195064,58.856407957850024,58.856407957850024,58.856407957850024,0.0018692079465836287,62.31241620797664,phone,[np.float64(0.08888888888888889)],[np.float64(-0.28555555555555556)],[1],[0],[0],[3.4659071669448167],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,10,10,0,,,_ou_se,Mouse,old,mouse,[np.float64(0.08333333333333333)],[np.float64(-0.31222222222222223)],[1],[0],[0],[3.464398124953732],['submit_text'],,,,,0,10,10,3,62.325291333021596,,,,,,,,62.31468141684309,62.325291333021596,62.325291333021596,62.325291333021596,0.002167083090171218,65.77927745785564,mouse,[np.float64(0.08333333333333333)],[np.float64(-0.31222222222222223)],[1],[0],[0],[3.464398124953732],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,11,11,0,,,_ru_is_,Cruise,old,cruise,[np.float64(0.11666666666666667)],[np.float64(-0.3022222222222222)],[1],[0],[0],[3.0302971249911934],['submit_text'],,,,,0,11,11,6,65.79121970804408,,,,,,,,65.78131874999963,65.79121970804408,65.79121970804408,65.79121970804408,0.0019372079987078905,68.81182674993761,cruise,[np.float64(0.11666666666666667)],[np.float64(-0.3022222222222222)],[1],[0],[0],[3.0302971249911934],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,12,12,0,,,_a_bl_,Marble,old,lable,[np.float64(0.10444444444444445)],[np.float64(-0.3011111111111111)],[1],[0],[0],[4.831378084141761],['submit_text'],,,,,0,12,12,11,68.82445904193446,,,,,,,,68.81407808302902,68.82445904193446,68.82445904193446,68.82445904193446,0.0021444999147206545,73.64567966689356,lable,[np.float64(0.10444444444444445)],[np.float64(-0.3011111111111111)],[1],[0],[0],[4.831378084141761],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,13,13,0,,,c_s_,Case,old,case,[np.float64(0.10222222222222223)],[np.float64(-0.28888888888888886)],[1],[0],[0],[3.2483497499488294],['submit_text'],,,,,0,13,13,5,73.65797029202804,,,,,,,,73.64765816694126,73.65797029202804,73.65797029202804,73.65797029202804,0.0018754580523818731,76.89622608292848,case,[np.float64(0.10222222222222223)],[np.float64(-0.28888888888888886)],[1],[0],[0],[3.2483497499488294],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,14,14,0,,,v_s_,Vase,new,vast,[np.float64(0.043333333333333335)],[np.float64(-0.29444444444444445)],[1],[0],[0],[9.728847874794155],['submit_text'],,,,,0,14,14,17,76.90985679184087,,,,,,,,76.89992591692135,76.90985679184087,76.90985679184087,76.90985679184087,0.0035693750251084566,86.6290022500325,vast,[np.float64(0.043333333333333335)],[np.float64(-0.29444444444444445)],[1],[0],[0],[9.728847874794155],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,15,15,0,,,T_hi_t,Tshirt,old,Tshirt,[np.float64(0.016666666666666666)],[np.float64(-0.2877777777777778)],[1],[0],[0],[3.032626959029585],['submit_text'],,,,,0,15,15,2,86.6413057919126,,,,,,,,86.63099479186349,86.6413057919126,86.6413057919126,86.6413057919126,0.0018809998873621225,89.66383116692305,Tshirt,[np.float64(0.016666666666666666)],[np.float64(-0.2877777777777778)],[1],[0],[0],[3.032626959029585],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,16,16,0,,,_ha_t,Chart,old,chart,[np.float64(0.04666666666666667)],[np.float64(-0.30777777777777776)],[1],[0],[0],[4.897552874870598],['submit_text'],,,,,0,16,16,1,89.6756830830127,,,,,,,,89.66580845788121,89.6756830830127,89.6756830830127,89.6756830830127,0.001884042052552104,94.56357600004412,chart,[np.float64(0.04666666666666667)],[np.float64(-0.30777777777777776)],[1],[0],[0],[4.897552874870598],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,17,17,0,,,c_s_io_,Cushion,old,cushion,[np.float64(0.1288888888888889)],[np.float64(-0.3022222222222222)],[1],[0],[0],[4.114266040967777],['submit_text'],,,,,0,17,17,14,94.57564749987796,,,,,,,,94.56556675001048,94.57564749987796,94.57564749987796,94.57564749987796,0.0018964579794555902,98.6800589999184,cushion,[np.float64(0.1288888888888889)],[np.float64(-0.3022222222222222)],[1],[0],[0],[4.114266040967777],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,18,18,0,,,c_m_ra,Camera,new,camera,[np.float64(0.02)],[np.float64(-0.29444444444444445)],[1],[0],[0],[3.5309500829316676],['submit_text'],,,,,0,18,18,19,98.6923460830003,,,,,,,,98.68211929197423,98.6923460830003,98.6923460830003,98.6923460830003,0.0019640419632196426,102.21328975004144,camera,[np.float64(0.02)],[np.float64(-0.29444444444444445)],[1],[0],[0],[3.5309500829316676],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
,19,19,0,,,P_st_r,Poster,old,Poster,[np.float64(0.016666666666666666)],[np.float64(-0.3)],[1],[0],[0],[7.481583500048146],['submit_text'],,,,,0,19,19,9,102.22588924993761,,,,,,,,102.21529829199426,102.22588924993761,102.22588924993761,102.22588924993761,0.0019273750949651003,109.69714733306319,Poster,[np.float64(0.016666666666666666)],[np.float64(-0.3)],[1],[0],[0],[7.481583500048146],['submit_text'],05,001,2025-10-16_12h16.02.712,Word priming experiment,,2025.1.1,121.89504099753101,2025-10-16 12h16.09.143278 +0530,
