pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trial_2.started,fixation_2.started,line_1.started,line_2.started,line_3.started,line_4.started,fixation_2.stopped,probe_2.started,key_resp_2.started,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,35,35,9,,,,,x,1,0.5855506251100451,None,,,,,9,35,35,0,409.5403712091502,,,,,,,,,,,,,,,,409.5310305841267,409.5403712091502,410.52879537502304,410.52879537502304,410.52879537502304,410.52879537502304,410.53529462520964,411.52871575020254,411.52871575020254,412.1195539170876,x,1,0.5855506251100451,None,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
-150,z,36,36,9,,,,,z,1,0.8526849169284105,None,,,,,9,36,36,3,412.1282527090516,,,,,,,,,,,,,,,,412.1201030421071,412.1282527090516,413.1199836670421,413.1199836670421,413.1199836670421,413.1199836670421,413.1199836670421,414.1195094999857,414.1195094999857,414.9800234171562,z,1,0.8526849169284105,None,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
150,v,37,37,9,,,,,v,1,0.8240688750520349,None,,,,,9,37,37,1,414.9890045002103,,,,,,,,,,,,,,,,414.98058704216965,414.9890045002103,415.9707361671608,415.9707361671608,415.9707361671608,415.9707361671608,415.98563512507826,416.969192000106,416.969192000106,417.79682258400135,v,1,0.8240688750520349,None,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
150,v,38,38,10,,,,,v,1,0.8997652078978717,None,,,,,10,38,38,1,417.80503720906563,,,,,,,,,,,,,,,,417.79735004203394,417.80503720906563,418.78794725006446,418.78794725006446,418.78794725006446,418.78794725006446,418.7952680841554,419.79565570899285,419.79565570899285,420.69686287501827,v,1,0.8997652078978717,None,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
50,c,39,39,8,,,,,c,1,2.771967666922137,None,,,,,8,39,39,2,420.7059409171343,,,,,,,,,,,,,,,,420.6973736251239,420.7059409171343,421.686964499997,421.686964499997,421.686964499997,421.686964499997,421.70193637511693,422.686626000097,422.686626000097,425.46430641715415,c,1,2.771967666922137,None,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
-150,z,40,40,10,,,,,z,1,0.7079447088763118,None,,,,,10,40,40,3,425.47368020913564,,,,,,,,,,,,,,,,425.46506800013594,425.47368020913564,426.462479834212,426.462479834212,426.462479834212,426.462479834212,426.46946250018664,427.4625157089904,427.4625157089904,428.1804698340129,z,1,0.7079447088763118,None,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
-150,z,41,41,11,,,,,z,1,0.5766007921192795,None,,,,,11,41,41,3,428.1896828750614,,,,,,,,,,,,,,,,428.18100733403116,428.1896828750614,429.1710219590459,429.1710219590459,429.1710219590459,429.1710219590459,429.18594162515365,430.1790045001544,430.1790045001544,430.76395191717893,z,1,0.5766007921192795,None,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
-150,z,42,42,12,,,,,z,1,0.46324399998411536,None,,,,,12,42,42,3,430.7732524999883,,,,,,,,,,,,,,,,430.7645388750825,430.7732524999883,431.7549833341036,431.7549833341036,431.7549833341036,431.7549833341036,431.7692332500592,432.7624749590177,432.7624749590177,433.23056387505494,z,1,0.46324399998411536,None,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
50,c,43,43,9,,,,,c,1,0.5180795828346163,None,,,,,9,43,43,2,433.239515125053,,,,,,,,,,,,,,,,433.2310957501177,433.239515125053,434.22068604198284,434.22068604198284,434.22068604198284,434.22068604198284,434.23478470905684,435.22945066704415,435.22945066704415,435.75436150003225,c,1,0.5180795828346163,None,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
150,v,44,44,11,,,,,v,1,0.9546109170187265,None,,,,,11,44,44,1,435.77958033420146,,,,,,,,,,,,,,,,435.75492958398536,435.77958033420146,436.75405658409,436.75405658409,436.75405658409,436.75405658409,436.7681111251004,437.754160417011,437.754160417011,438.7141094591934,v,1,0.9546109170187265,None,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
