pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trial_2.started,fixation_2.started,line_1.started,line_2.started,line_3.started,line_4.started,fixation_2.stopped,probe_2.started,key_resp_2.started,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.5069079578388482,None,,,,,2,2,10,2,,,,,27.32131383381784,,27.312514499993995,27.32131383381784,28.30768695892766,28.30768695892766,28.30768695892766,28.30768695892766,28.31629495904781,29.307003208901733,29.307003208901733,29.817045124946162,c,1,0.5069079578388482,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,11,3,2,z,1,0.28512999997474253,None,,,,,2,3,11,3,,,,,29.82685458404012,,29.81744816689752,29.82685458404012,30.81581004196778,30.81581004196778,30.81581004196778,30.81581004196778,30.82273783395067,31.815368041861802,31.815368041861802,32.1109090000391,z,1,0.28512999997474253,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,12,0,3,x,1,0.2827992921229452,None,,,,,3,0,12,0,,,,,32.13198662502691,,32.11115699983202,32.13198662502691,33.10744237503968,33.10744237503968,33.10744237503968,33.10744237503968,33.12252708384767,34.10777383390814,34.10777383390814,34.40014308388345,x,1,0.2827992921229452,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,13,1,3,v,1,0.29107208317145705,None,,,,,3,1,13,1,,,,,34.40914116683416,,34.400656583951786,34.40914116683416,35.39954883395694,35.39954883395694,35.39954883395694,35.39954883395694,35.40737716690637,36.39163395902142,36.39163395902142,36.68454791698605,v,1,0.29107208317145705,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,14,2,3,c,1,0.3083655829541385,None,,,,,3,2,14,2,,,,,36.69370033382438,,36.68524249992333,36.69370033382438,37.68230300000869,37.68230300000869,37.68230300000869,37.68230300000869,37.689555583987385,38.682274208869785,38.682274208869785,39.0009635000024,c,1,0.3083655829541385,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,15,3,3,z,1,0.26073712506331503,None,,,,,3,3,15,3,,,,,39.010257749818265,,39.00159037485719,39.010257749818265,39.99844270898029,39.99844270898029,39.99844270898029,39.99844270898029,40.00497820903547,40.998918999917805,40.998918999917805,41.26770891691558,z,1,0.26073712506331503,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,16,0,4,x,1,0.28477354208007455,None,,,,,4,0,16,0,,,,,41.278213458834216,,41.268500041915104,41.278213458834216,42.2663149589207,42.2663149589207,42.2663149589207,42.2663149589207,42.2743395420257,43.26588299986906,43.26588299986906,43.558765209047124,x,1,0.28477354208007455,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,17,1,4,v,1,0.3537785420194268,None,,,,,4,1,17,1,,,,,43.569708792027086,,43.55940741696395,43.569708792027086,44.555831250036135,44.555831250036135,44.555831250036135,44.555831250036135,44.566129041835666,45.55808712495491,45.55808712495491,45.91800633398816,v,1,0.3537785420194268,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,18,2,4,c,1,0.2828820419963449,None,,,,,4,2,18,2,,,,,45.92816662485711,,45.918598958989605,45.92816662485711,46.91572262486443,46.91572262486443,46.91572262486443,46.91572262486443,46.92245962494053,47.91611124994233,47.91611124994233,48.20085345883854,c,1,0.2828820419963449,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,19,3,4,z,1,0.29665537481196225,None,,,,,4,3,19,3,,,,,48.20937216700986,,48.201185500016436,48.20937216700986,49.19955799984746,49.19955799984746,49.19955799984746,49.19955799984746,49.20742949983105,50.19917599996552,50.19917599996552,50.50136874988675,z,1,0.29665537481196225,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,20,0,5,x,1,0.8881551660597324,None,,,,,5,0,20,0,,,,,50.513221041997895,,50.50205008382909,50.513221041997895,51.5086852919776,51.5086852919776,51.5086852919776,51.5086852919776,51.5086852919776,52.49984258390032,52.49984258390032,53.391658667009324,x,1,0.8881551660597324,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,21,1,5,v,1,0.26795854116789997,None,,,,,5,1,21,1,,,,,53.40183929190971,,53.3922308748588,53.40183929190971,54.39140141685493,54.39140141685493,54.39140141685493,54.39140141685493,54.39977612486109,55.39095599995926,55.39095599995926,55.66749345883727,v,1,0.26795854116789997,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,22,2,5,c,1,0.29094445798546076,None,,,,,5,2,22,2,,,,,55.677874834043905,,55.66805845894851,55.677874834043905,56.65847166697495,56.65847166697495,56.65847166697495,56.65847166697495,56.673903292045,57.66604575002566,57.66604575002566,57.95890516694635,c,1,0.29094445798546076,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,23,3,5,z,1,0.3766572920139879,None,,,,,5,3,23,3,,,,,57.97013824991882,,57.95965783391148,57.97013824991882,58.95904424996115,58.95904424996115,58.95904424996115,58.95904424996115,58.966800916939974,59.95826279185712,59.95826279185712,60.34249816695228,z,1,0.3766572920139879,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,24,0,6,x,1,0.07254129089415073,None,,,,,6,0,24,0,,,,,60.35342770884745,,60.34321041684598,60.35342770884745,61.34149495884776,61.34149495884776,61.34149495884776,61.34149495884776,61.349671041825786,62.34146120888181,62.34146120888181,62.41825237497687,x,1,0.07254129089415073,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,25,1,6,v,1,0.3118106669280678,None,,,,,6,1,25,1,,,,,62.42862612497993,,62.41895154188387,62.42862612497993,63.416283333906904,63.416283333906904,63.416283333906904,63.416283333906904,63.422714083921164,64.41635295888409,64.41635295888409,64.73519670893438,v,1,0.3118106669280678,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,26,2,6,c,1,0.2947118340525776,None,,,,,6,2,26,2,,,,,64.7460637500044,,64.73588962503709,64.7460637500044,65.73328941687942,65.73328941687942,65.73328941687942,65.73328941687942,65.74104037485085,66.7334274998866,66.7334274998866,67.03474254184403,c,1,0.2947118340525776,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,27,3,6,z,1,0.06996312504634261,None,,,,,6,3,27,3,,,,,67.04399333382025,,67.03527066693641,67.04399333382025,68.03325483389199,68.03325483389199,68.03325483389199,68.03325483389199,68.0408057088498,69.03311666683294,69.03311666683294,69.10907095903531,z,1,0.06996312504634261,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,28,0,7,x,1,0.2649230419192463,None,,,,,7,0,28,0,,,,,69.11908350000158,,69.10973549983464,69.11908350000158,70.10880079190247,70.10880079190247,70.10880079190247,70.10880079190247,70.11687016696669,71.10741604189388,71.10741604189388,71.37470670882612,x,1,0.2649230419192463,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,29,1,7,v,1,0.2173542499076575,None,,,,,7,1,29,1,,,,,71.39988195896149,,71.37525449995883,71.39988195896149,72.37582291685976,72.37582291685976,72.37582291685976,72.37582291685976,72.39089712500572,73.36677399999462,73.36677399999462,73.59145720885135,v,1,0.2173542499076575,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,30,2,7,c,1,0.28004999994300306,None,,,,,7,2,30,2,,,,,73.60176945896819,,73.59203049982898,73.60176945896819,74.59324299986474,74.59324299986474,74.59324299986474,74.59324299986474,74.60095483390614,75.58315850002691,75.58315850002691,75.86823424999602,c,1,0.28004999994300306,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,31,3,7,z,1,0.3261692919768393,None,,,,,7,3,31,3,,,,,75.87894658395089,,75.86886741686612,75.87894658395089,76.86745249992236,76.86745249992236,76.86745249992236,76.86745249992236,76.88424333394505,77.86692758393474,77.86692758393474,78.20119116688147,z,1,0.3261692919768393,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,32,0,8,x,1,0.20479554100893438,None,,,,,8,0,32,0,,,,,78.21103674988262,,78.20174941699952,78.21103674988262,79.19228883390315,79.19228883390315,79.19228883390315,79.19228883390315,79.20807404187508,80.19158687489107,80.19158687489107,80.40166779188439,x,1,0.20479554100893438,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,33,1,8,v,1,0.4078834590036422,None,,,,,8,1,33,1,,,,,80.41209329199046,,80.40230812504888,80.41209329199046,81.40020891698077,81.40020891698077,81.40020891698077,81.40020891698077,81.40786570892669,82.40037066699006,82.40037066699006,82.81818225001916,v,1,0.4078834590036422,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,34,2,8,c,1,0.2886767918244004,None,,,,,8,2,34,2,,,,,82.82792362500913,,82.81870591687039,82.82792362500913,83.80907808383927,83.80907808383927,83.80907808383927,83.80907808383927,83.82406220887788,84.8167501250282,84.8167501250282,85.10872112493962,c,1,0.2886767918244004,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,35,3,8,z,1,0.25078341690823436,None,,,,,8,3,35,3,,,,,85.11887858388945,,85.10924345883541,85.11887858388945,86.11029695882462,86.11029695882462,86.11029695882462,86.11029695882462,86.11852000001818,87.10034687491134,87.10034687491134,87.35836054198444,z,1,0.25078341690823436,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,36,0,9,x,1,0.424009416019544,None,,,,,9,0,36,0,,,,,87.36803770903498,,87.35893733403645,87.36803770903498,88.35878816689365,88.35878816689365,88.35878816689365,88.35878816689365,88.35878816689365,89.35025012493134,89.35025012493134,89.77583891688846,x,1,0.424009416019544,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,37,1,9,v,1,0.2456475410144776,None,,,,,9,1,37,1,,,,,89.78636933397502,,89.77638662490062,89.78636933397502,90.7758150419686,90.7758150419686,90.7758150419686,90.7758150419686,90.7840205419343,91.77472533402033,91.77472533402033,92.02621845901012,v,1,0.2456475410144776,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,38,2,9,c,1,0.33394729206338525,None,,,,,9,2,38,2,,,,,92.05074983392842,,92.0267164169345,92.05074983392842,93.02607129188254,93.02607129188254,93.02607129188254,93.02607129188254,93.04118045885116,94.0254994998686,94.0254994998686,94.3687106249854,c,1,0.33394729206338525,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,39,3,9,z,1,0.283310208003968,None,,,,,9,3,39,3,,,,,94.37907279189676,,94.36938874982297,94.37907279189676,95.36748787504621,95.36748787504621,95.36748787504621,95.36748787504621,95.37500741682015,96.36711670900695,96.36711670900695,96.65179995889775,z,1,0.283310208003968,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,40,0,10,x,1,0.7940577080007643,None,,,,,10,0,40,0,,,,,96.66103041684255,,96.65229949983768,96.66103041684255,97.64304112503305,97.64304112503305,97.64304112503305,97.64304112503305,97.65816420898773,98.65040383394808,98.65040383394808,99.45188704202883,x,1,0.7940577080007643,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,41,1,10,v,1,0.28321583312936127,None,,,,,10,1,41,1,,,,,99.46143912500702,,99.45245124981739,99.46143912500702,100.45054629188962,100.45054629188962,100.45054629188962,100.45054629188962,100.45818304200657,101.44223666703328,101.44223666703328,101.73546654195525,v,1,0.28321583312936127,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,42,2,10,c,1,0.29346674983389676,None,,,,,10,2,42,2,,,,,101.74531745887361,,101.73599504190497,101.74531745887361,102.73406387493014,102.73406387493014,102.73406387493014,102.73406387493014,102.7414517919533,103.73397508403286,103.73397508403286,104.03522524982691,c,1,0.29346674983389676,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,43,3,10,z,1,0.2584206669125706,None,,,,,10,3,43,3,,,,,104.04430245887488,,104.03574370895512,104.04430245887488,105.03365074982867,105.03365074982867,105.03365074982867,105.03365074982867,105.04175358382054,106.03405037499033,106.03405037499033,106.30216199997813,z,1,0.2584206669125706,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,44,0,11,x,1,0.5166867079678923,None,,,,,11,0,44,0,,,,,106.31142491684295,,106.30266329203732,106.31142491684295,107.30098774982616,107.30098774982616,107.30098774982616,107.30098774982616,107.30868429201655,108.3007703749463,108.3007703749463,108.82646949985065,x,1,0.5166867079678923,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,45,1,11,v,1,0.9690684578381479,None,,,,,11,1,45,1,,,,,108.8341200419236,,108.82681358396076,108.8341200419236,109.82495554187335,109.82495554187335,109.82495554187335,109.82495554187335,109.82495554187335,110.82438983395696,110.82438983395696,111.80212254193611,v,1,0.9690684578381479,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,46,2,11,c,1,0.15859791706316173,None,,,,,11,2,46,2,,,,,111.80913512501866,,111.80265858396888,111.80913512501866,112.79326170892455,112.79326170892455,112.79326170892455,112.79326170892455,112.80121974996291,113.80097712483257,113.80097712483257,113.96922862483189,c,1,0.15859791706316173,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,47,3,11,z,1,0.1899096250999719,None,,,,,11,3,47,3,,,,,113.98015429195948,,113.9698390418198,113.98015429195948,114.96759566687979,114.96759566687979,114.96759566687979,114.96759566687979,114.97522725001909,115.96769412490539,115.96769412490539,116.15857424982823,z,1,0.1899096250999719,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,48,0,12,x,1,0.6954355831257999,None,,,,,12,0,48,0,,,,,116.16750379186124,,116.15881608403288,116.16750379186124,117.15143841691315,117.15143841691315,117.15143841691315,117.15143841691315,117.15937979193404,118.15135854203254,118.15135854203254,118.85275012487546,x,1,0.6954355831257999,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,49,1,12,v,1,0.4415427080821246,None,,,,,12,1,49,1,,,,,118.86349129187874,,118.85333404201083,118.86349129187874,119.85148029192351,119.85148029192351,119.85148029192351,119.85148029192351,119.85910274996422,120.85118924989365,120.85118924989365,121.30221445881762,v,1,0.4415427080821246,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,50,2,12,c,1,0.2264853329397738,None,,,,,12,2,50,2,,,,,121.31162720895372,,121.30275187501684,121.31162720895372,122.29349112487398,122.29349112487398,122.29349112487398,122.29349112487398,122.30900983395986,123.29432795895264,123.29432795895264,123.5265514999628,c,1,0.2264853329397738,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,51,3,12,z,1,0.036793624982237816,None,,,,,12,3,51,3,,,,,123.53656283393502,,123.527068791911,123.53656283393502,124.5267969169654,124.5267969169654,124.5267969169654,124.5267969169654,124.53480666689575,125.51797249983065,125.51797249983065,125.560027834028,z,1,0.036793624982237816,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,52,0,13,x,1,0.290649333037436,None,,,,,13,0,52,0,,,,,125.5700237089768,,125.56055724993348,125.5700237089768,126.55960462498479,126.55960462498479,126.55960462498479,126.55960462498479,126.56801620894112,127.55910524982028,127.55910524982028,127.85263299988583,x,1,0.290649333037436,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,53,1,13,v,1,0.3883522911928594,None,,,,,13,1,53,1,,,,,127.86206779186614,,127.8531274588313,127.86206779186614,128.8514244169928,128.8514244169928,128.8514244169928,128.8514244169928,128.85949479183182,129.8514369588811,129.8514369588811,130.24317104183137,v,1,0.3883522911928594,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,54,2,13,c,1,0.3398836669512093,None,,,,,13,2,54,2,,,,,130.25256558391266,,130.2436601249501,130.25256558391266,131.23492858395912,131.23492858395912,131.23492858395912,131.23492858395912,131.24261674983427,132.23488929192536,132.23488929192536,132.5762807498686,c,1,0.3398836669512093,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,55,3,13,z,1,0.30095145804807544,None,,,,,13,3,55,3,,,,,132.58619420882314,,132.57681333390065,132.58619420882314,133.5772782920394,133.5772782920394,133.5772782920394,133.5772782920394,133.5772782920394,134.57700149994344,134.57700149994344,134.88657495891675,z,1,0.30095145804807544,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,56,0,14,x,1,0.5479225418530405,None,,,,,14,0,56,0,,,,,134.89707983401604,,134.88718458404765,134.89707983401604,135.88501341687515,135.88501341687515,135.88501341687515,135.88501341687515,135.8927558339201,136.88499599997886,136.88499599997886,137.4363739588298,x,1,0.5479225418530405,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,57,1,14,v,1,0.2366197498049587,None,,,,,14,1,57,1,,,,,137.44527374999598,,137.4369200419169,137.44527374999598,138.4268225838896,138.4268225838896,138.4268225838896,138.4268225838896,138.44236500002444,139.4353108748328,139.4353108748328,139.67658429197036,v,1,0.2366197498049587,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
