pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trial_2.started,fixation_2.started,line_1.started,line_2.started,line_3.started,line_4.started,fixation_2.stopped,probe_2.started,key_resp_2.started,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,58,2,14,c,1,0.27951454115100205,None,,,,,14,2,58,2,,,,,139.6869638748467,,139.6770907919854,139.6869638748467,140.66867224988528,140.66867224988528,140.66867224988528,140.66867224988528,140.68541266699322,141.66853962489404,141.66853962489404,141.9532930420246,c,1,0.27951454115100205,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,59,3,14,z,1,0.2550760000012815,None,,,,,14,3,59,3,,,,,141.9633119169157,,141.95383424987085,141.9633119169157,142.95203999988735,142.95203999988735,142.95203999988735,142.95203999988735,142.95980212488212,143.95189391681924,143.95189391681924,144.21002704184502,z,1,0.2550760000012815,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,60,0,15,x,1,0.36712579196318984,None,,,,,15,0,60,0,,,,,144.22290016687475,,144.21052995882928,144.22290016687475,145.20196183398366,145.20196183398366,145.20196183398366,145.20196183398366,145.21876387484372,146.20179833401926,146.20179833401926,146.58014037483372,x,1,0.36712579196318984,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,61,1,15,v,1,0.24354316596873105,None,,,,,15,1,61,1,,,,,146.58715370902792,,146.5805809169542,146.58715370902792,147.57708133384585,147.57708133384585,147.57708133384585,147.57708133384585,147.58529162500054,148.57637737481855,148.57637737481855,148.82639041682705,v,1,0.24354316596873105,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,62,2,15,c,1,0.9443387500941753,None,,,,,15,2,62,2,,,,,148.83647916698828,,148.82690899982117,148.83647916698828,149.81871129199862,149.81871129199862,149.81871129199862,149.81871129199862,149.83533999999054,150.81876391684636,150.81876391684636,151.77015704195946,c,1,0.9443387500941753,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,63,3,15,z,1,0.2783519171644002,None,,,,,15,3,63,3,,,,,151.77977691683918,,151.7706857919693,151.77977691683918,152.76868345891126,152.76868345891126,152.76868345891126,152.76868345891126,152.77635812503286,153.7688160839025,153.7688160839025,154.05321116698906,z,1,0.2783519171644002,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,64,0,16,x,1,0.8877737079747021,None,,,,,16,0,64,0,,,,,154.06218504183926,,154.05363849992864,154.06218504183926,155.04459695890546,155.04459695890546,155.04459695890546,155.04459695890546,155.05286533385515,156.0434630839154,156.0434630839154,156.93734204187058,x,1,0.8877737079747021,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,65,1,16,v,1,0.16529520810581744,None,,,,,16,1,65,1,,,,,156.94706495897844,,156.93794662482105,156.94706495897844,157.93599633383565,157.93599633383565,157.93599633383565,157.93599633383565,157.94370974996127,158.9357592498418,158.9357592498418,159.1037296669092,v,1,0.16529520810581744,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,66,2,16,c,1,0.5858338749967515,None,,,,,16,2,66,2,,,,,159.11426874995232,,159.10437641688623,159.11426874995232,160.0934665419627,160.0934665419627,160.0934665419627,160.0934665419627,160.1073664999567,161.10234454204328,161.10234454204328,161.69413362490013,c,1,0.5858338749967515,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,67,3,16,z,1,0.2986035000067204,None,,,,,16,3,67,3,,,,,161.70458487491123,,161.69467637501657,161.70458487491123,162.69498691684566,162.69498691684566,162.69498691684566,162.69498691684566,162.70275354199111,163.69351774989627,163.69351774989627,163.9947819588706,z,1,0.2986035000067204,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,68,0,17,x,1,0.6370545409154147,None,,,,,17,0,68,0,,,,,164.02009437489323,,163.99532787501812,164.02009437489323,164.9947469169274,164.9947469169274,164.9947469169274,164.9947469169274,165.00978729198687,165.9942489999812,165.9942489999812,166.63759820885025,x,1,0.6370545409154147,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,69,1,17,v,1,0.32624024990946054,None,,,,,17,1,69,1,,,,,166.64789279201068,,166.6381864589639,166.64789279201068,167.63605349999852,167.63605349999852,167.63605349999852,167.63605349999852,167.6437747089658,168.63608404202387,168.63608404202387,168.97066695895046,v,1,0.32624024990946054,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,70,2,17,c,1,0.2648675839882344,None,,,,,17,2,70,2,,,,,168.9798014999833,,168.9711751670111,168.9798014999833,169.96959766699,169.96959766699,169.96959766699,169.96959766699,169.97713704197668,170.9693611669354,170.9693611669354,171.23750654188916,c,1,0.2648675839882344,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,71,3,17,z,1,0.9167477081064135,None,,,,,17,3,71,3,,,,,171.24745491682552,,171.23800558387302,171.24745491682552,172.23605958395638,172.23605958395638,172.23605958395638,172.23605958395638,172.24380462500267,173.23648104188032,173.23648104188032,174.16171987494454,z,1,0.9167477081064135,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,72,0,18,x,1,0.9097140000667423,None,,,,,18,0,72,0,,,,,174.1868394999765,,174.16234183404595,174.1868394999765,175.1618066248484,175.1618066248484,175.1618066248484,175.1618066248484,175.17648641695268,176.1615879170131,176.1615879170131,177.0780964170117,x,1,0.9097140000667423,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,73,1,18,v,1,0.2779628341086209,None,,,,,18,1,73,1,,,,,177.1035290840082,,177.07868945901282,177.1035290840082,178.07878720900044,178.07878720900044,178.07878720900044,178.07878720900044,178.09458329202607,179.06954737496562,179.06954737496562,179.35445095901377,v,1,0.2779628341086209,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,74,2,18,c,1,0.24649966694414616,None,,,,,18,2,74,2,,,,,179.36497179185972,,179.35507220891304,179.36497179185972,180.35290708392859,180.35290708392859,180.35290708392859,180.35290708392859,180.36051108385436,181.35293437493965,181.35293437493965,181.60478979186155,c,1,0.24649966694414616,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,75,3,18,z,1,0.4410707501228899,None,,,,,18,3,75,3,,,,,181.61499354196712,,181.6053851249162,181.61499354196712,182.60304129193537,182.60304129193537,182.60304129193537,182.60304129193537,182.61078549991362,183.60328554199077,183.60328554199077,184.0545307500288,z,1,0.4410707501228899,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,76,0,19,x,1,0.8694462501443923,None,,,,,19,0,76,0,,,,,184.06448854203336,,184.0550561249256,184.06448854203336,185.0533177498728,185.0533177498728,185.0533177498728,185.0533177498728,185.0609360418748,186.0530422499869,186.0530422499869,186.92824724991806,x,1,0.8694462501443923,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,77,1,19,v,1,0.2935725001152605,None,,,,,19,1,77,1,,,,,186.95381679199636,,186.92888495884836,186.95381679199636,187.92922649998218,187.92922649998218,187.92922649998218,187.92922649998218,187.9440118749626,188.9278262089938,188.9278262089938,189.22818954195827,v,1,0.2935725001152605,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,78,2,19,c,1,0.29015879100188613,None,,,,,19,2,78,2,,,,,189.23828049981967,,189.22869587503374,189.23828049981967,190.22877233382314,190.22877233382314,190.22877233382314,190.22877233382314,190.22877233382314,191.22734554181807,191.22734554181807,191.52125112502836,c,1,0.29015879100188613,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,79,3,19,z,1,0.07239724998362362,None,,,,,19,3,79,3,,,,,191.53416916704737,,191.52176841697656,191.53416916704737,192.51938987500034,192.51938987500034,192.51938987500034,192.51938987500034,192.52694458398037,193.52013487485237,193.52013487485237,193.59477054188028,z,1,0.07239724998362362,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,80,0,20,x,1,0.23032345809042454,None,,,,,20,0,80,0,,,,,193.6047906668391,,193.59529620897956,193.6047906668391,194.59491679188795,194.59491679188795,194.59491679188795,194.59491679188795,194.59491679188795,195.58620016695932,195.58620016695932,195.82113020890392,x,1,0.23032345809042454,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,81,1,20,v,1,0.5488679581321776,None,,,,,20,1,81,1,,,,,195.8307978748344,,195.82164016691968,195.8307978748344,196.8122494169511,196.8122494169511,196.8122494169511,196.8122494169511,196.8276551249437,197.81168933399022,197.81168933399022,198.36210612487048,v,1,0.5488679581321776,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,82,2,20,c,1,0.21608329191803932,None,,,,,20,2,82,2,,,,,198.37210833397694,,198.36261962493882,198.37210833397694,199.36289733392186,199.36289733392186,199.36289733392186,199.36289733392186,199.37109329202212,200.3624188748654,200.3624188748654,200.58829654194415,c,1,0.21608329191803932,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,83,3,20,z,1,0.277726334054023,None,,,,,20,3,83,3,,,,,200.59748537489213,,200.5888031248469,200.59748537489213,201.5868569999002,201.5868569999002,201.5868569999002,201.5868569999002,201.59428537497297,202.5869370419532,202.5869370419532,202.87156716687605,z,1,0.277726334054023,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,84,0,21,x,1,0.2774509999435395,None,,,,,21,0,84,0,,,,,202.88078474998474,,202.8720756249968,202.88078474998474,203.8704035419505,203.8704035419505,203.8704035419505,203.8704035419505,203.87823716690764,204.87034191703424,204.87034191703424,205.15555824991316,x,1,0.2774509999435395,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,85,1,21,v,1,0.022847791202366352,None,,,,,21,1,85,1,,,,,205.16526224999689,,205.1561530418694,205.16526224999689,206.15388329187408,206.15388329187408,206.15388329187408,206.15388329187408,206.16130487504415,207.15373958391137,207.15373958391137,207.1790129588917,v,1,0.022847791202366352,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,86,2,21,c,1,0.0602118328679353,None,,,,,21,2,86,2,,,,,207.20426899986342,,207.17960574990138,207.20426899986342,208.17091208393686,208.17091208393686,208.17091208393686,208.17091208393686,208.20403929194435,209.17053308384493,209.17053308384493,209.23836674983613,c,1,0.0602118328679353,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,87,3,21,z,1,0.47162025002762675,None,,,,,21,3,87,3,,,,,209.24796470883302,,209.23888916685246,209.24796470883302,210.22900237492286,210.22900237492286,210.22900237492286,210.22900237492286,210.24387495894916,211.2291311668232,211.2291311668232,211.70527695887722,z,1,0.47162025002762675,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,88,0,22,x,1,0.43578516715206206,None,,,,,22,0,88,0,,,,,211.71487024985254,,211.70599695900455,211.71487024985254,212.70338770886883,212.70338770886883,212.70338770886883,212.70338770886883,212.7112757919822,213.70388062484562,213.70388062484562,214.14638074999675,x,1,0.43578516715206206,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,89,1,22,v,1,0.24203762505203485,None,,,,,22,1,89,1,,,,,214.17124491697177,,214.14689349988475,214.17124491697177,215.14576041698456,215.14576041698456,215.14576041698456,215.14576041698456,215.1615023338236,216.14558454183862,216.14558454183862,216.39989429200068,v,1,0.24203762505203485,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,90,2,22,c,1,0.431867458159104,None,,,,,22,2,90,2,,,,,216.40664041694254,,216.40039283386432,216.40664041694254,217.3965250418987,217.3965250418987,217.3965250418987,217.3965250418987,217.4049415839836,218.39503904199228,218.39503904199228,218.82895429199561,c,1,0.431867458159104,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,91,3,22,z,1,0.23012237483635545,None,,,,,22,3,91,3,,,,,218.83872829191387,,218.82946395897307,218.83872829191387,219.82893999991938,219.82893999991938,219.82893999991938,219.82893999991938,219.8373970419634,220.82082200003788,220.82082200003788,221.05583483399823,z,1,0.23012237483635545,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,92,0,23,x,1,0.4196591249201447,None,,,,,23,0,92,0,,,,,221.06643516686745,,221.05642866692506,221.06643516686745,222.05417124996893,222.05417124996893,222.05417124996893,222.05417124996893,222.06183287501335,223.05421508383006,223.05421508383006,223.4788553339895,x,1,0.4196591249201447,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,93,1,23,v,1,1.2396998750045896,None,,,,,23,1,93,1,,,,,223.48878191690892,,223.4793683749158,223.48878191690892,224.47907191701233,224.47907191701233,224.47907191701233,224.47907191701233,224.47907191701233,225.47912062495016,225.47912062495016,226.72267012484372,v,1,1.2396998750045896,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,94,2,23,c,1,0.255094125168398,None,,,,,23,2,94,2,,,,,226.73279370903037,,226.72326199989766,226.73279370903037,227.72117720893584,227.72117720893584,227.72117720893584,227.72117720893584,227.72885899990797,228.72095929202624,228.72095929202624,228.98011408396997,c,1,0.255094125168398,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,95,3,23,z,1,0.2912626250181347,None,,,,,23,3,95,3,,,,,228.99052108381875,,228.98079025000334,228.99052108381875,229.98002733383328,229.98002733383328,229.98002733383328,229.98002733383328,229.98788545886055,230.97967608389445,230.97967608389445,231.2724316669628,z,1,0.2912626250181347,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,96,0,24,x,1,0.24941237503662705,None,,,,,24,0,96,0,,,,,231.27897274983115,,231.2729381248355,231.27897274983115,232.27113595884293,232.27113595884293,232.27113595884293,232.27113595884293,232.27113595884293,233.27140266704373,233.27140266704373,233.52156987483613,x,1,0.24941237503662705,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,97,1,24,c,0,0.5532895838841796,None,,,,,24,1,97,1,,,,,233.52782216691412,,233.52181704202667,233.52782216691412,234.51346033392474,234.51346033392474,234.51346033392474,234.51346033392474,234.52172504202463,235.51284920889884,235.51284920889884,236.0730126670096,c,0,0.5532895838841796,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,98,2,24,c,1,0.2894720411859453,None,,,,,24,2,98,2,,,,,236.0824485840276,,236.07346091698855,236.0824485840276,237.07158341701142,237.07158341701142,237.07158341701142,237.07158341701142,237.0793412500061,238.07145308400504,238.07145308400504,238.36355683393776,c,1,0.2894720411859453,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,99,3,24,z,1,0.32931145816110075,None,,,,,24,3,99,3,,,,,238.38844145904295,,238.36406466690823,238.38844145904295,239.364394208882,239.364394208882,239.364394208882,239.364394208882,239.38026041700505,240.36380287492648,240.36380287492648,240.69659362500533,z,1,0.32931145816110075,None,,,,,,,,,,,,,,,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,0,0,0,,,,,c,1,3.2806172918062657,None,,,,,0,0,0,2,240.7522314998787,,,,,,,,,,,,,,,,240.74306108383462,240.7522314998787,241.7046343339607,241.7046343339607,241.7046343339607,241.7046343339607,241.7450598338619,242.6974867498502,242.6974867498502,245.9805792500265,c,1,3.2806172918062657,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,1,1,0,,,,,v,1,1.100342916091904,None,,,,,0,1,1,1,245.99146579182707,,,,,,,,,,,,,,,,245.98143929196522,245.99146579182707,246.98044087481685,246.98044087481685,246.98044087481685,246.98044087481685,246.9882594589144,247.97973441681825,247.97973441681825,249.08987995889038,v,1,1.100342916091904,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,2,2,1,,,,,c,1,0.7328923330642283,None,,,,,1,2,2,2,249.10047741699964,,,,,,,,,,,,,,,,249.09074299992062,249.10047741699964,250.08832487487234,250.08832487487234,250.08832487487234,250.08832487487234,250.0960117499344,251.08825845899992,251.08825845899992,251.82317395904101,c,1,0.7328923330642283,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,3,3,1,,,,,v,1,0.5373412917833775,None,,,,,1,3,3,1,251.83252570894547,,,,,,,,,,,,,,,,251.82370279193856,251.83252570894547,252.82207583403215,252.82207583403215,252.82207583403215,252.82207583403215,252.8296769168228,253.82178787491284,253.82178787491284,254.3627350840252,v,1,0.5373412917833775,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,4,4,0,,,,,z,1,1.001964625203982,None,,,,,0,4,4,3,254.37293641688302,,,,,,,,,,,,,,,,254.36326804198325,254.37293641688302,255.35510591696948,255.35510591696948,255.35510591696948,255.35510591696948,255.37196387490258,256.35518158390187,256.35518158390187,257.36367191700265,z,1,1.001964625203982,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,5,5,2,,,,,c,1,0.5769312498159707,None,,,,,2,5,5,2,257.37388033396564,,,,,,,,,,,,,,,,257.3641851670109,257.37388033396564,258.36460062488914,258.36460062488914,258.36460062488914,258.36460062488914,258.3726956669707,259.35534187499434,259.35534187499434,259.93999491701834,c,1,0.5769312498159707,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,6,6,3,,,,,c,1,0.28539241617545485,None,,,,,3,6,6,2,259.9500519998837,,,,,,,,,,,,,,,,259.94051929190755,259.9500519998837,260.9318834589794,260.9318834589794,260.9318834589794,260.9318834589794,260.94788095890544,261.931002917001,261.931002917001,262.22298058401793,c,1,0.28539241617545485,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,7,7,2,,,,,v,1,0.6123850829899311,None,,,,,2,7,7,1,262.23278254200704,,,,,,,,,,,,,,,,262.2235128749162,262.23278254200704,263.2141131248791,263.2141131248791,263.2141131248791,263.2141131248791,263.2295986248646,264.2220412499737,264.2220412499737,264.84039258398116,v,1,0.6123850829899311,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,8,8,1,,,,,x,0,0.6645837919786572,None,,,,,1,8,8,3,264.85071979183704,,,,,,,,,,,,,,,,264.8410201249644,264.85071979183704,265.83877137489617,265.83877137489617,265.83877137489617,265.83877137489617,265.8466521250084,266.8387829998974,266.8387829998974,267.50690995901823,x,0,0.6645837919786572,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,9,9,4,,,,,c,1,0.627689833054319,None,,,,,4,9,9,2,267.5166784168687,,,,,,,,,,,,,,,,267.5074792918749,267.5166784168687,268.5056445838418,268.5056445838418,268.5056445838418,268.5056445838418,268.51311166700907,269.5057560419664,269.5057560419664,270.14031725004315,c,1,0.627689833054319,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,10,10,0,,,,,x,1,0.5122411670163274,None,,,,,0,10,10,0,270.14972712495364,,,,,,,,,,,,,,,,270.14084987482056,270.14972712495364,271.13157841702923,271.13157841702923,271.13157841702923,271.13157841702923,271.14792274986394,272.139147833921,272.139147833921,272.65654012490995,x,1,0.5122411670163274,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,11,11,3,,,,,v,1,0.6825967910699546,None,,,,,3,11,11,1,272.6657346249558,,,,,,,,,,,,,,,,272.65696620894596,272.6657346249558,273.64730974985287,273.64730974985287,273.64730974985287,273.64730974985287,273.66307729203254,274.64771691686474,274.64771691686474,275.34221974993125,v,1,0.6825967910699546,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-50,x,12,12,1,,,,,x,1,0.34655370796099305,None,,,,,1,12,12,0,275.34925641701557,,,,,,,,,,,,,,,,275.34274400002323,275.34925641701557,276.33927845885046,276.33927845885046,276.33927845885046,276.33927845885046,276.34704229189083,277.33900537504815,277.33900537504815,277.69081991701387,x,1,0.34655370796099305,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,13,13,4,,,,,v,1,0.862381124868989,None,,,,,4,13,13,1,277.7012610838283,,,,,,,,,,,,,,,,277.69143324997276,277.7012610838283,278.6892634588294,278.6892634588294,278.6892634588294,278.6892634588294,278.6965785839129,279.68917895900086,279.68917895900086,280.55709374998696,v,1,0.862381124868989,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,14,14,5,,,,,v,1,0.6766228328924626,None,,,,,5,14,14,1,280.56645616702735,,,,,,,,,,,,,,,,280.5575244589709,280.56645616702735,281.5483349589631,281.5483349589631,281.5483349589631,281.5483349589631,281.5638298748527,282.55596337490715,282.55596337490715,283.2410222089384,v,1,0.6766228328924626,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
50,c,15,15,5,,,,,c,1,0.6180446250364184,None,,,,,5,15,15,2,283.25176199991256,,,,,,,,,,,,,,,,283.24166862503625,283.25176199991256,284.2388076670468,284.2388076670468,284.2388076670468,284.2388076670468,284.2464860000182,285.2393069998361,285.2393069998361,285.8654411248863,c,1,0.6180446250364184,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
-150,z,16,16,2,,,,,z,1,0.48570508300326765,None,,,,,2,16,16,3,285.87551362486556,,,,,,,,,,,,,,,,285.8660881668329,285.87551362486556,286.8650626249146,286.8650626249146,286.8650626249146,286.8650626249146,286.8731077089906,287.8648977088742,287.8648977088742,288.35738995904103,z,1,0.48570508300326765,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
150,v,17,17,6,,,,,v,1,0.707174084149301,None,,,,,6,17,17,1,288.36713029188104,,,,,,,,,,,,,,,,288.3579265419394,288.36713029188104,289.3487579168286,289.3487579168286,289.3487579168286,289.3487579168286,289.36459941696376,290.3563556668814,290.3563556668814,291.0650183339603,v,1,0.707174084149301,None,02,001,2025-10-02_16h42.00.311,Motor sequence learning,,2025.1.1,121.77987378745522,2025-10-02 16h42.19.938929 +0530,
